recording_id,window_size,segment_idx,model_name,success,der,miss_rate,fa_rate,conf_rate,cer,latency,spk_count_pred,spk_count_gt,spk_match,error
R8009_M8020,30,0,nemo-sortformer-4spk-v1,True,0.1112,0.0847,0.0264,0.0,,0.37763261795043945,2,2,True,
R8009_M8020,30,1,nemo-sortformer-4spk-v1,True,0.1045,0.0385,0.066,0.0,,0.3692460060119629,2,2,True,
R8009_M8020,30,2,nemo-sortformer-4spk-v1,True,0.0744,0.0436,0.0295,0.0013,,0.36428093910217285,2,2,True,
R8009_M8020,30,3,nemo-sortformer-4spk-v1,True,0.2328,0.1997,0.0172,0.0159,,0.3441290855407715,2,2,True,
R8009_M8020,30,4,nemo-sortformer-4spk-v1,True,0.0918,0.0004,0.0914,0.0,,0.35888075828552246,1,1,True,
R8009_M8020,30,5,nemo-sortformer-4spk-v1,True,0.105,0.0669,0.0372,0.001,,0.3591649532318115,2,2,True,
R8009_M8020,30,6,nemo-sortformer-4spk-v1,True,0.1854,0.1792,0.0039,0.0022,,0.36258816719055176,2,2,True,
R8009_M8020,30,7,nemo-sortformer-4spk-v1,True,0.1642,0.1388,0.021,0.0044,,0.3680577278137207,2,2,True,
R8009_M8020,30,8,nemo-sortformer-4spk-v1,True,0.1134,0.0595,0.0509,0.003,,0.37407469749450684,2,2,True,
R8009_M8020,30,9,nemo-sortformer-4spk-v1,True,0.0744,0.0224,0.0486,0.0034,,0.37131500244140625,2,2,True,
R8009_M8020,30,10,nemo-sortformer-4spk-v1,True,0.1072,0.0758,0.0293,0.0021,,0.36793088912963867,2,2,True,
R8009_M8020,30,11,nemo-sortformer-4spk-v1,True,0.0836,0.0557,0.0279,0.0,,0.36492204666137695,2,2,True,
R8009_M8020,30,12,nemo-sortformer-4spk-v1,True,0.3331,0.3017,0.0197,0.0116,,0.3610079288482666,2,2,True,
R8009_M8020,30,13,nemo-sortformer-4spk-v1,True,0.1099,0.0168,0.0931,0.0,,0.38489389419555664,1,1,True,
R8009_M8020,30,14,nemo-sortformer-4spk-v1,True,0.1057,0.0227,0.083,0.0,,0.3636620044708252,1,1,True,
R8009_M8018,30,0,nemo-sortformer-4spk-v1,True,0.1802,0.1665,0.0114,0.0023,,0.4643871784210205,2,2,True,
R8009_M8018,30,1,nemo-sortformer-4spk-v1,True,0.0757,0.0631,0.0077,0.0049,,0.35642385482788086,2,2,True,
R8009_M8018,30,2,nemo-sortformer-4spk-v1,True,0.1143,0.0892,0.0251,0.0,,0.3673439025878906,2,2,True,
R8009_M8018,30,3,nemo-sortformer-4spk-v1,True,0.2397,0.2188,0.0209,0.0,,0.37064695358276367,2,2,True,
R8009_M8018,30,4,nemo-sortformer-4spk-v1,True,0.1084,0.0338,0.0729,0.0016,,0.36803293228149414,2,2,True,
R8009_M8018,30,5,nemo-sortformer-4spk-v1,True,0.1191,0.0463,0.0565,0.0163,,0.3696780204772949,2,2,True,
R8009_M8018,30,6,nemo-sortformer-4spk-v1,True,0.2232,0.161,0.0298,0.0324,,0.3697488307952881,2,2,True,
R8009_M8018,30,7,nemo-sortformer-4spk-v1,True,0.1234,0.0944,0.0203,0.0087,,0.3659250736236572,2,2,True,
R8009_M8018,30,8,nemo-sortformer-4spk-v1,True,0.1135,0.0975,0.016,0.0,,0.4814760684967041,2,2,True,
R8009_M8018,30,9,nemo-sortformer-4spk-v1,True,0.1494,0.1171,0.0319,0.0003,,0.3835151195526123,2,2,True,
R8009_M8018,30,10,nemo-sortformer-4spk-v1,True,0.1563,0.1154,0.0409,0.0,,0.371265172958374,2,2,True,
R8009_M8018,30,11,nemo-sortformer-4spk-v1,True,0.1561,0.1417,0.0144,0.0,,0.37953829765319824,2,2,True,
R8009_M8018,30,12,nemo-sortformer-4spk-v1,True,0.1608,0.1324,0.0254,0.003,,0.4327690601348877,2,2,True,
R8009_M8018,30,13,nemo-sortformer-4spk-v1,True,0.1372,0.1077,0.0239,0.0056,,0.41513705253601074,2,2,True,
R8009_M8018,30,14,nemo-sortformer-4spk-v1,True,0.1243,0.0358,0.0763,0.0122,,0.37253785133361816,2,2,True,
R8009_M8019,30,0,nemo-sortformer-4spk-v1,True,0.1031,0.0586,0.0391,0.0053,,0.39563488960266113,2,2,True,
R8009_M8019,30,1,nemo-sortformer-4spk-v1,True,0.1226,0.0737,0.0328,0.016,,0.3745121955871582,2,2,True,
R8009_M8019,30,2,nemo-sortformer-4spk-v1,True,0.1349,0.0802,0.0547,0.0,,0.37712693214416504,2,2,True,
R8009_M8019,30,3,nemo-sortformer-4spk-v1,True,0.1393,0.1234,0.0138,0.0021,,0.38078999519348145,2,2,True,
R8009_M8019,30,4,nemo-sortformer-4spk-v1,True,0.1446,0.1167,0.0279,0.0,,0.3708982467651367,1,1,True,
R8009_M8019,30,5,nemo-sortformer-4spk-v1,True,0.131,0.0754,0.0556,0.0,,0.40117406845092773,2,2,True,
R8009_M8019,30,6,nemo-sortformer-4spk-v1,True,0.1543,0.1484,0.0059,0.0,,0.3757469654083252,2,2,True,
R8009_M8019,30,7,nemo-sortformer-4spk-v1,True,0.1894,0.1776,0.0118,0.0,,0.365293025970459,2,2,True,
R8009_M8019,30,8,nemo-sortformer-4spk-v1,True,0.0896,0.0655,0.0218,0.0022,,0.3605988025665283,2,2,True,
R8009_M8019,30,9,nemo-sortformer-4spk-v1,True,0.1286,0.0568,0.0719,0.0,,0.36435508728027344,2,2,True,
R8009_M8019,30,10,nemo-sortformer-4spk-v1,True,0.0728,0.0499,0.0229,0.0,,0.3583838939666748,2,2,True,
R8009_M8019,30,11,nemo-sortformer-4spk-v1,True,0.054,0.0361,0.0179,0.0,,0.36325812339782715,2,2,True,
R8009_M8019,30,12,nemo-sortformer-4spk-v1,True,0.1292,0.1265,0.0027,0.0,,0.35939598083496094,1,1,True,
R8009_M8019,30,13,nemo-sortformer-4spk-v1,True,0.1754,0.1383,0.0371,0.0,,0.3647150993347168,2,2,True,
R8009_M8019,30,14,nemo-sortformer-4spk-v1,True,0.1474,0.1352,0.0118,0.0003,,0.43913865089416504,2,2,True,
R8008_M8013,30,0,nemo-sortformer-4spk-v1,True,0.1221,0.0945,0.0203,0.0073,,0.4838876724243164,3,3,True,
R8008_M8013,30,1,nemo-sortformer-4spk-v1,True,0.1723,0.1429,0.0278,0.0017,,0.39270806312561035,3,3,True,
R8008_M8013,30,2,nemo-sortformer-4spk-v1,True,0.2364,0.1458,0.088,0.0025,,0.37102222442626953,3,3,True,
R8008_M8013,30,3,nemo-sortformer-4spk-v1,True,0.1271,0.0218,0.0602,0.045,,0.41837215423583984,1,3,False,
R8008_M8013,30,4,nemo-sortformer-4spk-v1,True,0.2592,0.1229,0.0379,0.0984,,0.3964858055114746,2,3,False,
R8008_M8013,30,5,nemo-sortformer-4spk-v1,True,0.3157,0.1595,0.0073,0.1489,,0.390869140625,3,3,True,
R8008_M8013,30,6,nemo-sortformer-4spk-v1,True,0.4012,0.2822,0.0377,0.0813,,0.36956071853637695,2,3,False,
R8008_M8013,30,7,nemo-sortformer-4spk-v1,True,0.7929,0.7917,0.0,0.0012,,0.42270708084106445,1,3,False,
R8008_M8013,30,8,nemo-sortformer-4spk-v1,True,0.4495,0.292,0.0218,0.1356,,0.39168691635131836,2,3,False,
R8008_M8013,30,9,nemo-sortformer-4spk-v1,True,0.1744,0.0842,0.05,0.0401,,0.3896040916442871,2,3,False,
R8008_M8013,30,10,nemo-sortformer-4spk-v1,True,0.2696,0.1119,0.1232,0.0345,,0.45487213134765625,3,3,True,
R8008_M8013,30,11,nemo-sortformer-4spk-v1,True,0.2129,0.1873,0.0133,0.0123,,0.4233829975128174,1,3,False,
R8008_M8013,30,12,nemo-sortformer-4spk-v1,True,0.2737,0.1846,0.0058,0.0833,,0.3628818988800049,2,3,False,
R8008_M8013,30,13,nemo-sortformer-4spk-v1,True,0.2971,0.196,0.0364,0.0647,,0.36641383171081543,3,3,True,
R8008_M8013,30,14,nemo-sortformer-4spk-v1,True,0.1964,0.1158,0.0539,0.0268,,0.3941349983215332,2,3,False,
