window_id,patch_id,patch_type,raw_llm_decision,effective_decision,llm_decision,gt_support_ratio_eval_only,safety_class,window_decision
R8008_M8013:30:7,R8008_M8013:30:7:slow:slow_15,recover_slow_segment,quarantine,quarantine,quarantine,0.6496,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_0,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_1,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_3,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_7,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_8,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_10,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_11,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_12,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:9,R8001_M8004:30:9:slow:slow_14,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_0,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_1,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_7,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_8,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,0.9437,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_10,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:12,R8001_M8004:30:12:slow:slow_11,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_0,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_1,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_7,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_8,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_16,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:5,R8001_M8004:30:5:slow:slow_17,recover_slow_segment,quarantine,quarantine,quarantine,0.0,safe_block,quarantine
R8003_M8001:30:11,R8003_M8001:30:11:slow:slow_3,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:11,R8003_M8001:30:11:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:11,R8003_M8001:30:11:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:11,R8003_M8001:30:11:slow:slow_7,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:11,R8003_M8001:30:11:slow:slow_8,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:11,R8003_M8001:30:11:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:11,R8003_M8001:30:11:slow:slow_10,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:6,R8001_M8004:30:6:slow:slow_11,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:6,R8001_M8004:30:6:slow:slow_12,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:6,R8001_M8004:30:6:slow:slow_13,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:6,R8001_M8004:30:6:slow:slow_18,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:6,R8001_M8004:30:6:slow:slow_19,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:6,R8001_M8004:30:6:slow:slow_20,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:13,R8001_M8004:30:13:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:13,R8001_M8004:30:13:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:13,R8001_M8004:30:13:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:13,R8001_M8004:30:13:slow:slow_8,recover_slow_segment,quarantine,quarantine,quarantine,0.8068,conservative_block,quarantine
R8001_M8004:30:13,R8001_M8004:30:13:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:13,R8001_M8004:30:13:slow:slow_10,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:8,R8001_M8004:30:8:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:8,R8001_M8004:30:8:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:8,R8001_M8004:30:8:slow:slow_10,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:8,R8001_M8004:30:8:slow:slow_11,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:8,R8001_M8004:30:8:slow:slow_13,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:2,R8007_M8011:30:2:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:2,R8007_M8011:30:2:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:2,R8007_M8011:30:2:slow:slow_7,recover_slow_segment,quarantine,quarantine,quarantine,0.9475,conservative_block,quarantine
R8007_M8011:30:2,R8007_M8011:30:2:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:2,R8007_M8011:30:2:slow:slow_10,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:9,R8007_M8011:30:9:slow:slow_0,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:9,R8007_M8011:30:9:slow:slow_1,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:9,R8007_M8011:30:9:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:9,R8007_M8011:30:9:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:9,R8007_M8011:30:9:slow:slow_11,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:6,R8008_M8013:30:6:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,0.6588,conservative_block,quarantine
R8008_M8013:30:6,R8008_M8013:30:6:slow:slow_10,recover_slow_segment,quarantine,quarantine,quarantine,0.0,safe_block,quarantine
R8008_M8013:30:6,R8008_M8013:30:6:slow:slow_11,recover_slow_segment,quarantine,quarantine,quarantine,0.7679,conservative_block,quarantine
R8008_M8013:30:6,R8008_M8013:30:6:slow:slow_14,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:6,R8008_M8013:30:6:slow:slow_20,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:13,R8003_M8001:30:13:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:13,R8003_M8001:30:13:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:13,R8003_M8001:30:13:slow:slow_8,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:13,R8003_M8001:30:13:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:8,R8008_M8013:30:8:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:8,R8008_M8013:30:8:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:8,R8008_M8013:30:8:slow:slow_13,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:8,R8008_M8013:30:8:slow:slow_23,recover_slow_segment,quarantine,quarantine,quarantine,0.4228,safe_block,quarantine
R8001_M8004:30:3,R8001_M8004:30:3:fast:fast_8,suppress_fast_candidate,quarantine,quarantine,quarantine,0.0,conservative_block,quarantine
R8001_M8004:30:3,R8001_M8004:30:3:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8001_M8004:30:3,R8001_M8004:30:3:slow:slow_5,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:3,R8003_M8001:30:3:slow:slow_0,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:3,R8003_M8001:30:3:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,0.9659,conservative_block,quarantine
R8003_M8001:30:3,R8003_M8001:30:3:slow:slow_7,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:8,R8003_M8001:30:8:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:8,R8003_M8001:30:8:slow:slow_3,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8003_M8001:30:8,R8003_M8001:30:8:slow:slow_19,recover_slow_segment,quarantine,quarantine,quarantine,0.0,safe_block,quarantine
R8007_M8010:30:1,R8007_M8010:30:1:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:1,R8007_M8010:30:1:slow:slow_12,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:1,R8007_M8010:30:1:slow:slow_14,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:3,R8007_M8011:30:3:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:3,R8007_M8011:30:3:slow:slow_3,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:3,R8007_M8011:30:3:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:4,R8007_M8011:30:4:fast:fast_4,suppress_fast_candidate,defer,defer,defer,0.0625,conservative_block,quarantine
R8007_M8011:30:4,R8007_M8011:30:4:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8011:30:4,R8007_M8011:30:4:slow:slow_12,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:11,R8008_M8013:30:11:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,0.0,safe_block,quarantine
R8008_M8013:30:11,R8008_M8013:30:11:slow:slow_4,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:11,R8008_M8013:30:11:slow:slow_7,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:13,R8008_M8013:30:13:slow:slow_9,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:13,R8008_M8013:30:13:slow:slow_15,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8008_M8013:30:13,R8008_M8013:30:13:slow:slow_17,recover_slow_segment,quarantine,quarantine,quarantine,0.0,safe_block,quarantine
R8009_M8018:30:3,R8009_M8018:30:3:slow:slow_0,recover_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8009_M8018:30:3,R8009_M8018:30:3:slow:slow_2,recover_slow_segment,quarantine,quarantine,quarantine,0.0,safe_block,quarantine
R8009_M8018:30:3,R8009_M8018:30:3:slow:slow_6,recover_slow_segment,quarantine,quarantine,quarantine,0.8165,conservative_block,quarantine
R8009_M8020:30:3,R8009_M8020:30:3:fast:fast_6,suppress_fast_candidate,accept,accept,accept,0.8571,harmful_accept,quarantine
R8009_M8020:30:3,R8009_M8020:30:3:fast:fast_9,suppress_fast_candidate,accept,accept,accept,0.9062,harmful_accept,quarantine
R8009_M8020:30:3,R8009_M8020:30:3:slow:slow_8,recover_slow_segment,quarantine,quarantine,quarantine,0.9077,conservative_block,quarantine
