window_id,patch_id,patch_type,raw_llm_decision,effective_decision,llm_decision,gt_support_ratio_eval_only,safety_class,window_decision
R8007_M8010:30:0,R8007_M8010:30:0:fast:fast_19,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:fast:fast_20,keep_fast_supported,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:fast:fast_21,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_0,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_1,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_2,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_3,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_4,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_5,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_6,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_7,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_8,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_9,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_10,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_11,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_12,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_13,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_14,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_15,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_16,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_17,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_18,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_19,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_20,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_21,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:0,R8007_M8010:30:0:slow:slow_22,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_0,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_1,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_2,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_3,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_4,keep_fast_supported,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_5,keep_fast_supported,quarantine,quarantine,quarantine,0.25,safe_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_6,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_7,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_8,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_9,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_10,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_11,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_12,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_13,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_14,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_15,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_16,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_17,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_18,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_19,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_20,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_21,keep_fast_supported,quarantine,quarantine,quarantine,0.625,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:fast:fast_22,keep_fast_supported,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_0,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_1,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_2,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_3,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_4,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_5,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_6,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_7,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_8,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_9,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_10,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_11,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_12,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_13,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_14,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_15,align_slow_segment,quarantine,quarantine,quarantine,0.7692,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_16,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_17,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_18,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_19,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:8,R8007_M8010:30:8:slow:slow_20,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_0,keep_fast_supported,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_1,boundary_fix_or_relabel,quarantine,quarantine,quarantine,0.9141,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_2,boundary_fix_or_relabel,quarantine,quarantine,quarantine,0.8894,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_3,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_4,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_5,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_6,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_7,keep_fast_supported,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_8,keep_fast_supported,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_9,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_10,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_11,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_12,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_13,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_14,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_15,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_16,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_17,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_18,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_19,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_20,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:fast:fast_21,boundary_fix_or_relabel,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_0,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_1,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_2,align_slow_segment,quarantine,quarantine,quarantine,0.7763,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_3,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_4,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_5,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_6,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_7,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_8,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_9,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_10,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_11,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_12,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_13,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_14,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_15,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_16,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_17,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_18,align_slow_segment,quarantine,quarantine,quarantine,1.0,conservative_block,quarantine
R8007_M8010:30:3,R8007_M8010:30:3:slow:slow_19,recover_slow_segment,quarantine,quarantine,quarantine,0.0,safe_block,quarantine
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_0,keep_fast_supported,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_1,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_2,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_3,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_4,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_5,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_6,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_7,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_8,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_9,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_10,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_11,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_12,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_13,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_14,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_15,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:fast:fast_16,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_0,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_1,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_2,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_3,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_4,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_5,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_6,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_7,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_8,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_9,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_10,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_11,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_12,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_13,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_14,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_15,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_16,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_17,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_18,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_19,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_20,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_21,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:6,R8007_M8010:30:6:slow:slow_22,align_slow_segment,accept,accept,accept,1.0,safe_accept,review
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_0,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_1,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_2,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_3,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_4,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_5,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_6,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_7,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_8,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_9,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_10,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_11,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_12,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_13,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_14,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_15,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_16,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_17,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_18,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_19,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_20,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:fast:fast_21,boundary_fix_or_relabel,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_0,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_1,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_2,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_3,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_4,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_5,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_6,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_7,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_8,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
R8007_M8010:30:14,R8007_M8010:30:14:slow:slow_9,align_slow_segment,defer,defer,defer,1.0,conservative_block,quarantine
