patch_id,recording_id,window_size,segment_idx,patch_type,decision,reason,duration,support_ratio,abnormal_flags,voiceprint_bucket,voiceprint_status,gate_category,gate_blockers
R8001_M8004:30:2:fast:fast_2,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,1.7599999999999998,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:2:fast:fast_3,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,1.5999999999999996,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:2:fast:fast_4,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,5.839999999999998,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:2:fast:fast_5,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,3.5199999999999996,0.9695,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:2:fast:fast_6,R8001_M8004,30,2,keep_fast_supported,accept,fast_segment_cross_model_supported,0.0799999999999983,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration
R8001_M8004:30:2:fast:fast_7,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,0.23999999999999844,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration
R8001_M8004:30:2:fast:fast_8,R8001_M8004,30,2,suppress_fast_candidate,accept,suppress_short_fast_fa_candidate,0.240000000000002,0.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration;low_cross_model_support;unsupported_patch_type
R8001_M8004:30:2:fast:fast_9,R8001_M8004,30,2,keep_fast_supported,accept,fast_segment_cross_model_supported,0.46999999999999886,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration
R8001_M8004:30:2:fast:fast_10,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,2.56,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:2:fast:fast_11,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,3.04,0.991,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:2:fast:fast_12,R8001_M8004,30,2,keep_fast_supported,accept,fast_segment_cross_model_supported,0.4800000000000004,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration
R8001_M8004:30:2:fast:fast_13,R8001_M8004,30,2,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,3.5199999999999996,1.0,slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:2:slow:slow_0,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,0.44,1.0,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:2:slow:slow_1,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,5.88,0.5123,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:2:slow:slow_2,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,15.879999999999999,0.3678,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:2:slow:slow_3,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,0.5799999999999983,0.8276,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:2:slow:slow_4,R8001_M8004,30,2,recover_slow_segment,defer,recover_segment_too_short,0.2799999999999976,0.2857,slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:2:slow:slow_5,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,4.02,0.8756,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:2:slow:slow_6,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,0.620000000000001,0.5605,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:2:slow:slow_7,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,0.5799999999999983,0.8103,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:2:slow:slow_8,R8001_M8004,30,2,align_slow_segment,accept,slow_segment_aligned_for_reference,0.26000000000000156,1.0,slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:3:fast:fast_0,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,0.72,0.9826,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_1,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,2.1599999999999997,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_2,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,4.0,0.9681,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_3,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,6.0,0.9479,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_4,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,1.2799999999999994,0.8691,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_5,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,0.3999999999999986,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration
R8001_M8004:30:3:fast:fast_6,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,0.6400000000000006,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_7,R8001_M8004,30,3,keep_fast_supported,accept,fast_segment_cross_model_supported,0.5499999999999972,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration
R8001_M8004:30:3:fast:fast_8,R8001_M8004,30,3,suppress_fast_candidate,accept,suppress_short_fast_fa_candidate,0.240000000000002,0.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration;low_cross_model_support;unsupported_patch_type
R8001_M8004:30:3:fast:fast_9,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,3.4400000000000013,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_10,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,2.240000000000002,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_11,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,2.0,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_12,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,2.960000000000001,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_13,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,0.8699999999999974,0.819,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:3:fast:fast_14,R8001_M8004,30,3,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,0.4800000000000004,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags;short_duration
R8001_M8004:30:3:slow:slow_0,R8001_M8004,30,3,align_slow_segment,accept,slow_segment_aligned_for_reference,7.62,0.5082,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:3:slow:slow_1,R8001_M8004,30,3,align_slow_segment,accept,slow_segment_aligned_for_reference,7.039999999999999,0.8079,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:3:slow:slow_2,R8001_M8004,30,3,recover_slow_segment,accept,recover_miss_high_confidence,13.32,0.2583,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_recover_writeback,
R8001_M8004:30:3:slow:slow_3,R8001_M8004,30,3,align_slow_segment,accept,slow_segment_aligned_for_reference,1.2800000000000011,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:3:slow:slow_4,R8001_M8004,30,3,align_slow_segment,accept,slow_segment_aligned_for_reference,0.35999999999999943,0.8681,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:3:slow:slow_5,R8001_M8004,30,3,recover_slow_segment,defer,recover_segment_too_short,0.23999999999999844,0.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,missing_patch_embedding,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_missing;voiceprint_status_missing_patch_embedding
R8001_M8004:30:3:slow:slow_6,R8001_M8004,30,3,align_slow_segment,accept,slow_segment_aligned_for_reference,0.5400000000000027,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:3:slow:slow_7,R8001_M8004,30,3,align_slow_segment,accept,slow_segment_aligned_for_reference,0.2799999999999976,1.0,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:3:slow:slow_8,R8001_M8004,30,3,align_slow_segment,accept,slow_segment_aligned_for_reference,0.6999999999999993,0.9393,fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:fast:fast_0,R8001_M8004,30,4,keep_fast_supported,accept,fast_segment_cross_model_supported,2.2399999999999998,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:4:fast:fast_1,R8001_M8004,30,4,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,5.440000000000001,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:4:slow:slow_0,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,2.3199999999999994,0.9655,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_1,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,4.12,0.5437,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_2,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,1.08,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_3,R8001_M8004,30,4,recover_slow_segment,accept,recover_miss_high_confidence,7.620000000000001,0.0036,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_recover_writeback,
R8001_M8004:30:4:slow:slow_4,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.019999999999999574,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:4:slow:slow_5,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.120000000000001,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,medium,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_medium
R8001_M8004:30:4:slow:slow_6,R8001_M8004,30,4,recover_slow_segment,accept,recover_miss_high_confidence,1.9000000000000021,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_recover_writeback,
R8001_M8004:30:4:slow:slow_7,R8001_M8004,30,4,recover_slow_segment,accept,recover_miss_high_confidence,3.139999999999997,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_recover_writeback,
R8001_M8004:30:4:slow:slow_8,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.4400000000000013,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:4:slow:slow_9,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.16000000000000014,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:4:slow:slow_10,R8001_M8004,30,4,recover_slow_segment,accept,recover_miss_high_confidence,11.900000000000002,0.1876,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_recover_writeback,
R8001_M8004:30:4:slow:slow_11,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.3400000000000034,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:4:slow:slow_12,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.33999999999999986,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:4:slow:slow_13,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.3200000000000003,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,medium,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_medium
R8001_M8004:30:4:slow:slow_14,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.5,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:4:slow:slow_15,R8001_M8004,30,4,recover_slow_segment,defer,recover_segment_too_short,0.33999999999999986,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,low,ok,llm_defer_review,abnormal_flags;short_duration;low_cross_model_support;voiceprint_low
R8001_M8004:30:4:slow:slow_16,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,7.280000000000001,0.7473,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_17,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,0.379999999999999,0.7171,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_18,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,0.9600000000000009,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_19,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,0.379999999999999,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_20,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,0.23999999999999844,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_21,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,1.0599999999999987,0.9316,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_22,R8001_M8004,30,4,align_slow_segment,accept,slow_segment_aligned_for_reference,0.9400000000000013,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_reference_only,slow_reference_segment
R8001_M8004:30:4:slow:slow_23,R8001_M8004,30,4,recover_slow_segment,accept,recover_miss_high_confidence,0.6000000000000014,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch;slow_speaker_count_mismatch,missing,,rule_recover_writeback,
R8001_M8004:30:5:fast:fast_0,R8001_M8004,30,5,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,0.6399999999999997,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:5:fast:fast_1,R8001_M8004,30,5,boundary_fix_or_relabel,accept,slow_supports_fast_with_boundary_or_label_update,2.719999999999999,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:5:fast:fast_2,R8001_M8004,30,5,keep_fast_supported,accept,fast_segment_cross_model_supported,6.640000000000001,1.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch,missing,,rule_accept_needs_review,abnormal_flags
R8001_M8004:30:5:slow:slow_0,R8001_M8004,30,5,recover_slow_segment,accept,recover_miss_high_confidence,4.68,0.0,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch,missing,,rule_recover_writeback,
R8001_M8004:30:5:slow:slow_1,R8001_M8004,30,5,recover_slow_segment,accept,recover_miss_high_confidence,7.279999999999999,0.0879,fast_high_miss;fast_pred_speech_too_short;fast_speaker_count_mismatch,missing,,rule_recover_writeback,
