beats_slow,choice_counts,delta_vs_fast,delta_vs_fast_pp,delta_vs_slow,delta_vs_slow_pp,fallback_blocked_by_speaker_count,false_variant,fast_der,feature,final_der,op,policy_id,policy_kind,slow_der,threshold,true_variant,windows
True,"{'slow_base': 117, 'rule_recover_policy_sweep_best': 3}",0.11800833333333308,11.800833333333308,0.0011799999999999866,0.11799999999999866,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.1676291666666667,>=,if_audio_max_speech_ratio_>=_0.6387_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,0.6387,rule_recover_policy_sweep_best,120
True,"{'slow_base': 117, 'rule_recover_uncovered_only': 3}",0.11800833333333308,11.800833333333308,0.0011799999999999866,0.11799999999999866,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.1676291666666667,>=,if_audio_max_speech_ratio_>=_0.6387_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,0.6387,rule_recover_uncovered_only,120
True,"{'slow_base': 117, 'rule_recover_policy_sweep_best': 3}",0.11800833333333308,11.800833333333308,0.0011799999999999866,0.11799999999999866,,slow_base,0.28563749999999977,audio_max_speech_sec,0.1676291666666667,>=,if_audio_max_speech_sec_>=_19.16_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,19.16,rule_recover_policy_sweep_best,120
True,"{'slow_base': 117, 'rule_recover_uncovered_only': 3}",0.11800833333333308,11.800833333333308,0.0011799999999999866,0.11799999999999866,,slow_base,0.28563749999999977,audio_max_speech_sec,0.1676291666666667,>=,if_audio_max_speech_sec_>=_19.16_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,19.16,rule_recover_uncovered_only,120
True,"{'slow_base': 111, 'rule_recover_matched_label': 9}",0.11792916666666645,11.792916666666645,0.0011008333333333564,0.11008333333333564,,slow_base,0.28563749999999977,slow_segments,0.16770833333333332,<=,if_slow_segments_<=_5.5_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,5.5,rule_recover_matched_label,120
True,"{'slow_base': 111, 'rule_recover_matched_label': 9}",0.11792916666666645,11.792916666666645,0.0011008333333333564,0.11008333333333564,,slow_base,0.28563749999999977,slow_segments,0.16770833333333332,<=,if_slow_segments_<=_5_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,5.0,rule_recover_matched_label,120
True,"{'slow_base': 111, 'rule_recover_policy_sweep_best': 9}",0.11787749999999977,11.787749999999978,0.0010491666666666843,0.10491666666666843,,slow_base,0.28563749999999977,slow_segments,0.16776,<=,if_slow_segments_<=_5.5_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,5.5,rule_recover_policy_sweep_best,120
True,"{'slow_base': 111, 'rule_recover_uncovered_only': 9}",0.11787749999999977,11.787749999999978,0.0010491666666666843,0.10491666666666843,,slow_base,0.28563749999999977,slow_segments,0.16776,<=,if_slow_segments_<=_5.5_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,5.5,rule_recover_uncovered_only,120
True,"{'slow_base': 111, 'rule_recover_policy_sweep_best': 9}",0.11787749999999977,11.787749999999978,0.0010491666666666843,0.10491666666666843,,slow_base,0.28563749999999977,slow_segments,0.16776,<=,if_slow_segments_<=_5_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,5.0,rule_recover_policy_sweep_best,120
True,"{'slow_base': 111, 'rule_recover_uncovered_only': 9}",0.11787749999999977,11.787749999999978,0.0010491666666666843,0.10491666666666843,,slow_base,0.28563749999999977,slow_segments,0.16776,<=,if_slow_segments_<=_5_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,5.0,rule_recover_uncovered_only,120
True,"{'slow_base': 117, 'rule_recover_matched_label': 3}",0.11770833333333308,11.770833333333307,0.0008799999999999919,0.08799999999999919,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.16792916666666668,>=,if_audio_max_speech_ratio_>=_0.6387_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,0.6387,rule_recover_matched_label,120
True,"{'slow_base': 117, 'rule_recover_matched_label': 3}",0.11770833333333308,11.770833333333307,0.0008799999999999919,0.08799999999999919,,slow_base,0.28563749999999977,audio_max_speech_sec,0.16792916666666668,>=,if_audio_max_speech_sec_>=_19.16_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,19.16,rule_recover_matched_label,120
True,"{'slow_base': 117, 'fast_base': 3}",0.11770583333333309,11.77058333333331,0.0008775000000000033,0.08775000000000033,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.16793166666666667,>=,if_audio_max_speech_ratio_>=_0.6387_then_fast_base_else_slow_base,stump,0.16880916666666668,0.6387,fast_base,120
True,"{'slow_base': 117, 'fast_base': 3}",0.11770583333333309,11.77058333333331,0.0008775000000000033,0.08775000000000033,,slow_base,0.28563749999999977,audio_max_speech_sec,0.16793166666666667,>=,if_audio_max_speech_sec_>=_19.16_then_fast_base_else_slow_base,stump,0.16880916666666668,19.16,fast_base,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_channel_activity_mean,0.16810083333333334,>=,if_audio_channel_activity_mean_>=_4.5007_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,4.5007,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_channel_activity_mean,0.16810083333333334,>=,if_audio_channel_activity_mean_>=_4.5007_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,4.5007,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_channel_activity_mean,0.16810083333333334,>=,if_audio_channel_activity_mean_>=_4.5007_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,4.5007,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_channel_activity_ratio,0.16810083333333334,>=,if_audio_channel_activity_ratio_>=_0.5626_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,0.5626,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_channel_activity_ratio,0.16810083333333334,>=,if_audio_channel_activity_ratio_>=_0.5626_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,0.5626,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_channel_activity_ratio,0.16810083333333334,>=,if_audio_channel_activity_ratio_>=_0.5626_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,0.5626,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.16810083333333334,>=,if_audio_max_speech_ratio_>=_0.6843_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,0.6843,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.16810083333333334,>=,if_audio_max_speech_ratio_>=_0.6843_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,0.6843,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.16810083333333334,>=,if_audio_max_speech_ratio_>=_0.6843_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,0.6843,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_max_speech_sec,0.16810083333333334,>=,if_audio_max_speech_sec_>=_20.53_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,20.53,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_max_speech_sec,0.16810083333333334,>=,if_audio_max_speech_sec_>=_20.53_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,20.53,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_max_speech_sec,0.16810083333333334,>=,if_audio_max_speech_sec_>=_20.53_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,20.53,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_speech_ratio,0.16810083333333334,>=,if_audio_speech_ratio_>=_0.6603_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,0.6603,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_speech_ratio,0.16810083333333334,>=,if_audio_speech_ratio_>=_0.6603_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,0.6603,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_speech_ratio,0.16810083333333334,>=,if_audio_speech_ratio_>=_0.6603_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,0.6603,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_speech_sec,0.16810083333333334,>=,if_audio_speech_sec_>=_19.81_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,19.81,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_speech_sec,0.16810083333333334,>=,if_audio_speech_sec_>=_19.81_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,19.81,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,audio_speech_sec,0.16810083333333334,>=,if_audio_speech_sec_>=_19.81_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,19.81,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16810083333333334,<=,if_slow_audio_speech_ratio_<=_1.63352_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,1.6335184250378598,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16810083333333334,<=,if_slow_audio_speech_ratio_<=_1.63352_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,1.6335184250378598,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11753666666666643,11.753666666666643,0.0007083333333333386,0.07083333333333386,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16810083333333334,<=,if_slow_audio_speech_ratio_<=_1.63352_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,1.6335184250378598,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'fast_base': 1}",0.1173208333333331,11.73208333333331,0.0004925000000000068,0.04925000000000068,,slow_base,0.28563749999999977,audio_channel_activity_mean,0.16831666666666667,>=,if_audio_channel_activity_mean_>=_4.5007_then_fast_base_else_slow_base,stump,0.16880916666666668,4.5007,fast_base,120
True,"{'slow_base': 119, 'fast_base': 1}",0.1173208333333331,11.73208333333331,0.0004925000000000068,0.04925000000000068,,slow_base,0.28563749999999977,audio_channel_activity_ratio,0.16831666666666667,>=,if_audio_channel_activity_ratio_>=_0.5626_then_fast_base_else_slow_base,stump,0.16880916666666668,0.5626,fast_base,120
True,"{'slow_base': 119, 'fast_base': 1}",0.1173208333333331,11.73208333333331,0.0004925000000000068,0.04925000000000068,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.16831666666666667,>=,if_audio_max_speech_ratio_>=_0.6843_then_fast_base_else_slow_base,stump,0.16880916666666668,0.6843,fast_base,120
True,"{'slow_base': 119, 'fast_base': 1}",0.1173208333333331,11.73208333333331,0.0004925000000000068,0.04925000000000068,,slow_base,0.28563749999999977,audio_max_speech_sec,0.16831666666666667,>=,if_audio_max_speech_sec_>=_20.53_then_fast_base_else_slow_base,stump,0.16880916666666668,20.53,fast_base,120
True,"{'slow_base': 119, 'fast_base': 1}",0.1173208333333331,11.73208333333331,0.0004925000000000068,0.04925000000000068,,slow_base,0.28563749999999977,audio_speech_ratio,0.16831666666666667,>=,if_audio_speech_ratio_>=_0.6603_then_fast_base_else_slow_base,stump,0.16880916666666668,0.6603,fast_base,120
True,"{'slow_base': 119, 'fast_base': 1}",0.1173208333333331,11.73208333333331,0.0004925000000000068,0.04925000000000068,,slow_base,0.28563749999999977,audio_speech_sec,0.16831666666666667,>=,if_audio_speech_sec_>=_19.81_then_fast_base_else_slow_base,stump,0.16880916666666668,19.81,fast_base,120
True,"{'slow_base': 119, 'fast_base': 1}",0.1173208333333331,11.73208333333331,0.0004925000000000068,0.04925000000000068,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16831666666666667,<=,if_slow_audio_speech_ratio_<=_1.63352_then_fast_base_else_slow_base,stump,0.16880916666666668,1.6335184250378598,fast_base,120
True,"{'slow_base': 118, 'rule_recover_matched_label': 2}",0.1172791666666664,11.72791666666664,0.000450833333333317,0.0450833333333317,,slow_base,0.28563749999999977,audio_speech_ratio,0.16835833333333336,>=,if_audio_speech_ratio_>=_0.58_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,0.58,rule_recover_matched_label,120
True,"{'slow_base': 118, 'rule_recover_policy_sweep_best': 2}",0.1172791666666664,11.72791666666664,0.000450833333333317,0.0450833333333317,,slow_base,0.28563749999999977,audio_speech_ratio,0.16835833333333336,>=,if_audio_speech_ratio_>=_0.58_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,0.58,rule_recover_policy_sweep_best,120
True,"{'slow_base': 118, 'rule_recover_uncovered_only': 2}",0.1172791666666664,11.72791666666664,0.000450833333333317,0.0450833333333317,,slow_base,0.28563749999999977,audio_speech_ratio,0.16835833333333336,>=,if_audio_speech_ratio_>=_0.58_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,0.58,rule_recover_uncovered_only,120
True,"{'slow_base': 118, 'rule_recover_matched_label': 2}",0.1172791666666664,11.72791666666664,0.000450833333333317,0.0450833333333317,,slow_base,0.28563749999999977,audio_speech_sec,0.16835833333333336,>=,if_audio_speech_sec_>=_17.4_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,17.4,rule_recover_matched_label,120
True,"{'slow_base': 118, 'rule_recover_policy_sweep_best': 2}",0.1172791666666664,11.72791666666664,0.000450833333333317,0.0450833333333317,,slow_base,0.28563749999999977,audio_speech_sec,0.16835833333333336,>=,if_audio_speech_sec_>=_17.4_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,17.4,rule_recover_policy_sweep_best,120
True,"{'slow_base': 118, 'rule_recover_uncovered_only': 2}",0.1172791666666664,11.72791666666664,0.000450833333333317,0.0450833333333317,,slow_base,0.28563749999999977,audio_speech_sec,0.16835833333333336,>=,if_audio_speech_sec_>=_17.4_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,17.4,rule_recover_uncovered_only,120
True,"{'slow_base': 118, 'fast_base': 2}",0.11706333333333308,11.706333333333308,0.00023499999999998522,0.023499999999998522,,slow_base,0.28563749999999977,audio_speech_ratio,0.1685741666666667,>=,if_audio_speech_ratio_>=_0.58_then_fast_base_else_slow_base,stump,0.16880916666666668,0.58,fast_base,120
True,"{'slow_base': 118, 'fast_base': 2}",0.11706333333333308,11.706333333333308,0.00023499999999998522,0.023499999999998522,,slow_base,0.28563749999999977,audio_speech_sec,0.1685741666666667,>=,if_audio_speech_sec_>=_17.4_then_fast_base_else_slow_base,stump,0.16880916666666668,17.4,fast_base,120
True,"{'slow_base': 118, 'rule_recover_matched_label': 2}",0.11700083333333311,11.70008333333331,0.00017250000000001986,0.017250000000001986,,slow_base,0.28563749999999977,slow_segments,0.16863666666666666,<=,if_slow_segments_<=_3.5_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,3.5,rule_recover_matched_label,120
True,"{'slow_base': 118, 'rule_recover_policy_sweep_best': 2}",0.11700083333333311,11.70008333333331,0.00017250000000001986,0.017250000000001986,,slow_base,0.28563749999999977,slow_segments,0.16863666666666666,<=,if_slow_segments_<=_3.5_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,3.5,rule_recover_policy_sweep_best,120
True,"{'slow_base': 118, 'rule_recover_uncovered_only': 2}",0.11700083333333311,11.70008333333331,0.00017250000000001986,0.017250000000001986,,slow_base,0.28563749999999977,slow_segments,0.16863666666666666,<=,if_slow_segments_<=_3.5_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,3.5,rule_recover_uncovered_only,120
True,"{'slow_base': 118, 'rule_recover_matched_label': 2}",0.11700083333333311,11.70008333333331,0.00017250000000001986,0.017250000000001986,,slow_base,0.28563749999999977,slow_segments,0.16863666666666666,<=,if_slow_segments_<=_3_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,3.0,rule_recover_matched_label,120
True,"{'slow_base': 118, 'rule_recover_policy_sweep_best': 2}",0.11700083333333311,11.70008333333331,0.00017250000000001986,0.017250000000001986,,slow_base,0.28563749999999977,slow_segments,0.16863666666666666,<=,if_slow_segments_<=_3_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,3.0,rule_recover_policy_sweep_best,120
True,"{'slow_base': 118, 'rule_recover_uncovered_only': 2}",0.11700083333333311,11.70008333333331,0.00017250000000001986,0.017250000000001986,,slow_base,0.28563749999999977,slow_segments,0.16863666666666666,<=,if_slow_segments_<=_3_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,3.0,rule_recover_uncovered_only,120
True,"{'slow_base': 116, 'rule_recover_policy_sweep_best': 4}",0.11699083333333307,11.699083333333308,0.0001624999999999821,0.01624999999999821,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.1686466666666667,>=,if_audio_max_speech_ratio_>=_0.6353_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,0.6353,rule_recover_policy_sweep_best,120
True,"{'slow_base': 116, 'rule_recover_uncovered_only': 4}",0.11699083333333307,11.699083333333308,0.0001624999999999821,0.01624999999999821,,slow_base,0.28563749999999977,audio_max_speech_ratio,0.1686466666666667,>=,if_audio_max_speech_ratio_>=_0.6353_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,0.6353,rule_recover_uncovered_only,120
True,"{'slow_base': 116, 'rule_recover_policy_sweep_best': 4}",0.11699083333333307,11.699083333333308,0.0001624999999999821,0.01624999999999821,,slow_base,0.28563749999999977,audio_max_speech_sec,0.1686466666666667,>=,if_audio_max_speech_sec_>=_19.06_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,19.06,rule_recover_policy_sweep_best,120
True,"{'slow_base': 116, 'rule_recover_uncovered_only': 4}",0.11699083333333307,11.699083333333308,0.0001624999999999821,0.01624999999999821,,slow_base,0.28563749999999977,audio_max_speech_sec,0.1686466666666667,>=,if_audio_max_speech_sec_>=_19.06_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,19.06,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,audio_mean_db,0.16866333333333333,<=,if_audio_mean_db_<=_-55.2612_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,-55.2612,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,audio_mean_db,0.16866333333333333,<=,if_audio_mean_db_<=_-55.2612_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,-55.2612,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,audio_mean_db,0.16866333333333333,<=,if_audio_mean_db_<=_-55.2612_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,-55.2612,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,slow_segments,0.16866333333333333,<=,if_slow_segments_<=_2.5_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,2.5,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,slow_segments,0.16866333333333333,<=,if_slow_segments_<=_2.5_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,2.5,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,slow_segments,0.16866333333333333,<=,if_slow_segments_<=_2.5_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,2.5,rule_recover_uncovered_only,120
True,"{'slow_base': 119, 'rule_recover_matched_label': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,slow_segments,0.16866333333333333,<=,if_slow_segments_<=_2_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,2.0,rule_recover_matched_label,120
True,"{'slow_base': 119, 'rule_recover_policy_sweep_best': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,slow_segments,0.16866333333333333,<=,if_slow_segments_<=_2_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,2.0,rule_recover_policy_sweep_best,120
True,"{'slow_base': 119, 'rule_recover_uncovered_only': 1}",0.11697416666666643,11.697416666666644,0.00014583333333334503,0.014583333333334503,,slow_base,0.28563749999999977,slow_segments,0.16866333333333333,<=,if_slow_segments_<=_2_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,2.0,rule_recover_uncovered_only,120
