avg_conf_rate,avg_der,avg_fa_rate,avg_miss_rate,avg_pred_segments,avg_pred_speech_sec,beats_slow,counters,delta_vs_slow,delta_vs_slow_pp,policy,policy_id,success_windows,windows
0.05037916666666669,0.17163750000000003,0.06775249999999997,0.05351166666666667,10.908333333333333,34.561645833333344,False,"{'dropped_speaker_tracks': 25, 'dropped_segments': 45, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0028283333333333494,-0.28283333333333494,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.05, ""min_track_total_sec"": 1.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec1p0__min_track_fast_overlap_ratio0p05__require_remaining_speakers1,120,120
0.05027250000000002,0.17229666666666668,0.06717749999999997,0.054850833333333335,10.791666666666666,34.494979166666674,False,"{'dropped_speaker_tracks': 30, 'dropped_segments': 59, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0034875000000000045,-0.34875000000000045,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.05, ""min_track_total_sec"": 2.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec2p0__min_track_fast_overlap_ratio0p05__require_remaining_speakers1,120,120
0.04995000000000003,0.1744275,0.06817249999999996,0.056302500000000005,11.108333333333333,34.48404166666668,False,"{'dropped_speaker_tracks': 7, 'dropped_segments': 21, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.005618333333333336,-0.5618333333333336,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.1, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_fast_overlap_ratio0p1__require_remaining_speakers1,120,120
0.05006333333333336,0.17448750000000002,0.06787249999999997,0.05655416666666667,11.041666666666666,34.4638125,False,"{'dropped_speaker_tracks': 15, 'dropped_segments': 29, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.005678333333333341,-0.5678333333333341,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.1, ""min_track_total_sec"": 0.5, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec0p5__min_track_fast_overlap_ratio0p1__require_remaining_speakers1,120,120
0.050425833333333364,0.1752041666666667,0.06719999999999998,0.05758333333333334,10.866666666666667,34.40181250000001,False,"{'dropped_speaker_tracks': 26, 'dropped_segments': 50, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.006395000000000012,-0.6395000000000012,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.1, ""min_track_total_sec"": 1.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec1p0__min_track_fast_overlap_ratio0p1__require_remaining_speakers1,120,120
0.050319166666666686,0.17586333333333334,0.06662499999999999,0.0589225,10.75,34.33514583333335,False,"{'dropped_speaker_tracks': 31, 'dropped_segments': 64, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.007054166666666667,-0.7054166666666667,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.1, ""min_track_total_sec"": 2.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec2p0__min_track_fast_overlap_ratio0p1__require_remaining_speakers1,120,120
0.05081833333333336,0.20635083333333337,0.0669925,0.08854083333333336,11.0,33.483500000000014,False,"{'dropped_speaker_tracks': 34, 'dropped_segments': 34, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.037541666666666695,-3.7541666666666695,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 2, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_segments2__require_remaining_speakers1,120,120
0.05081833333333336,0.20635083333333337,0.0669925,0.08854083333333336,11.0,33.483500000000014,False,"{'dropped_speaker_tracks': 34, 'dropped_segments': 34, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.037541666666666695,-3.7541666666666695,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 2, ""min_track_total_sec"": 0.5, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec0p5__min_track_segments2__require_remaining_speakers1,120,120
0.05099083333333335,0.20657083333333334,0.06663916666666667,0.08894333333333337,10.866666666666667,33.45383333333334,False,"{'dropped_speaker_tracks': 40, 'dropped_segments': 50, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.037761666666666666,-3.7761666666666667,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 2, ""min_track_total_sec"": 1.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec1p0__min_track_segments2__require_remaining_speakers1,120,120
0.05078333333333336,0.2071091666666667,0.06622833333333333,0.09010000000000003,10.758333333333333,33.39950000000001,False,"{'dropped_speaker_tracks': 44, 'dropped_segments': 63, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.03830000000000003,-3.8300000000000027,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 2, ""min_track_total_sec"": 2.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec2p0__min_track_segments2__require_remaining_speakers1,120,120
0.049788333333333344,0.272565,0.03465083333333332,0.18813000000000007,10.35,29.872562500000015,False,"{'dropped_speaker_tracks': 73, 'dropped_segments': 112, 'blocked_min_remaining_speakers': 1, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.10375583333333332,-10.375583333333333,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 3, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_segments3__require_remaining_speakers1,120,120
0.049788333333333344,0.272565,0.03465083333333332,0.18813000000000007,10.35,29.872562500000015,False,"{'dropped_speaker_tracks': 73, 'dropped_segments': 112, 'blocked_min_remaining_speakers': 1, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.10375583333333332,-10.375583333333333,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 3, ""min_track_total_sec"": 0.5, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec0p5__min_track_segments3__require_remaining_speakers1,120,120
0.04974833333333333,0.27260083333333335,0.03454749999999999,0.18830916666666672,10.283333333333333,29.86289583333335,False,"{'dropped_speaker_tracks': 75, 'dropped_segments': 120, 'blocked_min_remaining_speakers': 1, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.10379166666666667,-10.379166666666666,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 3, ""min_track_total_sec"": 1.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec1p0__min_track_segments3__require_remaining_speakers1,120,120
0.04965,0.2729966666666667,0.03413833333333333,0.18921250000000006,10.191666666666666,29.81739583333335,False,"{'dropped_speaker_tracks': 78, 'dropped_segments': 131, 'blocked_min_remaining_speakers': 1, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.10418750000000004,-10.418750000000005,"{""base"": ""speaker_track_filter"", ""min_track_segments"": 3, ""min_track_total_sec"": 2.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec2p0__min_track_segments3__require_remaining_speakers1,120,120
0.03198083333333334,0.28563749999999977,0.05408166666666665,0.19956583333333353,10.883333333333333,28.303416666666674,False,"{'fast_base': 120, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.11682833333333309,-11.68283333333331,"{""base"": ""fast""}",fast,120,120
