policy_id,recording_id,window_size,segment_idx,collar,pred_signature,success,der,miss_rate,fa_rate,conf_rate,pred_segments,pred_speech_sec
slow,R8001_M8004,30,14,0.000000,1334ea4204251cb296a1bf04dfa6a189c4c35099,True,0.1409,0.0699,0.0367,0.0343,13,37.64750000000001
slow,R8003_M8001,30,0,0.000000,7f7073117ff9d83ebc5f6c175d297a06ab870c68,True,0.1029,0.041,0.0287,0.0331,11,32.2675
slow,R8003_M8001,30,1,0.000000,62abd24d602b91d0692a447ea1a8afc45d78330e,True,0.0272,0.0151,0.0121,0.0,6,31.207500000000003
slow,R8003_M8001,30,2,0.000000,5e19b4db11663e2fff724a8261bfe4a1ee73e949,True,0.0838,0.0461,0.0271,0.0106,12,40.307500000000005
slow,R8003_M8001,30,3,0.000000,55913518419ce784a719a71612fec86e554476c6,True,0.0279,0.0036,0.0167,0.0076,10,31.140000000000004
slow,R8003_M8001,30,4,0.000000,87777fad612947ede96baf94a36710a8294481c8,True,0.1033,0.0246,0.0325,0.0462,12,38.67999999999999
slow,R8003_M8001,30,5,0.000000,df235968970b2a9b43602328baf628ff0bb59593,True,0.0739,0.0295,0.0444,0.0,12,30.587500000000002
slow,R8003_M8001,30,6,0.000000,76b7aef104938c92ffb8033dd4e9308f36ca90ff,True,0.0578,0.0406,0.0169,0.0002,7,30.587499999999995
slow,R8003_M8001,30,7,0.000000,5b25ea1d8cc13d33486d6305f32aae8f0b75b5b1,True,0.1496,0.0971,0.0246,0.0279,9,32.535
slow,R8003_M8001,30,8,0.000000,422aabfa18b9e6a2922942c5027f59ac7377e64d,True,0.361,0.073,0.1141,0.1739,19,41.5475
slow,R8003_M8001,30,9,0.000000,4d13e8ed99315a038bf42bebe12d6255ea5a3704,True,3.5949,0.006,3.3484,0.2404,5,28.9875
slow,R8003_M8001,30,10,0.000000,2f0819d37f5346903441e6c3626fd3f245cf0f8e,True,0.1407,0.0584,0.0472,0.035,15,39.167500000000004
slow,R8003_M8001,30,11,0.000000,988fc917221807fb2c8d0b1a3c4fc14b82f6de48,True,0.1502,0.067,0.042,0.0413,11,33.72749999999999
slow,R8003_M8001,30,12,0.000000,e017d095f8a7676fbe2bdd5ac09bf7a66c116a52,True,0.0683,0.0223,0.0459,0.0,8,29.827500000000004
slow,R8003_M8001,30,13,0.000000,271c814b43abc56f691193f3986c6c4cc759f94b,True,0.2382,0.0407,0.0622,0.1352,11,34.12749999999998
slow,R8003_M8001,30,14,0.000000,a3481ee96ea85f73656257cd6a171c208b5d7821,True,0.5534,0.0431,0.5103,0.0,7,30.34
slow,R8007_M8010,30,0,0.000000,adc13f7834eb95c831b9a9c246f27be17ca2dc72,True,0.1852,0.0588,0.0441,0.0823,23,51.035000000000025
slow,R8007_M8010,30,1,0.000000,bf911df7f7a1fd534b18c2bb0deed3148275fb89,True,0.2874,0.0726,0.0404,0.1744,24,50.8475
slow,R8007_M8010,30,2,0.000000,7c51277197365679cfee3839a5b833a4eb4f487e,True,0.2507,0.0945,0.0345,0.1217,19,47.9675
slow,R8007_M8010,30,3,0.000000,17881f9eb68161b31b45edbf1703b1f51aa7bc24,True,0.2989,0.151,0.0622,0.0857,19,49.63500000000001
slow,R8007_M8010,30,4,0.000000,36f02bb89e6a5cd8ff5ddae19f964827186ac943,True,0.2431,0.1274,0.0229,0.0927,20,50.84750000000001
slow,R8007_M8010,30,5,0.000000,37e47ac23290530c9194dbef8a68b30adecce51e,True,0.2825,0.1757,0.0344,0.0724,18,50.7
slow,R8007_M8010,30,6,0.000000,6fec0ba3e11ce527ec09185db2497d1b8a9151ed,True,0.1525,0.0579,0.0525,0.0421,23,57.42750000000001
slow,R8007_M8010,30,7,0.000000,74fb80e8d37e30c9aef720f938fb73ae6be47001,True,0.2928,0.1453,0.0194,0.1281,13,60.207499999999996
slow,R8007_M8010,30,8,0.000000,0b6553d8ac8e5c31f8db58c2d7b6a0208004c9f1,True,0.1964,0.0896,0.0602,0.0465,21,53.20749999999999
slow,R8007_M8010,30,9,0.000000,0aca5dc6dcedaddd3163c90be50590f525e1d852,True,0.2386,0.1191,0.0129,0.1066,15,45.635
slow,R8007_M8010,30,10,0.000000,5886729ba03796f0e3763038f4dbe0adffa25221,True,0.271,0.102,0.0224,0.1466,13,47.7475
slow,R8007_M8010,30,11,0.000000,9e3aed728afee935f344f5202b11ae094498e416,True,0.1468,0.0432,0.0478,0.0558,19,45.275000000000006
slow,R8007_M8010,30,12,0.000000,f57e380d9e5979137e98b8272a48775dbc5382f7,True,0.1915,0.0973,0.0247,0.0695,19,48.2
slow,R8007_M8010,30,13,0.000000,02800dafdf6a2b2ae74df120a9158dbb281bd6d1,True,0.2509,0.1251,0.0623,0.0635,14,42.935
slow,R8007_M8010,30,14,0.000000,2426ed35196c3f37e477317ab5ff72ad99b4510e,True,0.369,0.0814,0.0484,0.2392,16,51.455000000000005
slow,R8007_M8011,30,0,0.000000,81c03c0bd09d1a8556f1d307d4436666d04e8ab0,True,0.0324,0.0144,0.018,0.0,3,27.8275
slow,R8007_M8011,30,1,0.000000,67861d3d9cf5a19d9ec863301d58d1cde6984631,True,0.0897,0.0129,0.0379,0.039,14,35.4875
slow,R8007_M8011,30,2,0.000000,f4382551960cbb2381ba24b1be11a588fcb333d5,True,0.133,0.0668,0.0248,0.0413,13,38.2075
slow,R8007_M8011,30,3,0.000000,5f84fb43aa8c78d792a2131999c6f1b171834be9,True,0.1798,0.0171,0.0353,0.1274,7,37.36750000000001
slow,R8007_M8011,30,4,0.000000,775288ed0a30e7055d9bab9111f35d277e956989,True,0.2536,0.0505,0.0364,0.1667,15,35.30749999999999
slow,R8007_M8011,30,5,0.000000,88e0ecad8d17d392aedcc853c508b4ef10306931,True,0.0215,0.0098,0.0117,0.0,9,36.287499999999994
slow,R8007_M8011,30,6,0.000000,e24c8f915efacb9adb8ee2455a605f6446868afb,True,0.1598,0.0187,0.0487,0.0924,9,36.587500000000006
slow,R8007_M8011,30,7,0.000000,5f567a25392c67d8c105065081f8171cb048d2c5,True,0.198,0.0272,0.0271,0.1437,13,40.17999999999999
slow,R8007_M8011,30,8,0.000000,2899b522114fd89115a8314d8aa83a1826aae7af,True,0.4266,0.035,0.0792,0.3124,12,32.307500000000005
slow,R8007_M8011,30,9,0.000000,bfaaf2ffe1d3581224dee7d706cb515cc3398bea,True,0.1406,0.0216,0.0363,0.0827,12,39.7475
slow,R8007_M8011,30,10,0.000000,7647f2885d2013d0fd382bdbf9ac221a4e425e02,True,0.2697,0.0335,0.0401,0.1961,17,37.440000000000005
slow,R8007_M8011,30,11,0.000000,9ca7353eb4bc8e887049d7dd0409ed1e550e71ed,True,0.1851,0.02,0.0281,0.137,14,37.280000000000015
slow,R8007_M8011,30,12,0.000000,07833c8573e0c68d56700f85206b467bdece5db0,True,0.1351,0.0296,0.0394,0.0661,12,36.50750000000001
slow,R8007_M8011,30,13,0.000000,7c68854d502e3fac2270e1a20d083aa6035256b9,True,0.1715,0.0202,0.0441,0.1071,11,36.39999999999999
slow,R8007_M8011,30,14,0.000000,730fe83215fac9efea306e3848ec20ffa703cc95,True,0.074,0.0044,0.019,0.0506,6,38.8275
slow,R8008_M8013,30,0,0.000000,a721e808afe5656ef4600cf117e173d5d5a942b0,True,0.0368,0.0047,0.0289,0.0032,8,30.787499999999998
slow,R8008_M8013,30,1,0.000000,3aa81893ed0a4e735aadfadfac5979dd3128f825,True,0.0773,0.005,0.0723,0.0,9,31.66
slow,R8008_M8013,30,2,0.000000,2056239613167edaa86142b013f0ebe669b3c0b1,True,0.2264,0.0248,0.0309,0.1706,10,27.6675
slow,R8008_M8013,30,3,0.000000,e3032279843e5192e3b837662e9cab4675b1bc79,True,0.1117,0.0167,0.0669,0.0281,8,30.3275
slow,R8008_M8013,30,4,0.000000,c9286a606832e3d5da374e7e18ca94cae93fc8d2,True,0.2039,0.0266,0.0311,0.1462,8,30.7275
slow,R8008_M8013,30,5,0.000000,15d40ff07273b718d1489e1b13c6289f2ca97560,True,0.1516,0.0636,0.0229,0.065,16,38.0075
slow,R8008_M8013,30,6,0.000000,28e1a14a4fcad95aea69b16e1297694e1e2eb71f,True,0.2471,0.0263,0.0639,0.157,22,34.707499999999996
slow,R8008_M8013,30,7,0.000000,1be925508d94ce9ce25de4eb26a27a0f8f4a7d33,True,0.159,0.0455,0.1063,0.0072,16,36.67499999999999
slow,R8008_M8013,30,8,0.000000,33c8627a9b190c44006a4f49a5f6a3c928f44daf,True,0.3288,0.0415,0.1317,0.1556,24,33.4475
slow,R8008_M8013,30,9,0.000000,72b9d9fa6da2151b057443751aec6c339ff89aa7,True,0.1044,0.0167,0.0751,0.0126,12,32.1675
slow,R8008_M8013,30,10,0.000000,523ad8528f3312a1ff5703ee389cc27e3709ec22,True,0.2261,0.1092,0.0953,0.0216,11,24.3275
slow,R8008_M8013,30,11,0.000000,c88185fab55c02455604cc63b153bc05bfa10aa1,True,0.1771,0.0085,0.1132,0.0554,10,31.567500000000003
slow,R8008_M8013,30,12,0.000000,26e0427fa60e100a6cf884c06b398f98377b6f70,True,0.1399,0.0816,0.0308,0.0275,8,34.295
slow,R8008_M8013,30,13,0.000000,3c61fc2eaff4ba6f585a5b0d0d2fa25ff8f60852,True,0.2109,0.0463,0.1264,0.0382,19,35.0475
slow,R8008_M8013,30,14,0.000000,eed58ba0bd39d326f2e3f79ee8ca935e09d16733,True,0.0993,0.0683,0.0187,0.0124,7,30.867500000000003
slow,R8009_M8018,30,0,0.000000,cc2bf7647b8322d21e8ee5352675d025f29b3c07,True,0.0875,0.0559,0.0316,0.0,8,29.8275
slow,R8009_M8018,30,1,0.000000,002b12682c39e8d7ae6b46ef9751fa8c5b7fcafe,True,0.0701,0.0371,0.0321,0.001,5,32.3475
slow,R8009_M8018,30,2,0.000000,b521c6cd1ce8c5509845296f16c19b5a15bbd629,True,0.043,0.0006,0.0424,0.0,6,26.167499999999997
slow,R8009_M8018,30,3,0.000000,dcbb03141d6e55f0ccbacc64c6bcba0ab02a343a,True,0.2049,0.0325,0.1119,0.0605,7,28.407499999999995
slow,R8009_M8018,30,4,0.000000,3498980151b7403fb0cc7fc4adc5d97320e3fe55,True,0.1004,0.0496,0.0508,0.0,5,24.580000000000002
slow,R8009_M8018,30,5,0.000000,4d54f8d00442d202448c3cc6f5ac028bc3c285aa,True,0.097,0.044,0.0508,0.0022,6,30.8475
slow,R8009_M8018,30,6,0.000000,002cb2c844e52ae35cb029277cf26a05bf97b708,True,0.0963,0.0326,0.0486,0.0151,5,31.047500000000003
slow,R8009_M8018,30,7,0.000000,3612193b5cd36b97bd905318a5c853b1758db00f,True,0.0939,0.051,0.032,0.0109,4,27.0275
slow,R8009_M8018,30,8,0.000000,05281ac682742d84c9903da68fb74e395752e5eb,True,0.1073,0.0552,0.0521,0.0,5,29.94750000000001
slow,R8009_M8018,30,9,0.000000,4d1bc583bcd8b1176c159c9e62f35c3295e10724,True,0.1193,0.0581,0.0314,0.0298,7,28.34
slow,R8009_M8018,30,10,0.000000,085e7f0c93c88f63bc486a1c2e920dbf35542200,True,0.1092,0.0437,0.0592,0.0063,7,32.027499999999996
slow,R8009_M8018,30,11,0.000000,91eb71591ed34517e2cd02b6ab4a963a07bffc9d,True,0.0795,0.0306,0.0489,0.0,8,32.55500000000001
slow,R8009_M8018,30,12,0.000000,4bd6839b81818329d3e6b43707120032ef549dcf,True,0.1657,0.0705,0.0838,0.0114,18,30.307499999999997
slow,R8009_M8018,30,13,0.000000,53a421992fa4eacf1a39380dd3252d24e6b62de9,True,0.0994,0.0245,0.0749,0.0,7,33.4675
slow,R8009_M8018,30,14,0.000000,73481c8878cdac3648e388a164529187334e9265,True,0.077,0.0101,0.0664,0.0005,7,28.9
slow,R8009_M8019,30,0,0.000000,f1311ee6f9ced66df39cbb50385af93076042fcd,True,0.0314,0.0225,0.009,0.0,9,27.76
slow,R8009_M8019,30,1,0.000000,e138494a2aba63155a0a24b3ef646197e84ec7ae,True,0.0535,0.034,0.0195,0.0,13,25.800000000000008
slow,R8009_M8019,30,2,0.000000,5f7a6ec59f0c810a0da658c27831964567767b5e,True,0.0623,0.0454,0.0169,0.0,8,32.1075
slow,R8009_M8019,30,3,0.000000,859c83c785305d9662fe8b9aefd9ab9910b36368,True,0.0422,0.0273,0.0149,0.0,7,28.647500000000004
slow,R8009_M8019,30,4,0.000000,bb37c55d9e226715e6f79c853a51fa330f0debcc,True,0.0798,0.0447,0.0351,0.0,8,24.859999999999992
slow,R8009_M8019,30,5,0.000000,34cef438c0dcf623aa46f42916e0f36fab61575d,True,0.0221,0.0112,0.0108,0.0,5,29.687499999999993
slow,R8009_M8019,30,6,0.000000,cebd9b097c108ca0c6a0737bdce8efbc6b49f638,True,0.0654,0.0579,0.0075,0.0,8,25.6
slow,R8009_M8019,30,7,0.000000,f975031719a9ba286ce0345d29250c34a71d4346,True,0.0875,0.0531,0.0344,0.0,8,25.100000000000005
slow,R8009_M8019,30,8,0.000000,019bb6c9413b04e59598b3268bfa021cfc6f665d,True,0.0592,0.0241,0.0351,0.0,6,36.1
slow,R8009_M8019,30,9,0.000000,ebb5db61de955b73b5e9668aba37db8eb4df8898,True,0.0952,0.0364,0.0588,0.0,9,35.847500000000004
slow,R8009_M8019,30,10,0.000000,42913ca43bb0d24801695eb70b1b8800d03bcbf9,True,0.0573,0.0256,0.0317,0.0,6,32.0875
slow,R8009_M8019,30,11,0.000000,bb9a116755ebdd02ff649ca4d9b4aca3f3734716,True,0.0659,0.0629,0.0017,0.0014,11,26.7675
slow,R8009_M8019,30,12,0.000000,1543770893b2641caf5fdfc6b443f33fb1e36471,True,0.0333,0.0314,0.002,0.0,2,28.7
slow,R8009_M8019,30,13,0.000000,1ed6aa83212dd27fda74bcebfb836461683ec4c9,True,0.0222,0.0137,0.0085,0.0,9,24.959999999999997
slow,R8009_M8019,30,14,0.000000,9f3c721b110216321b5fe0c6f5f52671cd8d0a29,True,0.088,0.0494,0.0295,0.0092,12,28.334999999999997
slow,R8009_M8020,30,0,0.000000,603896a0e5cc8069f5c9dc1813ee483f782cf2b1,True,0.0778,0.0538,0.0241,0.0,10,24.967499999999998
slow,R8009_M8020,30,1,0.000000,1a3237a3c768879d43a7a1ef46908448bdaed84e,True,0.0176,0.0025,0.0151,0.0,8,28.6875
slow,R8009_M8020,30,2,0.000000,a526dcbae6636f0342b47e0a57bd6be9345f7e72,True,0.0482,0.015,0.0323,0.0009,7,31.027500000000003
slow,R8009_M8020,30,3,0.000000,cf6048f190c85e7d89cb298c00b2859aa2f5cf08,True,0.1681,0.1289,0.0367,0.0025,9,21.639999999999993
slow,R8009_M8020,30,4,0.000000,49650cf283ac0a83622719b08055da935e25a51e,True,0.0225,0.0034,0.0191,0.0,6,27.7675
slow,R8009_M8020,30,5,0.000000,eab3bee80d562a5c8a425a619e33c84d0a89974d,True,0.055,0.0371,0.0178,0.0,7,30.0675
slow,R8009_M8020,30,6,0.000000,5a9426fc37e713f1fc425de4488d90cd4dcf7119,True,0.0529,0.0471,0.0046,0.0012,10,29.807499999999997
slow,R8009_M8020,30,7,0.000000,b7faaaac8578fa26875dd46297e0434749e17e1a,True,0.0421,0.0334,0.0087,0.0,12,31.119999999999994
slow,R8009_M8020,30,8,0.000000,5f906fbdb14e35cca5037ab934cda590f9de8ce4,True,0.0661,0.0453,0.0208,0.0,7,29.5075
slow,R8009_M8020,30,9,0.000000,74095b809d14a9f1e08675d4200f6a11c25731f6,True,0.0189,0.0172,0.0017,0.0,7,28.607499999999998
slow,R8009_M8020,30,10,0.000000,0caa1470cf51e938f64d06a6e6b73645bdc3dafe,True,0.0416,0.0367,0.0049,0.0,8,27.447500000000005
slow,R8009_M8020,30,11,0.000000,d15067ca02511903aed6e8d203636c404c1f931e,True,0.0484,0.0326,0.0158,0.0,7,29.659999999999997
slow,R8009_M8020,30,12,0.000000,c561531ffdbb3a6bcd0c78fdf9d346cda46c6b63,True,0.0303,0.014,0.0162,0.0001,14,36.167500000000004
slow,R8009_M8020,30,13,0.000000,1388fa3949400803f0f33d413a7119ec57e596b3,True,0.0811,0.0604,0.0207,0.0,7,24.547499999999996
slow,R8009_M8020,30,14,0.000000,09ac6ef19c1eb6e3d11b09cb7d541bc1a6ac9419,True,0.0216,0.0147,0.007,0.0,6,24.560000000000002
fast,R8001_M8004,30,0,0.000000,f0657d682a930a088ca5da29af5fce54cff7835d,True,0.229,0.1614,0.0123,0.0553,8,28.32
fast,R8001_M8004,30,1,0.000000,ef0fa15e22c1205fcc8c58cc5c045392f956bda8,True,0.4329,0.2303,0.0063,0.1963,6,27.189999999999998
fast,R8001_M8004,30,2,0.000000,4dd53daa9685e91484017c76af8b802de9ce208c,True,0.216,0.1898,0.0261,0.0,14,24.629999999999992
fast,R8001_M8004,30,3,0.000000,9f6e7481d26a7a4813a3710ef34d3f3ba371d2cf,True,0.2329,0.1561,0.0587,0.0181,15,27.98
fast,R8001_M8004,30,4,0.000000,5dbd1ab28839178396bb903204b24fb0a349e20f,True,0.8448,0.8423,0.0,0.0025,2,7.6800000000000015
fast,R8001_M8004,30,5,0.000000,c2a870421964ee449f9ee52d44b69fdce9c02b21,True,0.8178,0.8173,0.0,0.0005,3,10.0
fast,R8001_M8004,30,6,0.000000,18bade186aafe09ef24e5dc2de0e59e8f6c1fc3a,True,0.7177,0.5561,0.0,0.1615,4,23.52
fast,R8001_M8004,30,7,0.000000,79f0ee47a9ad409da74f44228445689face3a484,True,0.1841,0.1571,0.0242,0.0028,13,24.39
fast,R8001_M8004,30,8,0.000000,d6397b2169f97960f769930b9fac98e1a144f1b7,True,0.5783,0.5783,0.0,0.0,8,22.720000000000002
fast,R8001_M8004,30,9,0.000000,ba25bd72cbcc296d55a55e0d81f9cd46b07551d0,True,0.8858,0.8827,0.0,0.003,4,5.430000000000002
fast,R8001_M8004,30,10,0.000000,c5f6b4adf5be2befa265a86cc3d97bb338893ee9,True,0.2838,0.2623,0.0059,0.0156,16,29.029999999999998
fast,R8001_M8004,30,11,0.000000,285d7a67b1b73b2fca518237caccf2d6e51ae9cb,True,0.2661,0.2641,0.0,0.002,6,29.429999999999996
fast,R8001_M8004,30,12,0.000000,6e4958ebeb49aa143fb448fe2519775fa8e0a713,True,0.9249,0.9249,0.0,0.0,2,3.84
fast,R8001_M8004,30,13,0.000000,46fb5f4520fdcb315b5e7d51942a5bc6c36f0384,True,0.4297,0.4221,0.0029,0.0047,15,19.75
fast,R8001_M8004,30,14,0.000000,3da471132fd17bfbf4c75e93f0becb56d357d68c,True,0.2083,0.1271,0.0555,0.0257,14,36.14999999999999
fast,R8003_M8001,30,0,0.000000,80fcc5f7701cd37dbedb8e0df1643c9eed0af450,True,0.2002,0.1613,0.023,0.0159,16,28.15
fast,R8003_M8001,30,1,0.000000,f5743e8bb781233c99e8495023220c2869f25d83,True,0.107,0.1051,0.0019,0.0,13,28.07
fast,R8003_M8001,30,2,0.000000,4a1b492af3cde7c485af968aa71e42e0a04b3282,True,0.219,0.1816,0.0221,0.0153,18,34.540000000000006
fast,R8003_M8001,30,3,0.000000,df0730c7b3aff53070a3fb8d6ca0a318aba293c9,True,0.0888,0.0709,0.0179,0.0,8,29.11
fast,R8003_M8001,30,4,0.000000,cb0a9c8aabe1abfbb8f03dbbb6c1991e8906ffe7,True,0.1873,0.167,0.005,0.0154,13,32.16
fast,R8003_M8001,30,5,0.000000,9c7081f56b20209294638f55bea11898616ca466,True,0.1656,0.1141,0.0481,0.0033,15,28.14999999999999
fast,R8003_M8001,30,6,0.000000,455c21817845af31d5b63479db0d2c77089236bb,True,0.0887,0.0377,0.0511,0.0,5,31.749999999999996
fast,R8003_M8001,30,7,0.000000,cffb32253e26adeefb78ff4c16dcb0ef314a6217,True,0.2255,0.1964,0.01,0.0191,15,28.54
fast,R8003_M8001,30,8,0.000000,bdef9edde62570d64e1eee636ea2d3cc7edaec7a,True,0.428,0.321,0.0486,0.0585,13,29.51
fast,R8003_M8001,30,9,0.000000,50ba17fdf572a0d41e5c957af369e5105d6bdc32,True,3.2459,0.1101,2.8175,0.3183,14,24.790000000000003
fast,R8003_M8001,30,10,0.000000,1b09decb5743c8d8280c3063cd916a69a5beac12,True,0.2419,0.1994,0.0154,0.027,18,32.31999999999999
fast,R8003_M8001,30,11,0.000000,f280647ac40cfdab7ec4cba9b3eace8359a38317,True,0.3036,0.2469,0.024,0.0327,9,26.880000000000003
fast,R8003_M8001,30,12,0.000000,e5028aa7585ca54ec0bbf367c2253114186a9cb9,True,0.1688,0.1414,0.0168,0.0106,15,25.509999999999994
fast,R8003_M8001,30,13,0.000000,90416912b41bd52a88dab22e55b0183bb3ff022d,True,0.3855,0.3652,0.0117,0.0087,8,21.600000000000005
fast,R8003_M8001,30,14,0.000000,93853c3c1274d67507973ab79a2ea4e2a9592378,True,0.751,0.1978,0.3893,0.1639,13,24.64
fast,R8007_M8010,30,0,0.000000,dfd2fd13e02993936f7dac9c0cf24bfeae5cf234,True,0.3145,0.2641,0.0251,0.0253,22,39.42
fast,R8007_M8010,30,1,0.000000,e8ad3c9718ece5fc795245b9963c05f9fbcf4383,True,0.4751,0.4267,0.0202,0.0282,22,31.18
fast,R8007_M8010,30,2,0.000000,51b257edefe9ba1d2e11c85ad253e999c0f19206,True,0.3188,0.2781,0.0037,0.037,13,37.03000000000001
fast,R8007_M8010,30,3,0.000000,25d6915d2039b6dff599e213c631100e43ec7c6b,True,0.2936,0.2332,0.0171,0.0433,22,42.69999999999999
fast,R8007_M8010,30,4,0.000000,bcd7d81c8a5ba0944f923d8b82540549a339a5c9,True,0.2709,0.1826,0.0166,0.0717,15,47.35
fast,R8007_M8010,30,5,0.000000,93c4842447a9d8a5715e9588765aa5d930276ff7,True,0.3657,0.3237,0.0168,0.0252,17,41.75
fast,R8007_M8010,30,6,0.000000,10ddfc927932d6abb8e212370956cadf9a055b5d,True,0.2658,0.22,0.0206,0.0253,17,46.22999999999999
fast,R8007_M8010,30,7,0.000000,bfd563e9df1ae34b65890b359a1f0a4f5ee75b1f,True,0.4576,0.438,0.0,0.0196,19,38.709999999999994
fast,R8007_M8010,30,8,0.000000,efd9b9e98c7b134368d40ba60b11cf149b2a3144,True,0.2749,0.1997,0.0343,0.0409,23,45.75
fast,R8007_M8010,30,9,0.000000,611c4396b063c0ee31b20ea1b7778761e489e4fa,True,0.3171,0.1761,0.0327,0.1083,15,43.739999999999995
fast,R8007_M8010,30,10,0.000000,8964b95f480fe1d10d26a61bc722511dbb1c04f7,True,0.389,0.2901,0.0069,0.0919,16,37.18999999999998
fast,R8007_M8010,30,11,0.000000,58ff5034d4bc8a9e74d758fdfbafe6946df68d9d,True,0.3472,0.3106,0.0275,0.0091,15,32.31
fast,R8007_M8010,30,12,0.000000,8f6ab286f8865c2db6caf4fb1955d8d8a8b92685,True,0.3202,0.248,0.0252,0.047,14,40.38999999999999
fast,R8007_M8010,30,13,0.000000,60cc1f507f65a133d020b7ba4b177f9d8c4f30a4,True,0.4425,0.3672,0.0026,0.0727,14,29.11
fast,R8007_M8010,30,14,0.000000,bc7e4e0f7bcbfa500c27152c5fecb3247f1a80e6,True,0.4443,0.1943,0.0898,0.1601,22,47.64999999999999
fast,R8007_M8011,30,0,0.000000,6a95e58275b507d4ee7dc5eafe32750641a7c8b9,True,0.0292,0.0004,0.0289,0.0,1,28.549999999999997
fast,R8007_M8011,30,1,0.000000,79566e6ffe71b45d034de82df8834ce8e3c4075b,True,0.2016,0.1655,0.0318,0.0043,3,29.990000000000002
fast,R8007_M8011,30,2,0.000000,bf879654013f370c334745541f1fcde7d0491d7e,True,0.5231,0.4985,0.0118,0.0128,5,20.46999999999999
fast,R8007_M8011,30,3,0.000000,272b6dfcdfc596d6179a104203d15111f4613f68,True,0.3932,0.2676,0.0106,0.115,7,27.269999999999992
fast,R8007_M8011,30,4,0.000000,982ce95036195252cce1f046f7897b1bccfe12aa,True,0.3474,0.2569,0.014,0.0765,14,27.11
fast,R8007_M8011,30,5,0.000000,66ce6032f49471140dcaee4f0ca115a10d8ba76d,True,0.1944,0.1615,0.0293,0.0036,10,31.43
fast,R8007_M8011,30,6,0.000000,c692081af742e3488db6ab50e05949c811608d83,True,0.1864,0.0861,0.0296,0.0707,4,33.51
fast,R8007_M8011,30,7,0.000000,70b54c9e5136af511b3ddd0eea63fde4e6f37837,True,0.2778,0.2254,0.005,0.0474,9,31.830000000000002
fast,R8007_M8011,30,8,0.000000,89dcfb6a80c8af43703b696d0a47469a0849dd7a,True,0.3675,0.1936,0.0517,0.1222,20,26.549999999999986
fast,R8007_M8011,30,9,0.000000,aae110b56456a9089ccb01c04d5b2a28a80daf61,True,0.5244,0.52,0.0,0.0043,4,18.799999999999997
fast,R8007_M8011,30,10,0.000000,8552f57d1ee85ee34b7223edb21c7dcc2b869190,True,0.4363,0.1255,0.0474,0.2634,12,34.629999999999995
fast,R8007_M8011,30,11,0.000000,5e2c22f423ed0015280045d76b31fa539c7b4d9f,True,0.3306,0.2548,0.0103,0.0655,12,28.08
fast,R8007_M8011,30,12,0.000000,d5f5e1604183210a4e121c4e957bfe73270e370d,True,0.2557,0.2487,0.007,0.0,6,27.35
fast,R8007_M8011,30,13,0.000000,2976a9609319279c2f10af7e01b1a68d3b9eba24,True,0.2478,0.0706,0.0492,0.128,6,34.79
fast,R8007_M8011,30,14,0.000000,ae74b82a6703ec00c40d1156444cb777b3b87cbd,True,0.2101,0.2101,0.0,0.0,2,30.23
