recording_id,window_size,segment_idx,variant,success,der,miss_rate,fa_rate,conf_rate,scored_time,spk_count_pred,spk_count_gt,spk_match,pred_segments,pred_speech_sec
R8001_M8004,30,1,rule_recover_matched_label,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,7,30.27
R8001_M8004,30,1,rule_recover_matched_label_speaker_union,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,5,29.39
R8001_M8004,30,1,rule_recover_matched_no_same_overlap,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,9,29.39
R8001_M8004,30,1,rule_recover_uncovered_only,True,0.4016,0.1839,0.0063,0.2115,35.04,2,4,False,9,28.8175
R8001_M8004,30,1,rule_recover_uncovered_only_speaker_union,True,0.4017,0.1839,0.0063,0.2115,35.04,2,4,False,5,28.8175
R8001_M8004,30,1,rule_recover_identity_selector,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,7,30.27
R8001_M8004,30,1,rule_recover_policy_sweep_best,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,7,30.27
R8001_M8004,30,1,rule_boundary_recover,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,7,30.27
R8001_M8004,30,1,rule_boundary_recover_speaker_union,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,5,29.39
R8001_M8004,30,1,rule_boundary_recover_no_same_overlap,True,0.4068,0.1727,0.0114,0.2227,35.04,2,4,False,9,29.39
R8001_M8004,30,2,fast_base,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,fast_base_speaker_union,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,slow_base,True,0.0935,0.0615,0.0306,0.0015,29.45,4,3,False,9,28.54
R8001_M8004,30,2,rule_recover_new_label,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_recover_matched_label,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_recover_matched_label_speaker_union,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_recover_matched_no_same_overlap,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_recover_uncovered_only,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_recover_uncovered_only_speaker_union,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_recover_identity_selector,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_recover_policy_sweep_best,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_boundary_recover,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_boundary_recover_speaker_union,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,2,rule_boundary_recover_no_same_overlap,True,0.216,0.1898,0.0261,0.0,29.45,3,3,True,14,24.63
R8001_M8004,30,3,fast_base,True,0.2329,0.1561,0.0587,0.0181,31.0,3,2,False,15,27.98
R8001_M8004,30,3,fast_base_speaker_union,True,0.2329,0.1561,0.0587,0.0181,31.0,3,2,False,15,27.98
R8001_M8004,30,3,slow_base,True,0.0417,0.0114,0.0226,0.0077,31.0,3,2,False,9,31.38
R8001_M8004,30,3,rule_recover_new_label,True,0.4897,0.0452,0.3774,0.0671,31.0,4,2,False,16,41.3
R8001_M8004,30,3,rule_recover_matched_label,True,0.1906,0.1123,0.0783,0.0,31.0,3,2,False,16,41.3
R8001_M8004,30,3,rule_recover_matched_label_speaker_union,True,0.1905,0.1123,0.0783,0.0,31.0,3,2,False,11,29.9475
R8001_M8004,30,3,rule_recover_matched_no_same_overlap,True,0.1905,0.1123,0.0783,0.0,31.0,3,2,False,20,29.9475
R8001_M8004,30,3,rule_recover_uncovered_only,True,0.1905,0.1123,0.0602,0.0181,31.0,3,2,False,20,29.3875
R8001_M8004,30,3,rule_recover_uncovered_only_speaker_union,True,0.1906,0.1123,0.0603,0.0181,31.0,3,2,False,13,29.3875
R8001_M8004,30,3,rule_recover_identity_selector,True,0.1905,0.1123,0.0602,0.0181,31.0,3,2,False,20,29.3875
R8001_M8004,30,3,rule_recover_policy_sweep_best,True,0.1905,0.1123,0.0602,0.0181,31.0,3,2,False,20,29.3875
R8001_M8004,30,3,rule_boundary_recover,True,0.1906,0.1123,0.0783,0.0,31.0,3,2,False,16,41.3
R8001_M8004,30,3,rule_boundary_recover_speaker_union,True,0.1905,0.1123,0.0783,0.0,31.0,3,2,False,11,29.9475
R8001_M8004,30,3,rule_boundary_recover_no_same_overlap,True,0.1905,0.1123,0.0783,0.0,31.0,3,2,False,20,29.9475
R8001_M8004,30,4,fast_base,True,0.8448,0.8423,0.0,0.0025,48.7,1,4,False,2,7.68
R8001_M8004,30,4,fast_base_speaker_union,True,0.8448,0.8423,0.0,0.0025,48.7,1,4,False,2,7.68
R8001_M8004,30,4,slow_base,True,0.3244,0.0752,0.03,0.2192,48.7,3,4,False,24,46.5
R8001_M8004,30,4,rule_recover_new_label,True,0.4252,0.3296,0.0039,0.0916,48.7,4,4,True,7,32.84
R8001_M8004,30,4,rule_recover_matched_label,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,7,32.84
R8001_M8004,30,4,rule_recover_matched_label_speaker_union,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,5,30.58
R8001_M8004,30,4,rule_recover_matched_no_same_overlap,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,7,30.58
R8001_M8004,30,4,rule_recover_uncovered_only,True,0.6843,0.3979,0.0,0.2864,48.7,4,4,True,7,29.32
R8001_M8004,30,4,rule_recover_uncovered_only_speaker_union,True,0.6843,0.3979,0.0,0.2864,48.7,4,4,True,5,29.32
R8001_M8004,30,4,rule_recover_identity_selector,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,7,32.84
R8001_M8004,30,4,rule_recover_policy_sweep_best,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,7,32.84
R8001_M8004,30,4,rule_boundary_recover,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,7,32.84
R8001_M8004,30,4,rule_boundary_recover_speaker_union,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,5,30.58
R8001_M8004,30,4,rule_boundary_recover_no_same_overlap,True,0.6839,0.3742,0.0021,0.3076,48.7,4,4,True,7,30.58
R8001_M8004,30,5,fast_base,True,0.8178,0.8173,0.0,0.0005,54.72,1,4,False,3,10.0
R8001_M8004,30,5,fast_base_speaker_union,True,0.8178,0.8173,0.0,0.0005,54.72,1,4,False,3,10.0
R8001_M8004,30,5,slow_base,True,0.2321,0.1399,0.0415,0.0506,54.72,4,4,True,18,49.5
R8001_M8004,30,5,rule_recover_new_label,True,0.4542,0.4124,0.0068,0.035,54.72,4,4,True,8,32.58
R8001_M8004,30,5,rule_recover_matched_label,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,8,32.58
R8001_M8004,30,5,rule_recover_matched_label_speaker_union,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,5,29.0125
R8001_M8004,30,5,rule_recover_matched_no_same_overlap,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,10,29.0125
R8001_M8004,30,5,rule_recover_uncovered_only,True,0.7048,0.5271,0.0004,0.1773,54.72,2,4,False,9,25.9525
R8001_M8004,30,5,rule_recover_uncovered_only_speaker_union,True,0.7048,0.5271,0.0004,0.1773,54.72,2,4,False,4,25.9525
R8001_M8004,30,5,rule_recover_identity_selector,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,8,32.58
R8001_M8004,30,5,rule_recover_policy_sweep_best,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,8,32.58
R8001_M8004,30,5,rule_boundary_recover,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,8,32.58
R8001_M8004,30,5,rule_boundary_recover_speaker_union,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,5,29.0125
R8001_M8004,30,5,rule_boundary_recover_no_same_overlap,True,0.6879,0.4776,0.0068,0.2035,54.72,3,4,False,10,29.0125
R8001_M8004,30,6,fast_base,True,0.7177,0.5561,0.0,0.1615,52.99,1,4,False,4,23.52
R8001_M8004,30,6,fast_base_speaker_union,True,0.7177,0.5561,0.0,0.1615,52.99,1,4,False,4,23.52
R8001_M8004,30,6,slow_base,True,0.3184,0.1473,0.0604,0.1107,52.99,4,4,True,21,48.4
R8001_M8004,30,6,rule_recover_new_label,True,0.6111,0.4483,0.0001,0.1627,52.99,3,4,False,7,29.24
R8001_M8004,30,6,rule_recover_matched_label,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,7,29.24
R8001_M8004,30,6,rule_recover_matched_label_speaker_union,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,4,27.48
R8001_M8004,30,6,rule_recover_matched_no_same_overlap,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,6,27.48
R8001_M8004,30,6,rule_recover_uncovered_only,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,6,27.48
R8001_M8004,30,6,rule_recover_uncovered_only_speaker_union,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,4,27.48
R8001_M8004,30,6,rule_recover_identity_selector,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,7,29.24
R8001_M8004,30,6,rule_recover_policy_sweep_best,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,7,29.24
R8001_M8004,30,6,rule_boundary_recover,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,7,29.24
R8001_M8004,30,6,rule_boundary_recover_speaker_union,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,4,27.48
R8001_M8004,30,6,rule_boundary_recover_no_same_overlap,True,0.6824,0.4814,0.0,0.201,52.99,1,4,False,6,27.48
R8001_M8004,30,7,fast_base,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,fast_base_speaker_union,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,slow_base,True,0.0732,0.0572,0.0095,0.0064,28.13,3,4,False,11,27.18
R8001_M8004,30,7,rule_recover_new_label,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_recover_matched_label,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_recover_matched_label_speaker_union,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_recover_matched_no_same_overlap,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_recover_uncovered_only,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_recover_uncovered_only_speaker_union,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_recover_identity_selector,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_recover_policy_sweep_best,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_boundary_recover,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_boundary_recover_speaker_union,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,7,rule_boundary_recover_no_same_overlap,True,0.1841,0.1571,0.0242,0.0028,28.13,4,4,True,13,24.39
R8001_M8004,30,8,fast_base,True,0.5783,0.5783,0.0,0.0,53.88,2,4,False,8,22.72
R8001_M8004,30,8,fast_base_speaker_union,True,0.5783,0.5783,0.0,0.0,53.88,2,4,False,8,22.72
R8001_M8004,30,8,slow_base,True,0.2471,0.1474,0.0101,0.0896,53.88,3,4,False,14,46.48
R8001_M8004,30,8,rule_recover_new_label,True,0.4776,0.4019,0.0745,0.0012,53.88,3,4,False,10,36.24
R8001_M8004,30,8,rule_recover_matched_label,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,10,36.24
R8001_M8004,30,8,rule_recover_matched_label_speaker_union,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,8,33.0725
R8001_M8004,30,8,rule_recover_matched_no_same_overlap,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,11,33.0725
R8001_M8004,30,8,rule_recover_uncovered_only,True,0.5126,0.4607,0.0,0.052,53.88,3,4,False,14,29.06
R8001_M8004,30,8,rule_recover_uncovered_only_speaker_union,True,0.5126,0.4607,0.0,0.052,53.88,3,4,False,11,29.06
R8001_M8004,30,8,rule_recover_identity_selector,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,10,36.24
R8001_M8004,30,8,rule_recover_policy_sweep_best,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,10,36.24
R8001_M8004,30,8,rule_boundary_recover,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,10,36.24
R8001_M8004,30,8,rule_boundary_recover_speaker_union,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,8,33.0725
R8001_M8004,30,8,rule_boundary_recover_no_same_overlap,True,0.5871,0.4607,0.0745,0.052,53.88,3,4,False,11,33.0725
R8001_M8004,30,9,fast_base,True,0.8858,0.8827,0.0,0.003,46.31,1,4,False,4,5.43
R8001_M8004,30,9,fast_base_speaker_union,True,0.8858,0.8827,0.0,0.003,46.31,1,4,False,4,5.43
R8001_M8004,30,9,slow_base,True,0.122,0.0971,0.0145,0.0104,46.31,4,4,True,17,42.88
R8001_M8004,30,9,rule_recover_new_label,True,0.1831,0.1801,0.0022,0.0009,46.31,4,4,True,9,38.07
R8001_M8004,30,9,rule_recover_matched_label,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,9,38.07
R8001_M8004,30,9,rule_recover_matched_label_speaker_union,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,1,29.9775
R8001_M8004,30,9,rule_recover_matched_no_same_overlap,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,9,29.9775
R8001_M8004,30,9,rule_recover_uncovered_only,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,9,29.9775
R8001_M8004,30,9,rule_recover_uncovered_only_speaker_union,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,1,29.9775
R8001_M8004,30,9,rule_recover_identity_selector,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,9,38.07
R8001_M8004,30,9,rule_recover_policy_sweep_best,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,9,38.07
R8001_M8004,30,9,rule_boundary_recover,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,9,38.07
R8001_M8004,30,9,rule_boundary_recover_speaker_union,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,1,29.9775
R8001_M8004,30,9,rule_boundary_recover_no_same_overlap,True,0.6636,0.3527,0.0,0.3109,46.31,1,4,False,9,29.9775
R8001_M8004,30,10,fast_base,True,0.2838,0.2623,0.0059,0.0156,39.04,3,4,False,16,29.03
R8001_M8004,30,10,fast_base_speaker_union,True,0.2838,0.2623,0.0059,0.0156,39.04,3,4,False,16,29.03
R8001_M8004,30,10,slow_base,True,0.1242,0.0873,0.0234,0.0135,39.04,4,4,True,19,36.94
R8001_M8004,30,10,rule_recover_new_label,True,0.2569,0.1268,0.1096,0.0205,39.04,4,4,True,17,38.37
R8001_M8004,30,10,rule_recover_matched_label,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,17,38.37
R8001_M8004,30,10,rule_recover_matched_label_speaker_union,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,15,35.1975
R8001_M8004,30,10,rule_recover_matched_no_same_overlap,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,18,35.1975
R8001_M8004,30,10,rule_recover_uncovered_only,True,0.2805,0.2129,0.0059,0.0617,39.04,3,4,False,21,30.9575
R8001_M8004,30,10,rule_recover_uncovered_only_speaker_union,True,0.2805,0.2129,0.0059,0.0617,39.04,3,4,False,20,30.9575
R8001_M8004,30,10,rule_recover_identity_selector,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,17,38.37
R8001_M8004,30,10,rule_recover_policy_sweep_best,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,17,38.37
R8001_M8004,30,10,rule_boundary_recover,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,17,38.37
R8001_M8004,30,10,rule_boundary_recover_speaker_union,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,15,35.1975
R8001_M8004,30,10,rule_boundary_recover_no_same_overlap,True,0.3614,0.1991,0.1007,0.0617,39.04,3,4,False,18,35.1975
R8001_M8004,30,11,fast_base,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,fast_base_speaker_union,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,slow_base,True,0.1746,0.0333,0.0282,0.1131,39.99,3,4,False,16,39.92
R8001_M8004,30,11,rule_recover_new_label,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_recover_matched_label,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_recover_matched_label_speaker_union,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_recover_matched_no_same_overlap,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_recover_uncovered_only,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_recover_uncovered_only_speaker_union,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_recover_identity_selector,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_recover_policy_sweep_best,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_boundary_recover,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_boundary_recover_speaker_union,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,11,rule_boundary_recover_no_same_overlap,True,0.2661,0.2641,0.0,0.002,39.99,4,4,True,6,29.43
R8001_M8004,30,12,fast_base,True,0.9249,0.9249,0.0,0.0,51.12,1,4,False,2,3.84
R8001_M8004,30,12,fast_base_speaker_union,True,0.9249,0.9249,0.0,0.0,51.12,1,4,False,2,3.84
R8001_M8004,30,12,slow_base,True,0.3042,0.0647,0.018,0.2215,51.12,4,4,True,12,48.96
R8001_M8004,30,12,rule_recover_new_label,True,0.3257,0.092,0.0531,0.1806,51.12,3,4,False,10,49.36
R8001_M8004,30,12,rule_recover_matched_label,True,0.4103,0.2543,0.0042,0.1519,51.12,3,4,False,10,49.36
R8001_M8004,30,12,rule_recover_matched_label_speaker_union,True,0.4103,0.2543,0.0042,0.1519,51.12,3,4,False,7,38.56
R8001_M8004,30,12,rule_recover_matched_no_same_overlap,True,0.4104,0.2543,0.0042,0.1519,51.12,3,4,False,12,38.56
R8001_M8004,30,12,rule_recover_uncovered_only,True,0.5893,0.4369,0.0,0.1524,51.12,2,4,False,8,28.98
R8001_M8004,30,12,rule_recover_uncovered_only_speaker_union,True,0.5892,0.4369,0.0,0.1524,51.12,2,4,False,3,28.98
R8001_M8004,30,12,rule_recover_identity_selector,True,0.4103,0.2543,0.0042,0.1519,51.12,3,4,False,10,49.36
R8001_M8004,30,12,rule_recover_policy_sweep_best,True,0.4103,0.2543,0.0042,0.1519,51.12,3,4,False,10,49.36
R8001_M8004,30,12,rule_boundary_recover,True,0.4103,0.2543,0.0042,0.1519,51.12,3,4,False,10,49.36
R8001_M8004,30,12,rule_boundary_recover_speaker_union,True,0.4103,0.2543,0.0042,0.1519,51.12,3,4,False,7,38.56
R8001_M8004,30,12,rule_boundary_recover_no_same_overlap,True,0.4104,0.2543,0.0042,0.1519,51.12,3,4,False,12,38.56
R8001_M8004,30,13,fast_base,True,0.4297,0.4221,0.0029,0.0047,34.0,2,4,False,15,19.75
R8001_M8004,30,13,fast_base_speaker_union,True,0.4297,0.4221,0.0029,0.0047,34.0,2,4,False,15,19.75
R8001_M8004,30,13,slow_base,True,0.1448,0.0887,0.0407,0.0154,34.0,4,4,True,18,32.76
R8001_M8004,30,13,rule_recover_new_label,True,0.3374,0.2551,0.0484,0.0339,34.0,4,4,True,19,26.97
R8001_M8004,30,13,rule_recover_matched_label,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,19,26.97
R8001_M8004,30,13,rule_recover_matched_label_speaker_union,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,12,24.4375
R8001_M8004,30,13,rule_recover_matched_no_same_overlap,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,23,24.4375
R8001_M8004,30,13,rule_recover_uncovered_only,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,23,24.4375
R8001_M8004,30,13,rule_recover_uncovered_only_speaker_union,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,12,24.4375
R8001_M8004,30,13,rule_recover_identity_selector,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,19,26.97
R8001_M8004,30,13,rule_recover_policy_sweep_best,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,19,26.97
R8001_M8004,30,13,rule_boundary_recover,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,19,26.97
R8001_M8004,30,13,rule_boundary_recover_speaker_union,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,12,24.4375
R8001_M8004,30,13,rule_boundary_recover_no_same_overlap,True,0.3964,0.2864,0.0051,0.105,34.0,2,4,False,23,24.4375
R8001_M8004,30,14,fast_base,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,fast_base_speaker_union,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,slow_base,True,0.1409,0.0699,0.0367,0.0343,38.94,3,4,False,13,38.04
R8001_M8004,30,14,rule_recover_new_label,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_recover_matched_label,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_recover_matched_label_speaker_union,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_recover_matched_no_same_overlap,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_recover_uncovered_only,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_recover_uncovered_only_speaker_union,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_recover_identity_selector,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_recover_policy_sweep_best,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_boundary_recover,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_boundary_recover_speaker_union,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8001_M8004,30,14,rule_boundary_recover_no_same_overlap,True,0.2083,0.1271,0.0555,0.0257,38.94,3,4,False,14,36.15
R8003_M8001,30,0,fast_base,True,0.2002,0.1613,0.023,0.0159,32.67,2,3,False,16,28.15
R8003_M8001,30,0,fast_base_speaker_union,True,0.2002,0.1613,0.023,0.0159,32.67,2,3,False,16,28.15
R8003_M8001,30,0,slow_base,True,0.1029,0.041,0.0287,0.0331,32.67,3,3,True,11,32.66
R8003_M8001,30,0,rule_recover_new_label,True,0.3053,0.0934,0.151,0.0608,32.67,3,3,True,17,34.55
R8003_M8001,30,0,rule_recover_matched_label,True,0.1553,0.1164,0.023,0.0159,32.67,2,3,False,17,34.55
R8003_M8001,30,0,rule_recover_matched_label_speaker_union,True,0.1553,0.1164,0.023,0.0159,32.67,2,3,False,12,29.6175
R8003_M8001,30,0,rule_recover_matched_no_same_overlap,True,0.1553,0.1164,0.023,0.0159,32.67,2,3,False,21,29.6175
R8003_M8001,30,0,rule_recover_uncovered_only,True,0.1724,0.1335,0.023,0.0159,32.67,2,3,False,20,29.0575
R8003_M8001,30,0,rule_recover_uncovered_only_speaker_union,True,0.1724,0.1335,0.023,0.0159,32.67,2,3,False,13,29.0575
R8003_M8001,30,0,rule_recover_identity_selector,True,0.1553,0.1164,0.023,0.0159,32.67,2,3,False,17,34.55
R8003_M8001,30,0,rule_recover_policy_sweep_best,True,0.1553,0.1164,0.023,0.0159,32.67,2,3,False,17,34.55
R8003_M8001,30,0,rule_boundary_recover,True,0.1553,0.1164,0.023,0.0159,32.67,2,3,False,17,34.55
