counter_fallback_blocked_by_speaker_count,counter_fast_boundary_replaced,counter_fast_guard_fallback_windows,counter_fast_kept,counter_fast_speaker_count,counter_guard_or_quarantine_patches,counter_rare_audio_rule_recover_windows,counter_rare_audio_speech_sec_x100,counter_rare_short_slow_rule_recover_windows,counter_recording_balanced_fast_overlay_windows,counter_recording_context_fast_overlay_windows,counter_recover_added,counter_recover_label_matched,counter_recover_label_new,counter_recover_split_segments,counter_slow_speaker_count,counter_slow_windows_selected,counter_speaker_union_removed_segments,counter_window_clip_adjusted_segments,counter_window_clip_dropped_segments,counter_window_clip_trimmed_ms,fast_der,fast_latency,final_der,final_segments,final_source,offset,recording_id,segment_idx,slow_latency,window_id,window_size
0,,0,,3,0,0,,0,,,,,,,4,1,,1,,392,0.2838,0.3690371513366699,0.1242,19,slow,1020.0,R8001_M8004,10,27.43686604499817,R8001_M8004:30:10,30
0,,0,,4,0,0,,0,,,,,,,3,1,,1,,133,0.2661,0.3737659454345703,0.1746,16,slow,1140.0,R8001_M8004,11,24.275110006332397,R8001_M8004:30:11,30
0,,0,,1,0,0,,0,,,,,,,4,1,,2,,224,0.9249,0.4146389961242676,0.3042,12,slow,1320.0,R8001_M8004,12,24.675140857696533,R8001_M8004:30:12,30
0,,0,,2,0,0,,0,,,,,,,4,1,,1,,392,0.4297,0.39993906021118164,0.1447,18,slow,1440.0,R8001_M8004,13,28.330456733703613,R8001_M8004:30:13,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.2083,0.3947629928588867,0.1409,13,slow,1500.0,R8001_M8004,14,26.619580030441284,R8001_M8004:30:14,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.2002,0.6757528781890869,0.1029,11,slow,90.0,R8003_M8001,0,21.214901208877563,R8003_M8001:30:0,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,192,0.107,0.4012937545776367,0.0272,6,slow,150.0,R8003_M8001,1,19.838295936584473,R8003_M8001:30:1,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.219,0.3778989315032959,0.0838,12,slow,180.0,R8003_M8001,2,20.99949812889099,R8003_M8001:30:2,30
0,,0,,2,0,0,,0,,,,,,,3,1,,,,,0.0888,0.4442613124847412,0.0278,10,slow,240.0,R8003_M8001,3,18.76429009437561,R8003_M8001:30:3,30
0,,0,,3,0,0,,0,,,,,,,3,1,,,,,0.1873,0.43153810501098633,0.1033,12,slow,420.0,R8003_M8001,4,20.175299882888794,R8003_M8001:30:4,30
0,,0,,4,0,0,,0,,,,,,,4,1,,1,,392,0.1656,0.3668539524078369,0.0738,12,slow,810.0,R8003_M8001,5,23.249155044555664,R8003_M8001:30:5,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,133,0.0887,0.379697322845459,0.0576,7,slow,840.0,R8003_M8001,6,22.084959983825684,R8003_M8001:30:6,30
0,,0,,2,0,0,,0,,,,,,,3,1,,2,,64,0.2255,0.3618788719177246,0.1496,9,slow,930.0,R8003_M8001,7,24.177785873413086,R8003_M8001:30:7,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,1,192,0.428,0.410585880279541,0.361,19,slow,1020.0,R8003_M8001,8,24.728864669799805,R8003_M8001:30:8,30
0,,1,,2,19,0,,0,,,,,,,2,0,,,,,3.2459,0.3826620578765869,3.2459,14,fast_guard_fallback,1050.0,R8003_M8001,9,23.861580848693848,R8003_M8001:30:9,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,12,0.2419,0.3605940341949463,0.1406,15,slow,1110.0,R8003_M8001,10,21.71204400062561,R8003_M8001:30:10,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,133,0.3036,0.3678090572357178,0.1502,11,slow,1290.0,R8003_M8001,11,22.8124680519104,R8003_M8001:30:11,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,52,0.1688,0.35857629776000977,0.0683,8,slow,1410.0,R8003_M8001,12,24.900646924972534,R8003_M8001:30:12,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.3855,0.36169910430908203,0.2381,11,slow,1710.0,R8003_M8001,13,27.65325903892517,R8003_M8001:30:13,30
1,,0,,2,20,0,,0,,,,,,,3,1,,,,,0.751,0.3598899841308594,0.5533,7,slow,1830.0,R8003_M8001,14,24.590864181518555,R8003_M8001:30:14,30
0,,0,,3,0,0,,0,,,,,,,3,1,,2,,84,0.3145,0.36311817169189453,0.1852,23,slow,30.0,R8007_M8010,0,23.795488119125366,R8007_M8010:30:0,30
0,,0,,4,0,0,,0,,,,,,,3,1,,1,,392,0.4751,0.3661470413208008,0.2874,24,slow,60.0,R8007_M8010,1,22.974565744400024,R8007_M8010:30:1,30
0,,0,,4,0,0,,0,,,,,,,3,1,,1,,392,0.3188,0.36847710609436035,0.2507,19,slow,150.0,R8007_M8010,2,23.854510068893433,R8007_M8010:30:2,30
0,,0,,3,0,0,,0,0,1,,,,,4,0,,,,,0.2936,0.3711071014404297,0.2936,22,recording_context_fast_overlay,360.0,R8007_M8010,3,22.360709190368652,R8007_M8010:30:3,30
0,,0,,3,0,0,,0,,,,,,,4,1,,1,,12,0.2709,0.3797791004180908,0.243,20,slow,390.0,R8007_M8010,4,25.513500928878784,R8007_M8010:30:4,30
0,,0,,3,0,0,,0,,,,,,,3,1,,,,,0.3657,0.36367297172546387,0.2825,18,slow,420.0,R8007_M8010,5,25.942110061645508,R8007_M8010:30:5,30
0,,0,,3,0,0,,0,,,,,,,4,1,,1,,392,0.2658,0.3571641445159912,0.1525,23,slow,780.0,R8007_M8010,6,24.63403630256653,R8007_M8010:30:6,30
0,,0,,4,0,0,,0,,,,,,,3,1,,1,,113,0.4576,0.36111903190612793,0.2928,13,slow,960.0,R8007_M8010,7,23.81011986732483,R8007_M8010:30:7,30
0,,0,,3,0,0,,0,,,,,,,4,1,,1,,392,0.2749,0.38901209831237793,0.1964,21,slow,1020.0,R8007_M8010,8,21.817989826202393,R8007_M8010:30:8,30
0,,0,,3,0,0,,0,,,,,,,3,1,,2,,444,0.3171,0.35462403297424316,0.2387,15,slow,1050.0,R8007_M8010,9,24.807512044906616,R8007_M8010:30:9,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.389,0.3604919910430908,0.2711,13,slow,1140.0,R8007_M8010,10,25.273332357406616,R8007_M8010:30:10,30
0,,0,,3,0,0,,0,,,,,,,3,1,,2,,166,0.3472,0.3633420467376709,0.1469,19,slow,1230.0,R8007_M8010,11,24.97649621963501,R8007_M8010:30:11,30
0,,0,,3,0,0,,0,,,,,,,4,1,,,,,0.3202,0.37221503257751465,0.1915,19,slow,1320.0,R8007_M8010,12,24.63056778907776,R8007_M8010:30:12,30
0,,0,,2,0,0,,0,,,,,,,4,1,,2,,404,0.4425,0.3663909435272217,0.2509,14,slow,1350.0,R8007_M8010,13,22.25053381919861,R8007_M8010:30:13,30
0,,0,,3,0,0,,0,,,,,,,3,1,,2,1,224,0.4443,0.3597257137298584,0.369,16,slow,1770.0,R8007_M8010,14,22.205366849899292,R8007_M8010:30:14,30
0,0,0,1,1,0,0,,1,,,0,0,0,0,1,0,0,,,,0.0292,0.3622548580169678,0.0292,1,rare_short_slow_rule_recover,0.0,R8007_M8011,0,22.367228269577026,R8007_M8011:30:0,30
0,,0,,3,0,0,,0,,,,,,,4,1,,1,,93,0.2016,0.3681037425994873,0.0896,14,slow,270.0,R8007_M8011,1,23.09603500366211,R8007_M8011:30:1,30
0,,0,,1,0,0,,0,,,,,,,4,1,,1,,93,0.5231,0.3620457649230957,0.133,13,slow,300.0,R8007_M8011,2,23.28421711921692,R8007_M8011:30:2,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.3932,0.35820603370666504,0.1797,7,slow,420.0,R8007_M8011,3,21.97822594642639,R8007_M8011:30:3,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.3474,0.361295223236084,0.2536,15,slow,510.0,R8007_M8011,4,21.451366901397705,R8007_M8011:30:4,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.1944,0.3567008972167969,0.0215,9,slow,630.0,R8007_M8011,5,22.979270935058594,R8007_M8011:30:5,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.1864,0.4245281219482422,0.1598,9,slow,810.0,R8007_M8011,6,23.382264137268066,R8007_M8011:30:6,30
0,,0,,3,0,0,,0,,,,,,,3,1,,,,,0.2778,0.3907041549682617,0.198,13,slow,840.0,R8007_M8011,7,23.031550884246826,R8007_M8011:30:7,30
0,0,0,20,3,0,1,1981,,,,1,1,0,5,2,0,0,,,,0.3675,0.5754411220550537,0.3416,25,rare_audio_rule_recover,1110.0,R8007_M8011,8,24.305524110794067,R8007_M8011:30:8,30
0,,0,,1,0,0,,0,,,,,,,3,1,,1,,392,0.5244,0.3596799373626709,0.1405,12,slow,1320.0,R8007_M8011,9,22.818297863006592,R8007_M8011:30:9,30
0,,0,,2,0,0,,0,,,,,,,3,1,,,,,0.4363,0.36281275749206543,0.2698,17,slow,1440.0,R8007_M8011,10,25.3052499294281,R8007_M8011:30:10,30
0,,0,,2,0,0,,0,,,,,,,3,1,,,,,0.3306,0.3654448986053467,0.1851,14,slow,1530.0,R8007_M8011,11,29.985104084014893,R8007_M8011:30:11,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,52,0.2557,0.3616011142730713,0.1351,12,slow,1650.0,R8007_M8011,12,24.958624124526978,R8007_M8011:30:12,30
0,,0,,3,0,0,,0,,,,,,,3,1,,,,,0.2478,0.360562801361084,0.1715,11,slow,1710.0,R8007_M8011,13,25.3293399810791,R8007_M8011:30:13,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.2101,0.38095712661743164,0.074,6,slow,1740.0,R8007_M8011,14,24.41894292831421,R8007_M8011:30:14,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.1221,0.4838876724243164,0.0368,8,slow,120.0,R8008_M8013,0,22.80671215057373,R8008_M8013:30:0,30
0,,0,,3,0,0,,0,,,,,,,3,1,,,,,0.1723,0.39270806312561035,0.0771,9,slow,210.0,R8008_M8013,1,25.229944944381714,R8008_M8013:30:1,30
0,,0,,3,0,0,,0,,,,,,,2,1,,1,,392,0.2364,0.37102222442626953,0.2265,10,slow,390.0,R8008_M8013,2,23.46504306793213,R8008_M8013:30:2,30
0,,0,,1,0,0,,0,,,,,,,2,1,,1,,392,0.1271,0.41837215423583984,0.1117,8,slow,840.0,R8008_M8013,3,24.73685097694397,R8008_M8013:30:3,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.2592,0.3964858055114746,0.2039,8,slow,870.0,R8008_M8013,4,24.64874005317688,R8008_M8013:30:4,30
0,,0,,3,0,0,,0,,,,,,,4,1,,1,,392,0.3157,0.390869140625,0.1516,16,slow,1020.0,R8008_M8013,5,22.21824598312378,R8008_M8013:30:5,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.4012,0.36956071853637695,0.2471,22,slow,1080.0,R8008_M8013,6,24.5941321849823,R8008_M8013:30:6,30
0,,0,,1,0,0,,0,,,,,,,3,1,,2,,424,0.7929,0.42270708084106445,0.159,16,slow,1200.0,R8008_M8013,7,23.06705403327942,R8008_M8013:30:7,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.4495,0.39168691635131836,0.3288,24,slow,1230.0,R8008_M8013,8,24.707134008407593,R8008_M8013:30:8,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.1744,0.3896040916442871,0.1044,12,slow,1440.0,R8008_M8013,9,24.305092096328735,R8008_M8013:30:9,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.2696,0.45487213134765625,0.2261,11,slow,1530.0,R8008_M8013,10,23.354254007339478,R8008_M8013:30:10,30
0,,0,,1,0,0,,0,,,,,,,3,1,,1,,133,0.2129,0.4233829975128174,0.1771,10,slow,1740.0,R8008_M8013,11,24.520829916000366,R8008_M8013:30:11,30
0,,0,,2,0,0,,0,,,,,,,4,1,,2,,404,0.2737,0.3628818988800049,0.1399,8,slow,1980.0,R8008_M8013,12,24.932341814041138,R8008_M8013:30:12,30
0,,0,,3,0,0,,0,,,,,,,3,1,,1,,392,0.2971,0.36641383171081543,0.2109,19,slow,2130.0,R8008_M8013,13,27.970037937164307,R8008_M8013:30:13,30
0,,0,,2,0,0,,0,,,,,,,3,1,,1,,392,0.1964,0.3941349983215332,0.0994,7,slow,2160.0,R8008_M8013,14,25.52512216567993,R8008_M8013:30:14,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,133,0.1802,0.4643871784210205,0.0875,8,slow,150.0,R8009_M8018,0,34.15033483505249,R8009_M8018:30:0,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.0757,0.35642385482788086,0.0701,5,slow,180.0,R8009_M8018,1,24.6575710773468,R8009_M8018:30:1,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,113,0.1143,0.3673439025878906,0.0429,6,slow,300.0,R8009_M8018,2,23.480016946792603,R8009_M8018:30:2,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.2397,0.37064695358276367,0.2048,7,slow,420.0,R8009_M8018,3,27.28079891204834,R8009_M8018:30:3,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1084,0.36803293228149414,0.1005,5,slow,510.0,R8009_M8018,4,27.178485870361328,R8009_M8018:30:4,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,152,0.1191,0.3696780204772949,0.097,6,slow,540.0,R8009_M8018,5,28.392770051956177,R8009_M8018:30:5,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.2232,0.3697488307952881,0.0963,5,slow,660.0,R8009_M8018,6,22.90439510345459,R8009_M8018:30:6,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.1234,0.3659250736236572,0.0939,4,slow,690.0,R8009_M8018,7,27.24239206314087,R8009_M8018:30:7,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.1135,0.4814760684967041,0.1073,5,slow,720.0,R8009_M8018,8,34.01345992088318,R8009_M8018:30:8,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1494,0.3835151195526123,0.1192,7,slow,870.0,R8009_M8018,9,27.933747053146362,R8009_M8018:30:9,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.1563,0.371265172958374,0.1092,7,slow,1200.0,R8009_M8018,10,29.393010139465332,R8009_M8018:30:10,30
0,,0,,2,0,0,,0,,,,,,,2,1,,2,,465,0.1561,0.37953829765319824,0.0794,8,slow,1260.0,R8009_M8018,11,26.752604961395264,R8009_M8018:30:11,30
0,,0,,2,0,0,,0,1,,,,,,2,0,,,,,0.1608,0.4327690601348877,0.1608,17,recording_balanced_fast_overlay,1290.0,R8009_M8018,12,24.848350048065186,R8009_M8018:30:12,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,133,0.1372,0.41513705253601074,0.0995,7,slow,1470.0,R8009_M8018,13,23.579800844192505,R8009_M8018:30:13,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1243,0.37253785133361816,0.0771,7,slow,1590.0,R8009_M8018,14,25.930603742599487,R8009_M8018:30:14,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1031,0.39563488960266113,0.0313,9,slow,120.0,R8009_M8019,0,24.09962797164917,R8009_M8019:30:0,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1226,0.3745121955871582,0.0535,13,slow,300.0,R8009_M8019,1,22.524367809295654,R8009_M8019:30:1,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,52,0.1349,0.37712693214416504,0.0623,8,slow,450.0,R8009_M8019,2,23.86602807044983,R8009_M8019:30:2,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,392,0.1393,0.38078999519348145,0.0421,7,slow,780.0,R8009_M8019,3,25.59783387184143,R8009_M8019:30:3,30
0,,0,,1,0,0,,0,,,,,,,1,1,,,,,0.1446,0.3708982467651367,0.0798,8,slow,870.0,R8009_M8019,4,24.29362201690674,R8009_M8019:30:4,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,93,0.131,0.40117406845092773,0.0221,5,slow,1020.0,R8009_M8019,5,26.107136011123657,R8009_M8019:30:5,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1543,0.3757469654083252,0.0654,8,slow,1140.0,R8009_M8019,6,25.07767605781555,R8009_M8019:30:6,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1894,0.365293025970459,0.0875,8,slow,1200.0,R8009_M8019,7,26.39536476135254,R8009_M8019:30:7,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.0896,0.3605988025665283,0.0592,6,slow,1230.0,R8009_M8019,8,25.501492977142334,R8009_M8019:30:8,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,73,0.1286,0.36435508728027344,0.0953,9,slow,1290.0,R8009_M8019,9,25.703585863113403,R8009_M8019:30:9,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,52,0.0728,0.3583838939666748,0.0573,6,slow,1320.0,R8009_M8019,10,24.210108041763306,R8009_M8019:30:10,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,93,0.054,0.36325812339782715,0.0659,11,slow,1380.0,R8009_M8019,11,33.69448518753052,R8009_M8019:30:11,30
0,0,0,15,1,0,0,,1,,,1,1,0,13,1,0,0,,,,0.1292,0.35939598083496094,0.0158,28,rare_short_slow_rule_recover,1650.0,R8009_M8019,12,26.66541290283203,R8009_M8019:30:12,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1754,0.3647150993347168,0.0222,9,slow,1770.0,R8009_M8019,13,23.983201026916504,R8009_M8019:30:13,30
0,,0,,2,0,0,,0,,,,,,,2,1,,2,,146,0.1474,0.43913865089416504,0.088,12,slow,1890.0,R8009_M8019,14,23.701199054718018,R8009_M8019:30:14,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,93,0.1112,0.37763261795043945,0.0778,10,slow,60.0,R8009_M8020,0,24.977536916732788,R8009_M8020:30:0,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,113,0.1045,0.3692460060119629,0.0175,8,slow,120.0,R8009_M8020,1,24.65415072441101,R8009_M8020:30:1,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,133,0.0744,0.36428093910217285,0.0482,7,slow,150.0,R8009_M8020,2,24.872403860092163,R8009_M8020:30:2,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.2328,0.3441290855407715,0.1681,9,slow,360.0,R8009_M8020,3,23.588134765625,R8009_M8020:30:3,30
0,,0,,1,0,0,,0,,,,,,,1,1,,1,,93,0.0918,0.35888075828552246,0.0223,6,slow,540.0,R8009_M8020,4,27.66703224182129,R8009_M8020:30:4,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,73,0.105,0.3591649532318115,0.055,7,slow,690.0,R8009_M8020,5,24.504756927490234,R8009_M8020:30:5,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,133,0.1854,0.36258816719055176,0.0529,10,slow,720.0,R8009_M8020,6,24.64434814453125,R8009_M8020:30:6,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.1642,0.3680577278137207,0.042,12,slow,1050.0,R8009_M8020,7,27.252513885498047,R8009_M8020:30:7,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,133,0.1134,0.37407469749450684,0.0661,7,slow,1080.0,R8009_M8020,8,28.26235294342041,R8009_M8020:30:8,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,73,0.0744,0.37131500244140625,0.0189,7,slow,1170.0,R8009_M8020,9,28.096867084503174,R8009_M8020:30:9,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,93,0.1072,0.36793088912963867,0.0416,8,slow,1200.0,R8009_M8020,10,26.84298586845398,R8009_M8020:30:10,30
0,,0,,2,0,0,,0,,,,,,,2,1,,,,,0.0836,0.36492204666137695,0.0483,7,slow,1350.0,R8009_M8020,11,26.095556259155273,R8009_M8020:30:11,30
0,,0,,2,0,0,,0,,,,,,,2,1,,1,,32,0.3331,0.3610079288482666,0.0302,14,slow,1590.0,R8009_M8020,12,22.109567880630493,R8009_M8020:30:12,30
0,,0,,1,0,0,,0,,,,,,,1,1,,1,,93,0.1099,0.38489389419555664,0.0812,7,slow,1770.0,R8009_M8020,13,21.84627413749695,R8009_M8020:30:13,30
0,,0,,1,0,0,,0,,,,,,,1,1,,,,,0.1057,0.3636620044708252,0.0216,6,slow,1860.0,R8009_M8020,14,23.542829036712646,R8009_M8020:30:14,30
