expansion_role,recording_id,window_size,segment_idx,prior_bucket,existing_omni_result,audio,audio_exists,clip_start_sec,clip_sec,target_models,proxy_reasons,proxy_score,prior_omni_risks,source_artifacts
new_runtime_proxy_window,R8008_M8013,30,7,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,1,210.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_disagreement_high;cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long;slow_speech_much_longer_than_fast,19.257,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8011,30,9,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8011_MS806.wav,1,270.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_disagreement_high;cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long;slow_speech_much_longer_than_fast,17.546,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8011,30,2,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8011_MS806.wav,1,60.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_disagreement_high;cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long;slow_speech_much_longer_than_fast,17.237,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8001_M8004,30,6,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8001_M8004_MS801.wav,1,180.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long;slow_speech_much_longer_than_fast,11.901,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8001_M8004,30,8,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8001_M8004_MS801.wav,1,240.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long;slow_speech_much_longer_than_fast,9.021,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8008_M8013,30,8,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,1,240.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long,7.196,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8008_M8013,30,6,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,1,180.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long,7.162,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8011,30,8,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8011_MS806.wav,1,240.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long,6.955,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8001_M8004,30,11,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8001_M8004_MS801.wav,1,330.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long,6.459,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8011,30,1,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8011_MS806.wav,1,30.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;cross_model_speaker_count_mismatch;pred_speech_too_long,6.250,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8009_M8018,30,3,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,1,90.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;pred_speech_too_long,5.240,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8009_M8020,30,12,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,1,360.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;pred_speech_too_long,4.895,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8009_M8019,30,12,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,1,360.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;pred_speech_too_long,4.824,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8009_M8018,30,11,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,1,330.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;pred_speech_too_long,4.821,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8009_M8018,30,6,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,1,180.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;pred_speech_too_long,4.776,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8010,30,1,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8010_MS803.wav,1,30.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,4.736,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8008_M8013,30,13,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,1,390.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;pred_speech_too_long,4.713,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8003_M8001,30,9,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,1,270.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap;pred_speech_too_long,4.596,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8010,30,7,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8010_MS803.wav,1,210.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,4.235,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8009_M8019,30,7,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,1,210.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap,4.216,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8010,30,6,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8010_MS803.wav,1,180.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,4.087,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8003_M8001,30,11,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,1,330.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,4.073,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8008_M8013,30,11,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,1,330.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,4.049,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8009_M8020,30,3,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,1,90.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_segment_count_gap,3.960,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8010,30,13,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8010_MS803.wav,1,390.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.953,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8010,30,8,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8010_MS803.wav,1,240.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.915,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8010,30,3,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8010_MS803.wav,1,90.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.837,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8003_M8001,30,8,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,1,240.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.769,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8003_M8001,30,14,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,1,420.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.707,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8007_M8011,30,11,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8007_M8011_MS806.wav,1,330.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.675,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8003_M8001,30,7,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,1,210.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.603,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8003_M8001,30,0,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,1,0.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.581,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
new_runtime_proxy_window,R8008_M8013,30,5,runtime_proxy,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,1,150.0,8.0,qwen3.5-omni-flash;qwen3.5-omni-plus-2026-03-15,cross_model_speaker_count_mismatch;pred_speech_too_long,3.440,,outputs/deployable_abnormal_windows/sortformer_diarizen_120_proxy.csv
