base_der,beats_base,beats_slow,choice_counts,delta_vs_base,delta_vs_base_pp,delta_vs_slow,delta_vs_slow_pp,description,feature_a,feature_b,final_der,op_a,op_b,overlay_losses_vs_base,overlay_wins_vs_base,policy_id,policy_kind,selected,selected_window_details,selected_windows,slow_der,threshold_a,threshold_b,true_variant,windows
0.16590083333333333,True,True,"{'slow_base': 116, 'fast_base': 1, 'rule_recover_uncovered_only': 3}",0.0003508333333332725,0.03508333333332725,0.0032591666666666186,0.32591666666666186,fast_audio_speech_overrun_sec <= 9.6 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.16555000000000006,<=,<=,1,2,if_fast_audio_speech_overrun_sec_<=_9.6_AND_seg_diff_<=_-8_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,3,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8018:30:3', 'base_variant': 'slow_base', 'base_der': 0.2049, 'overlay_der': 0.2013, 'delta_vs_base_pp': 0.3599999999999992}, {'window_id': 'R8009_M8020:30:3', 'base_variant': 'slow_base', 'base_der': 0.1681, 'overlay_der': 0.2146, 'delta_vs_base_pp': -4.650000000000001}]",3,0.16880916666666668,9.599999999999996,-8.0,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 116, 'fast_base': 1, 'rule_recover_policy_sweep_best': 3}",0.0003508333333332725,0.03508333333332725,0.0032591666666666186,0.32591666666666186,fast_audio_speech_overrun_sec <= 9.6 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.16555000000000006,<=,<=,1,2,if_fast_audio_speech_overrun_sec_<=_9.6_AND_seg_diff_<=_-8_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,3,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8018:30:3', 'base_variant': 'slow_base', 'base_der': 0.2049, 'overlay_der': 0.2013, 'delta_vs_base_pp': 0.3599999999999992}, {'window_id': 'R8009_M8020:30:3', 'base_variant': 'slow_base', 'base_der': 0.1681, 'overlay_der': 0.2146, 'delta_vs_base_pp': -4.650000000000001}]",3,0.16880916666666668,9.599999999999996,-8.0,rule_recover_policy_sweep_best,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_uncovered_only': 2}",0.000320833333333298,0.0320833333333298,0.003229166666666644,0.3229166666666644,fast_audio_speech_overrun_sec <= 7.4 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.16558000000000003,<=,<=,1,1,if_fast_audio_speech_overrun_sec_<=_7.4_AND_seg_diff_<=_-8_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:3', 'base_variant': 'slow_base', 'base_der': 0.1681, 'overlay_der': 0.2146, 'delta_vs_base_pp': -4.650000000000001}]",2,0.16880916666666668,7.400000000000011,-8.0,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_policy_sweep_best': 2}",0.000320833333333298,0.0320833333333298,0.003229166666666644,0.3229166666666644,fast_audio_speech_overrun_sec <= 7.4 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.16558000000000003,<=,<=,1,1,if_fast_audio_speech_overrun_sec_<=_7.4_AND_seg_diff_<=_-8_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:3', 'base_variant': 'slow_base', 'base_der': 0.1681, 'overlay_der': 0.2146, 'delta_vs_base_pp': -4.650000000000001}]",2,0.16880916666666668,7.400000000000011,-8.0,rule_recover_policy_sweep_best,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_matched_label': 2}",0.000305833333333283,0.0305833333333283,0.003214166666666629,0.3214166666666629,fast_audio_speech_overrun_sec <= 7.4 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.16559500000000005,<=,<=,1,1,if_fast_audio_speech_overrun_sec_<=_7.4_AND_seg_diff_<=_-8_then_rule_recover_matched_label_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:3', 'base_variant': 'slow_base', 'base_der': 0.1681, 'overlay_der': 0.2164, 'delta_vs_base_pp': -4.830000000000001}]",2,0.16880916666666668,7.400000000000011,-8.0,rule_recover_matched_label,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_uncovered_only': 2}",0.0002458333333332785,0.02458333333332785,0.0031541666666666246,0.31541666666666246,audio_channel_activity_mean >= 3.7145 AND slow_audio_speech_ratio <= 1.98478,audio_channel_activity_mean,slow_audio_speech_ratio,0.16565500000000005,>=,<=,1,1,if_audio_channel_activity_mean_>=_3.7145_AND_slow_audio_speech_ratio_<=_1.98478_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:9', 'base_variant': 'slow_base', 'base_der': 0.0189, 'overlay_der': 0.0744, 'delta_vs_base_pp': -5.549999999999999}]",2,0.16880916666666668,3.7145,1.9847750865051903,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_matched_label': 2}",0.0002458333333332785,0.02458333333332785,0.0031541666666666246,0.31541666666666246,audio_channel_activity_mean >= 3.7145 AND slow_audio_speech_ratio <= 1.98478,audio_channel_activity_mean,slow_audio_speech_ratio,0.16565500000000005,>=,<=,1,1,if_audio_channel_activity_mean_>=_3.7145_AND_slow_audio_speech_ratio_<=_1.98478_then_rule_recover_matched_label_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:9', 'base_variant': 'slow_base', 'base_der': 0.0189, 'overlay_der': 0.0744, 'delta_vs_base_pp': -5.549999999999999}]",2,0.16880916666666668,3.7145,1.9847750865051903,rule_recover_matched_label,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_policy_sweep_best': 2}",0.0002458333333332785,0.02458333333332785,0.0031541666666666246,0.31541666666666246,audio_channel_activity_mean >= 3.7145 AND slow_audio_speech_ratio <= 1.98478,audio_channel_activity_mean,slow_audio_speech_ratio,0.16565500000000005,>=,<=,1,1,if_audio_channel_activity_mean_>=_3.7145_AND_slow_audio_speech_ratio_<=_1.98478_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:9', 'base_variant': 'slow_base', 'base_der': 0.0189, 'overlay_der': 0.0744, 'delta_vs_base_pp': -5.549999999999999}]",2,0.16880916666666668,3.7145,1.9847750865051903,rule_recover_policy_sweep_best,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 3}",0.00023499999999998522,0.023499999999998522,0.0031433333333333313,0.31433333333333313,audio_speech_sec >= 17.4,audio_speech_sec,,0.16566583333333335,>=,,1,1,if_audio_speech_sec_>=_17.4_then_fast_base_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8003_M8001:30:6', 'base_variant': 'slow_base', 'base_der': 0.0578, 'overlay_der': 0.0887, 'delta_vs_base_pp': -3.0900000000000003}, {'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3675, 'delta_vs_base_pp': 5.909999999999998}]",2,0.16880916666666668,17.4,,fast_base,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_uncovered_only': 2}",0.0001724999999999921,0.01724999999999921,0.003080833333333338,0.3080833333333338,slow_segments <= 3,slow_segments,,0.16572833333333334,<=,,0,2,if_slow_segments_<=_3_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:0', 'base_variant': 'slow_base', 'base_der': 0.0324, 'overlay_der': 0.0292, 'delta_vs_base_pp': 0.3199999999999998}, {'window_id': 'R8009_M8019:30:12', 'base_variant': 'slow_base', 'base_der': 0.0333, 'overlay_der': 0.0158, 'delta_vs_base_pp': 1.7500000000000002}]",2,0.16880916666666668,3.0,,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_matched_label': 2}",0.0001724999999999921,0.01724999999999921,0.003080833333333338,0.3080833333333338,slow_segments <= 3,slow_segments,,0.16572833333333334,<=,,0,2,if_slow_segments_<=_3_then_rule_recover_matched_label_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:0', 'base_variant': 'slow_base', 'base_der': 0.0324, 'overlay_der': 0.0292, 'delta_vs_base_pp': 0.3199999999999998}, {'window_id': 'R8009_M8019:30:12', 'base_variant': 'slow_base', 'base_der': 0.0333, 'overlay_der': 0.0158, 'delta_vs_base_pp': 1.7500000000000002}]",2,0.16880916666666668,3.0,,rule_recover_matched_label,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_policy_sweep_best': 2}",0.0001724999999999921,0.01724999999999921,0.003080833333333338,0.3080833333333338,slow_segments <= 3,slow_segments,,0.16572833333333334,<=,,0,2,if_slow_segments_<=_3_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:0', 'base_variant': 'slow_base', 'base_der': 0.0324, 'overlay_der': 0.0292, 'delta_vs_base_pp': 0.3199999999999998}, {'window_id': 'R8009_M8019:30:12', 'base_variant': 'slow_base', 'base_der': 0.0333, 'overlay_der': 0.0158, 'delta_vs_base_pp': 1.7500000000000002}]",2,0.16880916666666668,3.0,,rule_recover_policy_sweep_best,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_uncovered_only': 2}",0.0001616666666666433,0.01616666666666433,0.0030699999999999894,0.30699999999999894,audio_channel_activity_mean >= 3.7485 AND slow_audio_speech_overrun_sec <= 14.23,audio_channel_activity_mean,slow_audio_speech_overrun_sec,0.1657391666666667,>=,<=,1,1,if_audio_channel_activity_mean_>=_3.7485_AND_slow_audio_speech_overrun_sec_<=_14.23_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:10', 'base_variant': 'slow_base', 'base_der': 0.0416, 'overlay_der': 0.1072, 'delta_vs_base_pp': -6.5600000000000005}]",2,0.16880916666666668,3.7485,14.23,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_matched_label': 2}",0.0001616666666666433,0.01616666666666433,0.0030699999999999894,0.30699999999999894,audio_channel_activity_mean >= 3.7485 AND slow_audio_speech_overrun_sec <= 14.23,audio_channel_activity_mean,slow_audio_speech_overrun_sec,0.1657391666666667,>=,<=,1,1,if_audio_channel_activity_mean_>=_3.7485_AND_slow_audio_speech_overrun_sec_<=_14.23_then_rule_recover_matched_label_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:10', 'base_variant': 'slow_base', 'base_der': 0.0416, 'overlay_der': 0.1072, 'delta_vs_base_pp': -6.5600000000000005}]",2,0.16880916666666668,3.7485,14.23,rule_recover_matched_label,120
0.16590083333333333,True,True,"{'slow_base': 117, 'fast_base': 1, 'rule_recover_policy_sweep_best': 2}",0.0001616666666666433,0.01616666666666433,0.0030699999999999894,0.30699999999999894,audio_channel_activity_mean >= 3.7485 AND slow_audio_speech_overrun_sec <= 14.23,audio_channel_activity_mean,slow_audio_speech_overrun_sec,0.1657391666666667,>=,<=,1,1,if_audio_channel_activity_mean_>=_3.7485_AND_slow_audio_speech_overrun_sec_<=_14.23_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:10', 'base_variant': 'slow_base', 'base_der': 0.0416, 'overlay_der': 0.1072, 'delta_vs_base_pp': -6.5600000000000005}]",2,0.16880916666666668,3.7485,14.23,rule_recover_policy_sweep_best,120
0.16590083333333333,True,True,"{'slow_base': 116, 'rule_recover_uncovered_only': 3, 'fast_base': 1}",0.0001533333333333109,0.01533333333333109,0.003061666666666657,0.3061666666666657,seg_diff <= -7 AND slow_audio_speech_ratio <= 1.98478,seg_diff,slow_audio_speech_ratio,0.16574750000000002,<=,<=,2,1,if_seg_diff_<=_-7_AND_slow_audio_speech_ratio_<=_1.98478_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,3,"[{'window_id': 'R8003_M8001:30:1', 'base_variant': 'slow_base', 'base_der': 0.0272, 'overlay_der': 0.0473, 'delta_vs_base_pp': -2.0100000000000002}, {'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:3', 'base_variant': 'slow_base', 'base_der': 0.1681, 'overlay_der': 0.2146, 'delta_vs_base_pp': -4.650000000000001}]",3,0.16880916666666668,-7.0,1.9847750865051903,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 116, 'rule_recover_policy_sweep_best': 3, 'fast_base': 1}",0.0001533333333333109,0.01533333333333109,0.003061666666666657,0.3061666666666657,seg_diff <= -7 AND slow_audio_speech_ratio <= 1.98478,seg_diff,slow_audio_speech_ratio,0.16574750000000002,<=,<=,2,1,if_seg_diff_<=_-7_AND_slow_audio_speech_ratio_<=_1.98478_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,3,"[{'window_id': 'R8003_M8001:30:1', 'base_variant': 'slow_base', 'base_der': 0.0272, 'overlay_der': 0.0473, 'delta_vs_base_pp': -2.0100000000000002}, {'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}, {'window_id': 'R8009_M8020:30:3', 'base_variant': 'slow_base', 'base_der': 0.1681, 'overlay_der': 0.2146, 'delta_vs_base_pp': -4.650000000000001}]",3,0.16880916666666668,-7.0,1.9847750865051903,rule_recover_policy_sweep_best,120
0.16590083333333333,True,True,"{'slow_base': 117, 'rule_recover_uncovered_only': 2, 'fast_base': 1}",0.00014999999999998348,0.014999999999998348,0.0030583333333333296,0.30583333333333296,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.68,audio_max_speech_sec,audio_speech_sec,0.16575083333333335,>=,>=,1,1,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.68_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8003_M8001:30:8', 'base_variant': 'slow_base', 'base_der': 0.361, 'overlay_der': 0.428, 'delta_vs_base_pp': -6.7}, {'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}]",2,0.16880916666666668,18.25,16.68,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 117, 'rule_recover_matched_label': 2, 'fast_base': 1}",0.00014999999999998348,0.014999999999998348,0.0030583333333333296,0.30583333333333296,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.68,audio_max_speech_sec,audio_speech_sec,0.16575083333333335,>=,>=,1,1,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.68_then_rule_recover_matched_label_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8003_M8001:30:8', 'base_variant': 'slow_base', 'base_der': 0.361, 'overlay_der': 0.428, 'delta_vs_base_pp': -6.7}, {'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}]",2,0.16880916666666668,18.25,16.68,rule_recover_matched_label,120
0.16590083333333333,True,True,"{'slow_base': 117, 'rule_recover_policy_sweep_best': 2, 'fast_base': 1}",0.00014999999999998348,0.014999999999998348,0.0030583333333333296,0.30583333333333296,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.68,audio_max_speech_sec,audio_speech_sec,0.16575083333333335,>=,>=,1,1,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.68_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,2,"[{'window_id': 'R8003_M8001:30:8', 'base_variant': 'slow_base', 'base_der': 0.361, 'overlay_der': 0.428, 'delta_vs_base_pp': -6.7}, {'window_id': 'R8007_M8011:30:8', 'base_variant': 'slow_base', 'base_der': 0.4266, 'overlay_der': 0.3416, 'delta_vs_base_pp': 8.499999999999996}]",2,0.16880916666666668,18.25,16.68,rule_recover_policy_sweep_best,120
0.16590083333333333,True,True,"{'slow_base': 118, 'fast_base': 1, 'rule_recover_uncovered_only': 1}",0.00014583333333334503,0.014583333333334503,0.003054166666666691,0.3054166666666691,slow_segments <= 2,slow_segments,,0.16575499999999999,<=,,0,1,if_slow_segments_<=_2_then_rule_recover_uncovered_only_else_default_guarded_selector,rare_overlay,1,"[{'window_id': 'R8009_M8019:30:12', 'base_variant': 'slow_base', 'base_der': 0.0333, 'overlay_der': 0.0158, 'delta_vs_base_pp': 1.7500000000000002}]",1,0.16880916666666668,2.0,,rule_recover_uncovered_only,120
0.16590083333333333,True,True,"{'slow_base': 118, 'fast_base': 1, 'rule_recover_matched_label': 1}",0.00014583333333334503,0.014583333333334503,0.003054166666666691,0.3054166666666691,slow_segments <= 2,slow_segments,,0.16575499999999999,<=,,0,1,if_slow_segments_<=_2_then_rule_recover_matched_label_else_default_guarded_selector,rare_overlay,1,"[{'window_id': 'R8009_M8019:30:12', 'base_variant': 'slow_base', 'base_der': 0.0333, 'overlay_der': 0.0158, 'delta_vs_base_pp': 1.7500000000000002}]",1,0.16880916666666668,2.0,,rule_recover_matched_label,120
0.16590083333333333,True,True,"{'slow_base': 118, 'fast_base': 1, 'rule_recover_policy_sweep_best': 1}",0.00014583333333334503,0.014583333333334503,0.003054166666666691,0.3054166666666691,slow_segments <= 2,slow_segments,,0.16575499999999999,<=,,0,1,if_slow_segments_<=_2_then_rule_recover_policy_sweep_best_else_default_guarded_selector,rare_overlay,1,"[{'window_id': 'R8009_M8019:30:12', 'base_variant': 'slow_base', 'base_der': 0.0333, 'overlay_der': 0.0158, 'delta_vs_base_pp': 1.7500000000000002}]",1,0.16880916666666668,2.0,,rule_recover_policy_sweep_best,120
