recording_id,window_size,segment_idx,fast_der,slow_der,fast_spk_count_pred,slow_spk_count_pred,gt_spk_count,fast_segments,slow_segments,fast_speech,slow_speech,gt_speech,fast_miss_sec,slow_recovers_fast_miss_sec,fast_miss_recovery_rate,fast_fa_sec,slow_suppresses_fast_fa_sec,fast_fa_suppression_rate,slow_added_fa_sec,fast_slow_disagreement_sec,fast_label_correct_overlap,slow_label_correct_overlap,label_correct_gain_sec,keep_fast_supported,boundary_fix_or_relabel,suppress_fast_candidate,recover_slow_segment,align_slow_segment
R8007_M8010,30,4,0.6182,0.2518,2,4,4,8,15,22.71,60.06000000000001,30.0,7.44,7.44,1.0,0.0,0.0,0.0,0.0,7.44,22.68,48.88999999999999,26.209999999999994,0,8,0,3,12
R8007_M8010,30,5,0.2196,0.2146,3,3,4,12,15,33.99,41.38,29.68,0.14,0.14,1.0,0.3,0.0,0.0,0.02,0.28,31.589999999999996,34.207499999999996,2.6174999999999997,2,10,0,0,15
R8007_M8011,30,0,0.0735,0.0363,2,2,2,6,6,31.27,30.299999999999997,28.0,0.08,0.08,1.0,1.44,1.08,0.7500000000000001,0.08,1.3,29.319999999999993,29.222499999999997,-0.09749999999999659,4,1,1,0,6
R8007_M8011,30,1,0.2167,0.1175,3,3,4,11,7,27.999999999999993,32.67999999999999,30.0,2.56,1.82,0.7109375,0.0,0.0,0.0,0.0,2.06,27.839999999999993,31.542499999999997,3.702500000000004,3,8,0,0,7
R8007_M8011,30,2,0.1737,0.2064,3,2,4,4,5,33.510000000000005,34.84,29.46,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,29.680000000000007,28.315000000000005,-1.365000000000002,1,3,0,0,5
R8007_M8011,30,3,0.1463,0.1179,2,2,3,5,9,32.15,36.02,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,31.46,33.4,1.9399999999999977,1,4,0,0,9
R8007_M8011,30,4,0.1864,0.1598,2,3,4,4,9,33.51,36.980000000000004,29.52,0.0,0.0,0.0,0.48,0.4,0.8333333333333334,0.0,0.44,29.95,31.575,1.625,1,3,0,0,9
R8007_M8011,30,5,0.3675,0.4266,3,2,4,20,12,26.549999999999986,32.36,26.560000000000002,3.64,2.7800000000000002,0.7637362637362638,0.2,0.0,0.0,1.58,4.38,21.169999999999987,20.190000000000005,-0.9799999999999827,5,15,0,1,11
R8008_M8013,30,0,0.1248,0.0864,1,2,3,4,6,27.509999999999998,26.62,27.94,1.46,0.06,0.0410958904109589,1.04,0.8,0.7692307692307693,0.0,1.3,25.749999999999996,25.987500000000004,0.23750000000000782,3,1,0,0,6
R8008_M8013,30,1,0.1593,0.0697,4,3,3,7,8,27.27,30.04,27.2,0.9400000000000001,0.5,0.5319148936170213,0.9400000000000001,0.7000000000000001,0.7446808510638299,0.12,1.32,25.09,28.165000000000003,3.075000000000003,5,2,0,0,8
R8008_M8013,30,2,0.2364,0.2264,3,2,3,10,10,25.91,28.06,22.580000000000002,0.34,0.34,1.0,2.18,1.76,0.8073394495412843,0.24,2.36,23.419999999999998,22.125,-1.2949999999999982,2,8,0,1,9
R8008_M8013,30,3,0.1833,0.2211,3,2,3,14,5,25.029999999999998,30.96,28.060000000000002,3.16,2.98,0.9430379746835442,0.16,0.0,0.0,1.28,4.44,24.369999999999994,25.0475,0.6775000000000055,0,14,0,2,3
R8008_M8013,30,4,0.1157,0.0903,2,3,3,4,5,28.069999999999997,27.86,26.44,0.0,0.0,0.0,1.48,0.54,0.3648648648648649,0.02,0.56,25.78,26.0975,0.317499999999999,3,1,0,0,5
R8008_M8013,30,5,0.4052,0.1133,3,3,3,12,14,25.75,42.94,29.22,3.8000000000000003,3.8000000000000003,1.0,0.2,0.16,0.7999999999999999,0.14,4.1,25.290000000000003,39.8875,14.5975,2,10,0,2,12
R8008_M8013,30,6,0.3496,0.1515,3,3,3,8,13,18.640000000000004,22.800000000000004,22.16,4.26,3.36,0.7887323943661972,0.74,0.56,0.7567567567567568,0.5,5.4,16.71,21.622499999999995,4.912499999999994,3,4,1,5,8
R8008_M8013,30,7,0.4067,0.1745,2,3,3,6,11,30.15,36.34,28.44,0.0,0.0,0.0,1.0,0.4,0.4,0.0,0.42,22.729999999999997,31.8025,9.072500000000002,1,5,0,0,11
R8008_M8013,30,8,0.5091,0.4234,2,3,3,7,23,29.83,40.219999999999985,29.34,0.16,0.16,1.0,0.66,0.26,0.3939393939393939,0.0,0.42,20.4,25.792499999999997,5.392499999999998,0,7,0,1,22
R8008_M8013,30,9,0.1744,0.1044,2,3,3,12,12,29.349999999999998,32.56,27.580000000000002,0.3,0.28,0.9333333333333335,0.96,0.48,0.5,0.02,1.06,26.609999999999996,29.499999999999996,2.8900000000000006,0,12,0,0,12
R8009_M8018,30,0,0.2397,0.2049,2,2,2,16,7,21.109999999999996,28.799999999999994,25.1,4.46,4.46,1.0,0.52,0.0,0.0,1.74,6.2,20.559999999999995,23.87249999999999,3.3124999999999964,1,15,0,3,4
R8009_M8018,30,1,0.1084,0.1004,2,2,2,6,5,25.509999999999998,24.580000000000002,24.080000000000002,0.4,0.4,1.0,1.76,0.62,0.3522727272727273,0.12,1.82,23.679999999999996,23.3325,-0.3474999999999966,2,4,0,0,5
R8009_M8018,30,2,0.1196,0.0848,2,2,2,5,6,28.549999999999997,30.140000000000004,27.68,0.52,0.52,1.0,0.9400000000000001,0.6,0.6382978723404255,0.26,1.3800000000000001,27.42,28.667499999999997,1.2474999999999952,3,2,0,0,6
R8009_M8018,30,3,0.1907,0.1306,2,2,2,18,10,27.669999999999995,30.820000000000004,25.88,2.06,1.8,0.8737864077669902,1.3800000000000001,0.9,0.6521739130434783,0.98,3.7800000000000002,25.779999999999994,28.004999999999995,2.2250000000000014,3,15,0,1,9
R8009_M8018,30,4,0.1271,0.1103,2,2,2,13,8,28.149999999999988,30.020000000000007,27.88,1.32,1.32,1.0,0.64,0.12,0.1875,0.8,2.74,27.42999999999999,28.622499999999995,1.192500000000006,1,12,0,1,7
R8009_M8019,30,0,0.0793,0.0381,2,2,2,6,7,24.309999999999995,24.980000000000004,21.42,0.42,0.42,1.0,0.92,0.6,0.6521739130434782,0.3,1.32,23.179999999999996,23.9875,0.8075000000000045,4,2,0,0,7
R8009_M8019,30,1,0.1577,0.069,2,2,2,13,11,28.549999999999997,30.38,25.34,1.92,1.92,1.0,0.6,0.58,0.9666666666666667,0.14,2.9,27.629999999999992,29.8825,2.2525000000000084,7,6,0,0,11
R8009_M8019,30,2,0.1286,0.0952,2,2,2,7,9,35.59,35.92,28.18,0.3,0.3,1.0,1.16,1.04,0.8965517241379312,0.26,1.94,33.07000000000001,33.785000000000004,0.7149999999999963,1,6,0,0,9
R8009_M8019,30,3,0.0979,0.027,2,2,2,8,8,25.349999999999998,25.459999999999994,25.16,1.04,0.9400000000000001,0.9038461538461539,1.0,0.92,0.92,0.14,2.24,24.149999999999995,25.06,0.9100000000000037,7,1,0,0,8
R8009_M8020,30,0,0.1043,0.0659,2,2,2,8,8,30.15,29.699999999999992,28.54,0.62,0.46,0.7419354838709677,0.96,0.74,0.7708333333333334,0.08,1.84,29.0,29.4075,0.40749999999999886,5,1,2,0,8
R8009_M8020,30,1,0.1243,0.078,2,2,2,6,7,31.27,31.06,28.1,0.36,0.36,1.0,1.06,0.88,0.830188679245283,0.1,1.6,30.08,30.7375,0.6575000000000024,2,4,0,0,7
R8009_M8020,30,2,0.0887,0.0669,1,1,2,2,4,27.989999999999995,27.419999999999998,27.580000000000002,0.2,0.2,1.0,0.62,0.54,0.870967741935484,0.04,1.12,27.029999999999998,27.145,0.11500000000000199,1,1,0,0,4
R8009_M8020,30,3,0.3142,0.0724,2,2,2,4,9,25.189999999999998,31.9,28.080000000000002,3.9,3.86,0.9897435897435898,1.02,0.76,0.7450980392156863,0.0,4.66,24.16,31.597500000000004,7.4375000000000036,1,3,0,1,8
R8009_M8020,30,4,0.0836,0.0484,2,2,2,8,7,29.349999999999998,29.659999999999997,27.900000000000002,0.6,0.42,0.7,0.4,0.34,0.85,0.04,1.04,28.480000000000004,29.1775,0.6974999999999945,5,3,0,0,7
