recording_id,window_size,segment_idx,fast_der,slow_der,fast_spk_count_pred,slow_spk_count_pred,gt_spk_count,fast_segments,slow_segments,fast_speech,slow_speech,gt_speech,fast_miss_sec,slow_recovers_fast_miss_sec,fast_miss_recovery_rate,fast_fa_sec,slow_suppresses_fast_fa_sec,fast_fa_suppression_rate,slow_added_fa_sec,fast_slow_disagreement_sec,fast_label_correct_overlap,slow_label_correct_overlap,label_correct_gain_sec,keep_fast_supported,boundary_fix_or_relabel,suppress_fast_candidate,recover_slow_segment,align_slow_segment
R8001_M8004,30,12,0.9249,0.3042,1,4,4,2,12,3.84,48.959999999999994,29.34,25.5,25.38,0.9952941176470588,0.0,0.0,0.0,0.02,25.400000000000002,3.84,36.49000000000001,32.650000000000006,0,2,0,11,1
R8001_M8004,30,13,0.4297,0.1448,2,4,4,15,18,19.75,32.75999999999999,27.900000000000002,8.22,6.76,0.8223844282238442,0.1,0.0,0.0,0.12,6.88,19.49,30.46249999999999,10.972499999999993,3,12,0,6,12
R8001_M8004,30,14,0.2083,0.1409,3,3,4,14,13,36.14999999999999,38.040000000000006,28.64,1.26,0.44,0.3492063492063492,0.46,0.14,0.30434782608695654,0.42,1.02,32.99,34.88250000000001,1.8925000000000054,4,10,0,0,13
R8003_M8001,30,0,0.2002,0.1029,2,3,3,16,11,28.15,32.66,29.54,3.44,2.36,0.686046511627907,0.04,0.04,1.0,0.02,2.46,26.880000000000006,30.247500000000006,3.3674999999999997,2,14,0,1,10
R8003_M8001,30,1,0.107,0.0272,2,2,3,13,6,28.07,31.400000000000002,28.86,2.2800000000000002,2.2800000000000002,1.0,0.06,0.06,1.0,0.12,2.48,28.009999999999998,30.8275,2.8175000000000026,1,12,0,1,5
R8003_M8001,30,2,0.219,0.0838,3,3,3,18,12,34.540000000000006,40.7,29.560000000000002,1.52,1.52,1.0,0.12,0.12,1.0,0.08,1.86,33.0,38.760000000000005,5.760000000000005,1,17,0,1,11
R8003_M8001,30,3,0.0888,0.0279,2,3,3,8,10,29.11,31.140000000000004,28.82,1.74,1.74,1.0,0.2,0.2,1.0,0.04,2.02,28.559999999999995,30.395000000000007,1.8350000000000115,3,5,0,3,7
R8003_M8001,30,4,0.1873,0.1033,3,3,3,13,12,32.16,38.67999999999999,29.7,1.02,0.54,0.5294117647058824,0.1,0.04,0.39999999999999997,0.0,0.72,31.380000000000003,35.662499999999994,4.282499999999992,1,12,0,0,12
R8003_M8001,30,5,0.1656,0.0739,4,4,4,15,12,28.14999999999999,30.98,27.48,2.46,1.92,0.7804878048780488,0.5,0.24,0.48,0.2,2.38,26.599999999999994,29.250000000000004,2.6500000000000092,3,12,0,1,11
R8003_M8001,30,6,0.0887,0.0578,3,3,3,5,7,31.749999999999996,30.719999999999995,27.76,0.0,0.0,0.0,1.2,0.74,0.6166666666666667,0.0,1.16,30.149999999999995,30.0525,-0.09749999999999659,3,2,0,0,7
R8003_M8001,30,7,0.2255,0.1496,2,3,4,15,9,28.54,32.599999999999994,27.16,1.84,1.82,0.9891304347826086,0.14,0.08,0.5714285714285714,0.68,2.58,27.520000000000003,30.695,3.174999999999997,1,14,0,1,8
R8003_M8001,30,8,0.428,0.361,2,3,4,13,20,29.51,41.8,25.98,1.44,1.28,0.888888888888889,2.6,0.38,0.14615384615384616,0.14,1.8800000000000001,24.400000000000002,29.612500000000004,5.212500000000002,4,9,0,3,17
R8003_M8001,30,9,3.2459,3.5949,2,2,2,14,5,24.790000000000003,29.38,6.68,0.74,0.74,1.0,18.72,0.0,0.0,2.22,2.98,3.7900000000000005,4.997499999999997,1.2074999999999965,0,14,0,1,4
R8003_M8001,30,10,0.2419,0.1407,3,3,4,18,15,32.31999999999999,39.18,27.92,1.62,1.26,0.7777777777777777,0.44,0.06,0.13636363636363635,0.84,2.64,30.639999999999997,35.91,5.27,2,16,0,1,14
R8003_M8001,30,11,0.3036,0.1502,2,3,4,9,11,26.880000000000003,33.86,29.02,4.5600000000000005,4.54,0.9956140350877192,0.28,0.0,0.0,0.18,4.72,24.919999999999998,30.8475,5.927500000000002,3,6,0,7,4
R8003_M8001,30,12,0.1688,0.0683,3,3,4,15,8,25.509999999999994,29.880000000000003,27.52,3.36,3.24,0.9642857142857144,0.32,0.14,0.43750000000000006,0.0,3.44,24.709999999999994,28.490000000000002,3.7800000000000082,3,12,0,1,7
R8003_M8001,30,13,0.3855,0.2382,3,3,3,8,11,21.600000000000005,34.51999999999998,28.22,8.16,7.42,0.9093137254901961,0.18,0.1,0.5555555555555556,0.0,7.6000000000000005,20.920000000000005,27.5325,6.612499999999994,2,6,0,4,7
R8003_M8001,30,14,0.751,0.5534,2,3,4,13,7,24.64,30.34,17.54,1.08,0.86,0.7962962962962963,7.96,0.14,0.017587939698492466,2.46,3.48,13.200000000000003,19.787499999999998,6.587499999999995,0,13,0,1,6
R8007_M8010,30,0,0.3145,0.1852,3,3,4,22,23,39.42,51.12000000000002,29.72,1.12,1.1,0.9821428571428571,0.28,0.28,1.0,0.0,1.42,36.81,44.49250000000001,7.6825000000000045,5,17,0,0,23
R8007_M8010,30,1,0.4751,0.2874,4,3,4,22,24,31.18,51.239999999999995,29.26,4.84,4.78,0.987603305785124,0.38,0.26,0.6842105263157895,0.04,5.14,28.639999999999993,39.5625,10.922500000000007,3,19,0,3,21
R8007_M8010,30,2,0.3188,0.2507,4,3,4,13,19,37.03000000000001,48.36,30.0,0.16,0.08,0.5,0.0,0.0,0.0,0.0,0.26,34.949999999999996,39.99499999999999,5.044999999999995,4,9,0,0,19
R8007_M8010,30,3,0.2936,0.2989,3,4,4,22,20,42.69999999999999,49.94000000000001,28.38,0.28,0.02,0.07142857142857142,0.3,0.1,0.33333333333333337,0.64,0.86,39.41,41.57750000000001,2.167500000000011,3,19,0,1,19
R8007_M8010,30,4,0.2709,0.2431,3,4,4,15,20,47.35,50.860000000000014,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,42.34,44.2825,1.9424999999999955,1,14,0,0,20
R8007_M8010,30,5,0.3657,0.2825,3,3,4,17,18,41.75,50.7,29.16,0.24,0.24,1.0,0.84,0.84,1.0,0.0,1.12,38.440000000000005,44.39250000000001,5.952500000000008,1,16,0,0,18
R8007_M8010,30,6,0.2658,0.1525,3,4,4,17,23,46.22999999999999,57.82000000000001,30.0,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.8,43.57999999999999,51.96249999999999,8.3825,1,16,0,0,23
R8007_M8010,30,7,0.4576,0.2928,4,3,4,19,13,38.709999999999994,60.31999999999999,30.0,1.12,1.12,1.0,0.0,0.0,0.0,0.0,1.12,37.36,50.047499999999985,12.687499999999986,0,19,0,2,11
R8007_M8010,30,8,0.2749,0.1964,3,4,4,23,21,45.75,53.59999999999999,29.16,0.18,0.18,1.0,0.46,0.38,0.8260869565217391,0.06,0.64,41.629999999999995,47.3575,5.727500000000006,4,19,0,0,21
R8007_M8010,30,9,0.3171,0.2386,3,3,4,15,15,43.739999999999995,46.08,29.5,0.02,0.02,1.0,0.12,0.12,1.0,0.02,0.34,36.54,39.535,2.9949999999999974,3,12,0,0,15
R8007_M8010,30,10,0.389,0.271,2,3,4,16,13,37.18999999999998,48.14,29.68,0.4,0.4,1.0,0.32,0.0,0.0,0.0,0.64,32.05999999999999,38.97999999999999,6.920000000000002,1,15,0,0,13
R8007_M8010,30,11,0.3472,0.1468,3,3,4,15,19,32.31,45.44000000000001,27.32,2.2,1.86,0.8454545454545455,0.26,0.24,0.923076923076923,0.1,2.2,30.659999999999997,40.60500000000001,9.945000000000014,3,12,0,2,17
R8007_M8010,30,12,0.3202,0.1915,3,4,4,14,19,40.38999999999999,48.2,29.42,0.0,0.0,0.0,0.58,0.4,0.6896551724137931,0.0,0.62,36.64,43.30500000000001,6.665000000000006,3,11,0,0,19
R8007_M8010,30,13,0.4425,0.2509,2,4,4,14,14,29.11,43.34,27.8,2.2800000000000002,2.2800000000000002,1.0,0.02,0.0,0.0,0.26,2.54,25.659999999999997,37.17,11.510000000000005,1,13,0,1,13
R8007_M8010,30,14,0.4443,0.369,3,3,4,22,17,47.64999999999999,51.739999999999995,29.76,0.48,0.48,1.0,0.24,0.0,0.0,0.0,0.48,34.349999999999994,36.15,1.8000000000000043,0,22,0,1,16
R8007_M8011,30,0,0.0292,0.0324,1,1,1,1,3,28.549999999999997,28.06,27.740000000000002,0.0,0.0,0.0,0.8200000000000001,0.3,0.3658536585365853,0.0,0.68,27.709999999999997,27.32,-0.389999999999997,0,1,0,0,3
R8007_M8011,30,1,0.2016,0.0897,3,4,4,3,14,29.990000000000002,35.58,28.86,0.0,0.0,0.0,1.06,0.24,0.22641509433962262,0.08,0.32,28.74,32.8275,4.087500000000002,3,0,0,0,14
R8007_M8011,30,2,0.5231,0.133,1,4,4,5,13,20.46999999999999,38.300000000000004,29.32,9.28,9.28,1.0,0.44,0.42,0.9545454545454545,0.06,9.8,19.489999999999995,35.57000000000001,16.080000000000013,2,3,0,5,8
R8007_M8011,30,3,0.3932,0.1798,3,3,4,7,7,27.269999999999992,37.760000000000005,29.62,2.7,2.7,1.0,0.38,0.0,0.0,0.0,2.7,22.659999999999993,31.3975,8.737500000000008,1,6,0,3,4
R8007_M8011,30,4,0.3474,0.2536,3,3,4,14,15,27.11,35.69999999999999,29.0,3.12,3.04,0.9743589743589743,0.48,0.46,0.9583333333333334,0.06,3.64,23.869999999999997,28.034999999999997,4.164999999999999,3,10,1,2,13
R8007_M8011,30,5,0.1944,0.0215,3,3,3,10,9,31.43,36.67999999999999,28.96,0.48,0.48,1.0,0.72,0.64,0.888888888888889,0.04,1.18,30.24,35.864999999999995,5.6249999999999964,3,7,0,0,9
R8007_M8011,30,6,0.1864,0.1598,2,3,4,4,9,33.51,36.980000000000004,29.52,0.0,0.0,0.0,0.48,0.4,0.8333333333333334,0.0,0.44,29.95,31.575,1.625,1,3,0,0,9
R8007_M8011,30,7,0.2778,0.198,3,3,4,9,13,31.830000000000002,40.17999999999999,29.22,0.52,0.5,0.9615384615384615,0.66,0.5,0.7575757575757576,0.04,1.04,29.139999999999997,33.2225,4.0825,1,8,0,0,13
R8007_M8011,30,8,0.3675,0.4266,3,2,4,20,12,26.549999999999986,32.36,26.560000000000002,3.64,2.7800000000000002,0.7637362637362638,0.2,0.0,0.0,1.58,4.38,21.169999999999987,20.190000000000005,-0.9799999999999827,5,15,0,1,11
R8007_M8011,30,9,0.5244,0.1406,1,3,4,4,12,18.799999999999997,40.14,29.68,10.88,10.88,1.0,0.0,0.0,0.0,0.16,11.040000000000001,18.63,35.084999999999994,16.454999999999995,0,4,0,5,7
R8007_M8011,30,10,0.4363,0.2697,2,3,4,12,17,34.629999999999995,37.440000000000005,28.48,0.08,0.02,0.25,0.88,0.62,0.7045454545454546,0.0,0.64,22.690000000000005,28.605,5.914999999999996,4,7,1,0,17
R8007_M8011,30,11,0.3306,0.1851,2,3,4,12,14,28.08,37.280000000000015,28.44,1.84,1.8,0.9782608695652174,0.54,0.36,0.6666666666666666,0.0,2.16,25.1,31.13,6.029999999999998,1,11,0,2,12
R8007_M8011,30,12,0.2557,0.1351,3,3,4,6,12,27.35,36.56,28.78,2.22,2.18,0.9819819819819819,0.42,0.0,0.0,0.54,2.72,26.910000000000004,32.39249999999999,5.4824999999999875,2,4,0,1,11
R8007_M8011,30,13,0.2478,0.1715,3,3,4,6,11,34.79,36.39999999999999,28.86,0.0,0.0,0.0,1.1400000000000001,0.44,0.38596491228070173,0.0,0.56,28.49,31.0225,2.5325000000000024,3,3,0,0,11
R8007_M8011,30,14,0.2101,0.074,2,3,3,2,6,30.23,39.22,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.23,36.165000000000006,5.935000000000006,1,1,0,0,6
R8008_M8013,30,0,0.1221,0.0368,3,3,3,11,8,27.829999999999995,31.179999999999996,28.64,1.48,1.48,1.0,0.52,0.0,0.0,0.18,1.6600000000000001,26.999999999999993,29.8225,2.8225000000000087,3,8,0,1,7
R8008_M8013,30,1,0.1723,0.0773,3,3,3,7,9,26.479999999999997,31.66,26.1,1.16,1.04,0.8965517241379312,1.1400000000000001,0.5,0.43859649122807015,0.98,2.52,25.269999999999996,29.395,4.1250000000000036,2,5,0,1,8
R8008_M8013,30,2,0.2364,0.2264,3,2,3,10,10,25.91,28.06,22.580000000000002,0.34,0.34,1.0,2.18,1.76,0.8073394495412843,0.24,2.36,23.419999999999998,22.125,-1.2949999999999982,2,8,0,1,9
R8008_M8013,30,3,0.1271,0.1117,1,2,3,1,8,29.99,30.72,28.3,0.0,0.0,0.0,1.7,0.26,0.15294117647058825,0.0,0.4,26.95,27.585,0.6350000000000016,0,1,0,0,8
R8008_M8013,30,4,0.2592,0.2039,2,2,3,6,8,27.989999999999995,31.119999999999997,27.5,0.62,0.62,1.0,1.12,0.96,0.857142857142857,0.06,1.82,23.82,25.305000000000003,1.485000000000003,1,5,0,0,8
R8008_M8013,30,5,0.3157,0.1516,3,4,3,12,16,33.58999999999999,38.4,28.88,0.7000000000000001,0.7000000000000001,1.0,0.14,0.06,0.4285714285714285,0.04,0.8,27.399999999999995,34.5225,7.122500000000006,3,9,0,0,16
R8008_M8013,30,6,0.4012,0.2471,2,3,3,12,22,25.270000000000003,35.099999999999994,26.560000000000002,3.84,3.72,0.9687500000000001,1.12,0.68,0.6071428571428571,0.46,4.96,21.290000000000003,24.137500000000006,2.8475000000000037,4,8,0,5,17
R8008_M8013,30,7,0.7929,0.159,1,3,3,4,16,7.200000000000002,37.09999999999999,26.86,19.66,19.66,1.0,0.0,0.0,0.0,0.44,20.1,7.159999999999999,32.74999999999999,25.589999999999993,1,3,0,13,3
R8008_M8013,30,8,0.4495,0.3288,2,3,3,16,24,22.389999999999993,33.839999999999996,25.86,4.48,4.3,0.9598214285714285,0.54,0.08,0.14814814814814814,0.92,5.34,17.56,24.63249999999999,7.072499999999991,5,11,0,4,20
R8008_M8013,30,9,0.1744,0.1044,2,3,3,12,12,29.349999999999998,32.56,27.580000000000002,0.3,0.28,0.9333333333333335,0.96,0.48,0.5,0.02,1.06,26.609999999999996,29.499999999999996,2.8900000000000006,0,12,0,0,12
R8008_M8013,30,10,0.2696,0.2261,3,3,3,12,11,24.950000000000003,24.72,22.7,0.88,0.24,0.2727272727272727,2.74,1.22,0.4452554744525547,0.6,2.74,21.06,21.4425,0.3825000000000003,5,7,0,0,11
R8008_M8013,30,11,0.2129,0.1771,1,3,3,6,10,23.59,31.700000000000003,26.080000000000002,2.82,2.72,0.9645390070921988,0.36,0.28,0.7777777777777779,1.96,4.96,22.86,26.735,3.875,1,5,0,3,7
R8008_M8013,30,12,0.2737,0.1399,2,4,3,2,8,29.669999999999998,34.7,29.8,0.3,0.3,1.0,0.2,0.18,0.8999999999999999,0.0,0.48,26.449999999999996,32.18750000000001,5.737500000000011,0,2,0,0,8
R8008_M8013,30,13,0.2971,0.2109,3,3,3,10,19,27.270000000000003,35.44,27.900000000000002,1.8,1.42,0.7888888888888889,0.86,0.1,0.11627906976744187,0.92,2.66,23.99,29.707499999999992,5.717499999999994,3,7,0,3,16
R8008_M8013,30,14,0.1964,0.0993,2,3,3,10,7,30.47,31.26,29.5,0.8200000000000001,0.44,0.5365853658536585,0.38,0.28,0.736842105263158,0.0,0.72,27.85000000000001,29.860000000000003,2.0099999999999945,1,9,0,1,6
R8009_M8018,30,0,0.1802,0.0875,2,2,2,14,8,25.829999999999995,29.96,27.14,2.64,2.64,1.0,0.22,0.0,0.0,0.46,3.1,25.409999999999997,28.862499999999997,3.4525000000000006,2,12,0,1,7
R8009_M8018,30,1,0.0757,0.0701,2,2,2,6,5,30.709999999999997,32.739999999999995,29.94,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,30.299999999999997,31.272499999999997,0.9725000000000001,2,4,0,0,5
R8009_M8018,30,2,0.1143,0.043,2,2,2,10,6,23.51,26.279999999999998,25.18,2.24,2.24,1.0,0.62,0.1,0.16129032258064518,0.42,2.7600000000000002,22.880000000000003,25.105,2.224999999999998,4,6,0,0,6
R8009_M8018,30,3,0.2397,0.2049,2,2,2,16,7,21.109999999999996,28.799999999999994,25.1,4.46,4.46,1.0,0.52,0.0,0.0,1.74,6.2,20.559999999999995,23.87249999999999,3.3124999999999964,1,15,0,3,4
R8009_M8018,30,4,0.1084,0.1004,2,2,2,6,5,25.509999999999998,24.580000000000002,24.080000000000002,0.4,0.4,1.0,1.76,0.62,0.3522727272727273,0.12,1.82,23.679999999999996,23.3325,-0.3474999999999966,2,4,0,0,5
R8009_M8018,30,5,0.1191,0.097,2,2,2,7,6,30.95,31.0,28.72,0.0,0.0,0.0,1.28,0.44,0.34375,0.0,0.76,28.719999999999995,29.224999999999998,0.5050000000000026,1,6,0,0,6
R8009_M8018,30,6,0.2232,0.0963,2,2,2,19,5,26.55,31.44,28.14,3.36,3.2800000000000002,0.9761904761904763,0.76,0.0,0.0,0.36,3.64,24.65,29.1025,4.452500000000001,1,18,0,2,3
R8009_M8018,30,7,0.1234,0.0939,2,2,2,11,4,25.509999999999987,27.419999999999998,26.78,2.06,1.58,0.7669902912621359,0.42,0.08,0.1904761904761905,0.54,2.2800000000000002,24.709999999999994,25.845000000000002,1.1350000000000087,2,8,1,0,4
R8009_M8018,30,8,0.1135,0.1073,2,2,2,7,5,27.590000000000007,30.340000000000007,27.72,0.74,0.74,1.0,0.46,0.3,0.6521739130434782,0.46,1.54,27.11,28.3825,1.2725000000000009,1,6,0,0,5
R8009_M8018,30,9,0.1494,0.1193,2,2,2,9,7,26.639999999999997,28.34,27.86,2.2800000000000002,1.52,0.6666666666666666,0.92,0.56,0.6086956521739131,0.5,2.92,25.699999999999992,26.559999999999995,0.860000000000003,3,5,1,0,7
R8009_M8018,30,10,0.1563,0.1092,2,2,2,13,7,29.189999999999998,32.419999999999995,28.28,1.8800000000000001,1.6600000000000001,0.8829787234042553,1.04,0.14,0.13461538461538464,0.44,2.44,27.900000000000002,29.962500000000002,2.0625,1,11,1,1,6
R8009_M8018,30,11,0.1561,0.0795,2,2,2,16,8,27.9,33.02,28.34,2.72,2.56,0.9411764705882353,0.1,0.0,0.0,0.4,3.6,27.439999999999998,30.9925,3.552500000000002,2,13,1,0,8
R8009_M8018,30,12,0.1608,0.1657,2,2,2,17,18,26.709999999999994,30.699999999999996,26.94,2.38,2.38,1.0,0.2,0.0,0.0,1.1,3.48,25.859999999999996,27.459999999999997,1.6000000000000014,8,9,0,0,18
R8009_M8018,30,13,0.1372,0.0994,2,2,2,13,7,29.189999999999994,33.6,27.38,1.4000000000000001,1.1400000000000001,0.8142857142857143,0.42,0.18,0.42857142857142855,0.48,2.2,28.249999999999996,31.08,2.830000000000002,4,8,1,0,7
R8009_M8018,30,14,0.1243,0.077,2,2,2,8,7,28.55,28.9,26.7,0.78,0.74,0.9487179487179487,1.92,0.84,0.4375,0.44,2.24,25.820000000000004,26.8325,1.0124999999999957,2,6,0,0,7
R8009_M8019,30,0,0.1031,0.0314,2,2,2,8,9,27.59,27.76,26.26,0.3,0.3,1.0,1.08,0.96,0.8888888888888888,0.08,1.42,26.34,27.5075,1.1675000000000004,5,3,0,0,9
R8009_M8019,30,1,0.1226,0.0535,2,2,2,13,13,25.110000000000003,25.800000000000008,24.44,1.0,1.0,1.0,0.8,0.8,1.0,0.22,2.6,23.830000000000002,25.29000000000001,1.460000000000008,9,4,0,0,13
R8009_M8019,30,2,0.1349,0.0623,2,2,2,11,8,32.15,32.16,27.42,0.72,0.68,0.9444444444444445,1.16,1.04,0.8965517241379312,0.12,2.56,30.270000000000003,31.415000000000003,1.1449999999999996,1,10,0,0,8
R8009_M8019,30,3,0.1393,0.0422,2,2,2,12,7,25.829999999999995,29.040000000000003,27.560000000000002,2.44,2.36,0.9672131147540983,0.4,0.28,0.7000000000000001,0.12,2.7600000000000002,25.369999999999994,28.217499999999998,2.8475000000000037,4,8,0,1,6
R8009_M8019,30,4,0.1446,0.0798,1,1,1,12,8,22.880000000000006,24.859999999999992,25.16,2.92,2.2600000000000002,0.7739726027397261,0.68,0.42,0.6176470588235293,0.66,3.74,22.170000000000005,23.9775,1.807499999999994,6,5,1,1,7
R8009_M8019,30,5,0.131,0.0221,2,2,2,4,5,29.11,29.779999999999994,27.46,0.2,0.2,1.0,1.62,1.48,0.9135802469135802,0.08,1.92,27.459999999999994,29.364999999999995,1.9050000000000011,2,2,0,0,5
R8009_M8019,30,6,0.1543,0.0654,2,2,2,14,8,23.120000000000005,25.6,26.42,3.4,3.02,0.8882352941176471,0.12,0.12,1.0,0.24,3.9,22.960000000000004,25.400000000000002,2.4399999999999977,4,9,1,1,7
R8009_M8019,30,7,0.1894,0.0875,2,2,2,17,8,21.269999999999996,25.100000000000005,24.84,4.18,3.96,0.9473684210526316,0.28,0.28,1.0,0.74,6.08,20.97,24.147499999999997,3.1774999999999984,0,16,1,1,7
R8009_M8019,30,8,0.0896,0.0592,2,2,2,9,6,34.14999999999999,36.1,29.5,1.02,0.98,0.9607843137254901,0.4,0.0,0.0,0.1,1.44,33.28999999999999,34.85,1.5600000000000094,3,6,0,0,6
R8009_M8019,30,9,0.1286,0.0952,2,2,2,7,9,35.59,35.92,28.18,0.3,0.3,1.0,1.16,1.04,0.8965517241379312,0.26,1.94,33.07000000000001,33.785000000000004,0.7149999999999963,1,6,0,0,9
R8009_M8019,30,10,0.0728,0.0573,2,2,2,8,6,31.029999999999998,32.14,27.48,1.06,0.46,0.4339622641509434,0.7000000000000001,0.26,0.3714285714285714,0.48,1.3800000000000001,30.3,31.075,0.7749999999999986,4,4,0,0,6
R8009_M8019,30,11,0.054,0.0659,2,2,2,7,11,27.99,26.86,27.060000000000002,0.92,0.74,0.8043478260869564,0.34,0.34,1.0,0.04,2.6,27.479999999999997,26.68,-0.7999999999999972,4,3,0,0,11
R8009_M8019,30,12,0.1292,0.0333,1,1,1,15,2,25.909999999999997,28.7,29.580000000000002,3.72,3.4,0.9139784946236559,0.08,0.08,1.0,0.06,4.12,25.829999999999995,28.642500000000002,2.812500000000007,1,13,1,1,1
R8009_M8019,30,13,0.1754,0.0222,2,2,2,13,9,22.55,24.959999999999997,24.44,3.22,2.96,0.9192546583850931,0.68,0.5,0.7352941176470588,0.04,3.52,21.620000000000005,24.7475,3.127499999999994,8,5,0,0,9
R8009_M8019,30,14,0.1474,0.088,2,2,2,17,12,25.339999999999996,28.48,27.0,2.98,2.72,0.9127516778523491,0.26,0.2,0.7692307692307693,0.54,4.4,24.989999999999995,27.217499999999998,2.2275000000000027,4,13,0,0,12
R8009_M8020,30,0,0.1112,0.0778,2,2,2,10,10,24.229999999999993,25.06,25.34,1.74,1.52,0.8735632183908046,0.66,0.28,0.42424242424242425,0.26,2.66,23.549999999999997,24.3475,0.797500000000003,7,3,0,0,10
R8009_M8020,30,1,0.1045,0.0176,2,2,2,2,8,29.109999999999996,28.8,27.44,0.18,0.18,1.0,1.86,1.56,0.8387096774193549,0.02,1.78,27.240000000000002,28.26,1.0199999999999996,1,0,1,0,8
R8009_M8020,30,2,0.0744,0.0482,2,2,2,8,7,30.069999999999997,31.160000000000004,28.580000000000002,0.32,0.32,1.0,0.74,0.08,0.10810810810810811,0.14,0.62,29.129999999999995,30.014999999999997,0.8850000000000016,5,3,0,0,7
R8009_M8020,30,3,0.2328,0.1681,2,2,2,17,9,19.52000000000001,21.639999999999993,22.34,3.2600000000000002,2.62,0.803680981595092,0.32,0.18,0.5625,0.78,4.8,18.700000000000003,20.70499999999999,2.0049999999999883,5,10,2,1,8
R8009_M8020,30,4,0.0918,0.0225,1,1,1,2,6,29.83,27.86,27.44,0.0,0.0,0.0,2.4,1.8800000000000001,0.7833333333333334,0.0,1.96,27.33,27.2475,-0.08249999999999957,0,1,1,0,6
R8009_M8020,30,5,0.105,0.055,2,2,2,4,7,29.75,30.14,28.54,0.14,0.14,1.0,1.06,0.78,0.7358490566037735,0.08,1.28,28.58,29.522499999999994,0.9424999999999955,2,2,0,0,7
R8009_M8020,30,6,0.1854,0.0529,2,2,2,14,10,25.67,29.939999999999998,28.3,2.8000000000000003,2.6,0.9285714285714285,0.12,0.1,0.8333333333333334,0.02,2.72,25.480000000000004,29.627499999999998,4.147499999999994,5,9,0,1,9
