recording_id,window_size,segment_idx,source,patch_type,segment_id,start,end,speaker,matched_source,matched_speaker,overlap_sec,support_ratio,gt_overlap_sec,gt_support_ratio
R8001_M8004,30,1,fast,boundary_fix_or_relabel,fast_1,3.2,4.64,speaker_0,slow,3,1.44,1.0,3.06,1.0
R8001_M8004,30,1,fast,boundary_fix_or_relabel,fast_2,4.8,9.44,speaker_0,slow,3,4.64,1.0,4.82,1.0
R8001_M8004,30,1,fast,keep_fast_supported,fast_3,24.8,29.99,speaker_0,slow,3,5.19,1.0,8.0,1.0
R8001_M8004,30,1,fast,boundary_fix_or_relabel,fast_4,19.2,21.52,speaker_1,slow,0,2.32,1.0,2.93,1.0
R8001_M8004,30,1,fast,boundary_fix_or_relabel,fast_5,21.76,22.4,speaker_1,slow,1,0.64,1.0,1.16,1.0
R8001_M8004,30,1,slow,align_slow_segment,slow_0,0.0125,10.3125,3,fast,speaker_0,4.64,0.4505,12.6,1.0
R8001_M8004,30,1,slow,align_slow_segment,slow_1,2.9124999999999996,3.7525000000000004,2,fast,speaker_0,0.5525,0.6577,1.6625,1.0
R8001_M8004,30,1,slow,align_slow_segment,slow_2,4.2525,4.4725,2,fast,speaker_0,0.22,1.0,0.6025,1.0
R8001_M8004,30,1,slow,align_slow_segment,slow_3,7.4725,7.7325,2,fast,speaker_0,0.26,1.0,0.44,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_4,10.0125,18.2725,2,,,0.0,0.0,9.78,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_5,11.3125,11.3325,1,,,0.0,0.0,0.04,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_6,11.3325,12.1725,3,,,0.0,0.0,1.4975,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_7,12.1725,12.212500000000002,1,,,0.0,0.0,0.04,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_8,17.6525,19.6125,1,fast,speaker_1,0.4125,0.2105,2.98,1.0
R8001_M8004,30,1,slow,align_slow_segment,slow_9,19.1525,22.232499999999998,0,fast,speaker_1,2.32,0.7532,4.22,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_10,21.732499999999998,24.5325,1,fast,speaker_1,0.64,0.2286,4.15,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_11,22.3525,22.8125,2,fast,speaker_1,0.0475,0.1033,0.9075,1.0
R8001_M8004,30,1,slow,align_slow_segment,slow_12,24.1125,26.6725,2,fast,speaker_0,1.8725,0.7314,6.28,1.0
R8001_M8004,30,1,slow,align_slow_segment,slow_13,24.5325,30.0125,3,fast,speaker_0,5.19,0.9471,8.785,1.0
R8001_M8004,30,1,slow,recover_slow_segment,slow_14,24.6925,24.8525,1,fast,speaker_0,0.0525,0.3281,0.48,1.0
R8001_M8004,30,2,fast,keep_fast_supported,fast_0,0.0,6.0,speaker_0,slow,1,5.8,0.9667,8.01,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_1,6.72,7.52,speaker_0,slow,2,0.8,1.0,1.1,1.0
R8001_M8004,30,2,fast,keep_fast_supported,fast_2,8.88,14.08,speaker_0,slow,1,4.9325,0.9486,10.4,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_3,15.28,16.56,speaker_0,slow,0,1.28,1.0,3.84,1.0
R8001_M8004,30,2,fast,keep_fast_supported,fast_4,19.84,29.99,speaker_0,slow,1,10.0975,0.9948,11.44,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_5,0.0,0.64,speaker_1,slow,1,0.6275,0.9805,1.08,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_6,4.64,5.2,speaker_1,slow,1,0.56,1.0,1.11,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_7,5.76,9.12,speaker_1,slow,2,3.36,1.0,4.05,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_8,9.2,10.0,speaker_1,slow,2,0.8,1.0,1.6,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_9,10.48,11.04,speaker_1,slow,2,0.56,1.0,1.12,1.0
R8001_M8004,30,2,fast,keep_fast_supported,fast_10,12.96,20.8,speaker_1,slow,2,7.8275,0.9984,17.91,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_11,26.24,26.4,speaker_1,slow,1,0.16,1.0,0.16,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_12,14.56,14.64,speaker_2,slow,0,0.08,1.0,0.16,1.0
R8001_M8004,30,2,fast,boundary_fix_or_relabel,fast_13,17.2,17.84,speaker_2,slow,0,0.64,1.0,2.07,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_0,0.0125,5.8125,1,fast,speaker_0,5.8,1.0,7.7975,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_1,0.0725,0.4525,0,fast,speaker_0,0.38,1.0,0.7475,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_2,1.6125,1.7925,2,fast,speaker_0,0.18,1.0,0.3575,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_3,4.612500000000001,11.892500000000002,2,fast,speaker_1,3.36,0.4615,11.8525,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_4,6.7325,7.032500000000001,1,fast,speaker_0,0.3,1.0,0.5925,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_5,8.7925,13.8125,1,fast,speaker_0,4.9325,0.9826,10.0325,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_6,12.912500000000001,18.6925,0,fast,speaker_1,5.7325,0.9918,15.0175,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_7,12.9725,20.8325,2,fast,speaker_1,7.8275,0.9959,17.95,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_8,15.252500000000001,16.4925,1,fast,speaker_1,1.24,1.0,3.7125,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_9,17.2925,17.7525,1,fast,speaker_1,0.46,1.0,1.54,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_10,17.4925,17.6325,3,fast,speaker_1,0.14,1.0,0.5075,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_11,19.8925,30.0125,1,fast,speaker_0,10.0975,0.9978,11.3975,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_12,26.3125,26.8125,0,fast,speaker_0,0.5,1.0,0.5,1.0
R8001_M8004,30,3,fast,keep_fast_supported,fast_0,0.0,2.08,speaker_0,slow,3,2.0675,0.994,5.37,1.0
R8001_M8004,30,3,fast,keep_fast_supported,fast_1,6.48,12.96,speaker_0,slow,2,6.04,0.9321,10.2,1.0
R8001_M8004,30,3,fast,keep_fast_supported,fast_2,22.24,25.2,speaker_0,slow,2,2.64,0.8919,6.36,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_0,0.0125,2.0525,2,fast,speaker_0,2.04,1.0,5.3175,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_1,0.0125,2.5525,3,fast,speaker_0,2.0675,0.814,5.745,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_2,2.9725,3.4924999999999997,0,,,0.0,0.0,0.2075,0.399
R8001_M8004,30,3,slow,recover_slow_segment,slow_3,4.0125,7.612500000000001,3,fast,speaker_0,1.1325,0.3146,4.9625,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_4,6.532500000000001,12.572500000000002,2,fast,speaker_0,6.04,1.0,9.7075,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_5,10.212500000000002,15.2925,1,fast,speaker_0,2.7475,0.5408,10.1,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_6,13.692499999999999,14.0125,2,,,0.0,0.0,0.96,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_7,14.692499999999999,14.712500000000002,3,,,0.0,0.0,0.04,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_8,14.712500000000002,14.9525,0,,,0.0,0.0,0.48,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_9,14.9525,23.6925,3,fast,speaker_0,1.4525,0.1662,17.03,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_10,15.2925,18.1525,0,,,0.0,0.0,6.09,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_11,16.2525,16.6125,1,,,0.0,0.0,1.0675,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_12,18.1525,18.4525,1,,,0.0,0.0,0.6,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_13,19.6725,19.7925,2,,,0.0,0.0,0.12,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_14,20.1525,20.6525,1,,,0.0,0.0,1.0,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_15,21.1925,23.5925,0,fast,speaker_0,1.3525,0.5635,5.4625,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_16,22.3125,24.9525,2,fast,speaker_0,2.64,1.0,5.895,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_17,23.6925,30.3925,0,fast,speaker_0,1.5075,0.225,7.565,1.0
R8001_M8004,30,4,fast,boundary_fix_or_relabel,fast_0,0.0,25.12,speaker_0,slow,1,9.84,0.3917,23.77,0.9463
R8001_M8004,30,4,fast,keep_fast_supported,fast_1,26.16,29.99,speaker_0,slow,1,3.7775,0.9863,3.41,0.8903
R8001_M8004,30,4,slow,align_slow_segment,slow_0,0.0125,8.072500000000002,1,fast,speaker_0,8.06,1.0,8.7225,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_1,7.5525,8.372499999999999,0,fast,speaker_0,0.82,1.0,1.43,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_2,9.912500000000001,19.7525,1,fast,speaker_0,9.84,1.0,9.7475,0.9906
R8001_M8004,30,4,slow,align_slow_segment,slow_3,20.7525,24.8925,1,fast,speaker_0,4.14,1.0,4.07,0.9831
R8001_M8004,30,4,slow,align_slow_segment,slow_4,26.2125,29.9925,1,fast,speaker_0,3.7775,0.9993,3.38,0.8942
R8001_M8004,30,5,fast,keep_fast_supported,fast_0,0.0,9.76,speaker_0,slow,2,9.68,0.9918,10.88,1.0
R8001_M8004,30,5,fast,boundary_fix_or_relabel,fast_1,9.84,10.08,speaker_1,slow,0,0.24,1.0,0.59,1.0
R8001_M8004,30,5,fast,boundary_fix_or_relabel,fast_2,10.08,23.12,speaker_2,slow,1,13.04,1.0,16.44,1.0
R8001_M8004,30,5,fast,boundary_fix_or_relabel,fast_3,23.2,26.4,speaker_2,slow,1,3.2,1.0,6.7,1.0
R8001_M8004,30,5,fast,boundary_fix_or_relabel,fast_4,26.88,29.99,speaker_2,slow,1,3.11,1.0,4.02,1.0
R8001_M8004,30,5,fast,boundary_fix_or_relabel,fast_5,22.32,22.4,speaker_3,slow,1,0.08,1.0,0.16,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_0,0.0125,9.692499999999999,2,fast,speaker_0,9.68,1.0,10.7225,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_1,2.2925000000000004,3.1125,0,fast,speaker_0,0.82,1.0,1.52,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_2,9.692499999999999,10.712500000000002,0,fast,speaker_2,0.6325,0.6201,2.62,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_3,9.712500000000002,10.4525,2,fast,speaker_2,0.3725,0.5034,1.9625,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_4,9.9525,30.1325,1,fast,speaker_2,13.04,0.6462,28.725,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_5,10.712500000000002,10.732500000000002,2,fast,speaker_2,0.02,1.0,0.04,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_6,12.092500000000001,12.5125,0,fast,speaker_2,0.42,1.0,0.42,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_7,18.1525,18.3925,0,fast,speaker_2,0.24,1.0,0.4375,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_8,21.9525,22.1725,0,fast,speaker_2,0.22,1.0,0.44,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_9,22.1725,22.2125,2,fast,speaker_2,0.04,1.0,0.08,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_10,22.2125,22.2725,0,fast,speaker_2,0.06,1.0,0.12,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_11,22.2725,23.3325,2,fast,speaker_2,0.8475,0.7995,3.01,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_12,22.3325,23.3525,0,fast,speaker_2,0.7875,0.7721,2.93,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_13,23.3525,27.0525,2,fast,speaker_2,3.0475,0.8236,7.6275,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_14,27.1925,27.5925,2,fast,speaker_2,0.4,1.0,0.6475,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_15,29.1525,29.4525,2,fast,speaker_2,0.3,1.0,0.5675,1.0
R8003_M8001,30,0,fast,keep_fast_supported,fast_0,0.0,3.04,speaker_0,slow,0,2.98,0.9803,3.52,1.0
R8003_M8001,30,0,fast,keep_fast_supported,fast_1,3.84,6.32,speaker_0,slow,0,2.4325,0.9808,2.44,0.9839
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_2,18.8,20.4,speaker_0,slow,0,1.6,1.0,3.41,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_3,20.64,23.52,speaker_0,slow,0,2.88,1.0,2.88,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_4,23.68,29.76,speaker_0,slow,0,5.9725,0.9823,6.18,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_5,0.48,0.96,speaker_1,slow,0,0.48,1.0,0.94,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_6,6.8,9.2,speaker_1,slow,1,2.4,1.0,2.74,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_7,9.76,11.28,speaker_1,slow,1,1.52,1.0,1.52,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_8,11.44,13.28,speaker_1,slow,1,1.84,1.0,1.84,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_9,14.0,15.92,speaker_1,slow,1,1.92,1.0,1.92,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_10,16.08,16.4,speaker_1,slow,1,0.32,1.0,0.32,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_11,16.88,17.92,speaker_1,slow,1,1.04,1.0,1.04,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_12,18.08,18.96,speaker_1,slow,1,0.88,1.0,1.44,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_13,19.52,20.4,speaker_1,slow,0,0.88,1.0,1.98,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_14,20.96,21.44,speaker_1,slow,0,0.48,1.0,0.48,1.0
R8003_M8001,30,0,fast,boundary_fix_or_relabel,fast_15,29.68,29.99,speaker_1,slow,1,0.31,1.0,0.31,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_0,0.0125,2.9924999999999997,0,fast,speaker_0,2.98,1.0,3.46,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_1,0.4325,0.7925,1,fast,speaker_0,0.36,1.0,0.6925,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_2,3.7325,6.2725,0,fast,speaker_0,2.4325,0.9577,2.54,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_3,6.7325,13.4725,1,fast,speaker_1,2.4,0.3561,7.0625,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_4,7.8325000000000005,8.2725,0,fast,speaker_1,0.44,1.0,0.78,1.0
R8003_M8001,30,0,slow,recover_slow_segment,slow_5,13.892500000000002,20.2925,1,fast,speaker_1,1.92,0.3,8.62,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_6,18.0525,18.5325,0,fast,speaker_1,0.4525,0.9427,0.89,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_7,18.7725,29.6525,0,fast,speaker_0,5.9725,0.5489,12.79,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_8,19.7725,20.2525,2,fast,speaker_0,0.48,1.0,1.3,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_9,20.7525,21.2525,1,fast,speaker_0,0.5,1.0,0.5,1.0
R8003_M8001,30,0,slow,align_slow_segment,slow_10,29.5325,30.3925,1,fast,speaker_1,0.31,0.3605,0.555,0.6453
R8003_M8001,30,1,fast,boundary_fix_or_relabel,fast_0,0.0,2.8,speaker_0,slow,2,2.7875,0.9955,2.8,1.0
R8003_M8001,30,1,fast,boundary_fix_or_relabel,fast_1,3.28,6.24,speaker_0,slow,2,2.96,1.0,2.96,1.0
R8003_M8001,30,1,fast,boundary_fix_or_relabel,fast_2,6.64,9.28,speaker_0,slow,2,2.64,1.0,2.64,1.0
R8003_M8001,30,1,fast,boundary_fix_or_relabel,fast_3,9.84,11.2,speaker_0,slow,1,1.36,1.0,2.63,1.0
R8003_M8001,30,1,fast,boundary_fix_or_relabel,fast_4,14.48,14.96,speaker_0,slow,1,0.48,1.0,0.72,1.0
R8003_M8001,30,1,fast,keep_fast_supported,fast_5,9.6,19.92,speaker_1,slow,1,10.2125,0.9896,12.13,1.0
R8003_M8001,30,1,fast,keep_fast_supported,fast_6,20.56,25.04,speaker_1,slow,1,4.3525,0.9715,4.37,0.9754
R8003_M8001,30,1,fast,keep_fast_supported,fast_7,25.92,29.99,speaker_1,slow,1,4.0525,0.9957,4.07,1.0
R8003_M8001,30,1,slow,recover_slow_segment,slow_0,0.0125,11.1525,2,fast,speaker_0,2.96,0.2657,12.68,1.0
R8003_M8001,30,1,slow,align_slow_segment,slow_1,1.8725,1.9125,1,fast,speaker_0,0.04,1.0,0.04,1.0
R8003_M8001,30,1,slow,align_slow_segment,slow_2,1.9125,2.2725,0,fast,speaker_0,0.36,1.0,0.36,1.0
R8003_M8001,30,1,slow,align_slow_segment,slow_3,9.552500000000002,19.8125,1,fast,speaker_1,10.2125,0.9954,12.2075,1.0
R8003_M8001,30,1,slow,align_slow_segment,slow_4,14.3525,14.712500000000002,2,fast,speaker_1,0.36,1.0,0.72,1.0
R8003_M8001,30,1,slow,align_slow_segment,slow_5,14.712500000000002,14.732500000000002,0,fast,speaker_0,0.02,1.0,0.0275,1.0
R8003_M8001,30,1,slow,recover_slow_segment,slow_6,20.072499999999998,20.2925,0,,,0.0,0.0,0.2125,0.9659
R8003_M8001,30,1,slow,recover_slow_segment,slow_7,20.2925,20.4725,2,,,0.0,0.0,0.18,1.0
R8003_M8001,30,1,slow,align_slow_segment,slow_8,20.4725,24.9125,1,fast,speaker_1,4.3525,0.9803,4.45,1.0
R8003_M8001,30,1,slow,align_slow_segment,slow_9,25.8525,29.9725,1,fast,speaker_1,4.0525,0.9836,4.0925,0.9933
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_0,0.0,0.48,speaker_0,slow,0,0.4675,0.974,0.88,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_1,1.92,3.44,speaker_0,slow,0,1.52,1.0,3.04,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_2,15.04,15.28,speaker_0,slow,1,0.24,1.0,0.48,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_3,16.08,16.72,speaker_0,slow,1,0.64,1.0,0.71,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_4,18.16,21.2,speaker_0,slow,2,2.9925,0.9844,3.17,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_5,0.08,4.32,speaker_1,slow,0,4.24,1.0,7.1,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_6,4.88,6.32,speaker_1,slow,1,1.44,1.0,2.7,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_7,8.4,8.48,speaker_1,slow,1,0.08,1.0,0.16,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_8,4.64,6.08,speaker_2,slow,0,1.44,1.0,3.07,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_9,6.32,14.88,speaker_2,slow,1,8.56,1.0,9.23,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_10,15.2,16.0,speaker_2,slow,1,0.8,1.0,1.49,1.0
R8003_M8001,30,2,fast,boundary_fix_or_relabel,fast_11,16.64,18.24,speaker_2,slow,2,1.6,1.0,3.12,1.0
R8003_M8001,30,2,fast,keep_fast_supported,fast_12,21.44,29.52,speaker_2,slow,1,7.9325,0.9817,8.53,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_0,0.0125,0.35250000000000004,1,fast,speaker_0,0.34,1.0,0.68,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_1,0.0125,6.1725,0,fast,speaker_1,4.24,0.6883,11.0975,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_2,1.7525,3.2125000000000004,1,fast,speaker_1,1.46,1.0,2.8925,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_3,3.2125000000000004,5.0125,2,fast,speaker_1,1.1075,0.6153,3.79,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_4,4.612500000000001,17.9325,1,fast,speaker_2,8.56,0.6426,17.94,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_5,5.072500000000001,5.0925,2,fast,speaker_1,0.02,1.0,0.04,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_6,8.232500000000002,8.592500000000001,0,fast,speaker_2,0.36,1.0,0.65,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_7,11.6325,11.9725,0,fast,speaker_2,0.34,1.0,0.68,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_8,14.932500000000001,21.1525,2,fast,speaker_0,2.9925,0.4811,8.7875,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_9,17.9925,18.3325,0,fast,speaker_2,0.2475,0.7279,0.6625,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_10,21.4125,29.3725,1,fast,speaker_2,7.9325,0.9965,8.41,1.0
R8003_M8001,30,2,slow,align_slow_segment,slow_11,22.1125,22.4725,0,fast,speaker_2,0.36,1.0,0.6725,1.0
R8003_M8001,30,3,fast,keep_fast_supported,fast_0,0.0,2.4,speaker_0,slow,0,2.18,0.9083,5.35,1.0
R8003_M8001,30,3,fast,keep_fast_supported,fast_1,0.32,10.16,speaker_1,slow,1,9.44,0.9593,12.96,1.0
R8003_M8001,30,3,fast,keep_fast_supported,fast_2,10.64,12.56,speaker_1,slow,1,1.56,0.8125,1.53,0.7969
R8003_M8001,30,3,fast,boundary_fix_or_relabel,fast_3,13.12,29.99,speaker_1,slow,1,10.38,0.6153,16.49,0.9775
R8003_M8001,30,3,fast,boundary_fix_or_relabel,fast_4,0.96,1.68,speaker_2,slow,0,0.72,1.0,1.98,1.0
R8003_M8001,30,3,slow,align_slow_segment,slow_0,0.0125,2.1925,0,fast,speaker_0,2.18,1.0,5.13,1.0
R8003_M8001,30,3,slow,align_slow_segment,slow_1,0.3325,9.7725,1,fast,speaker_1,9.44,1.0,12.935,1.0
R8003_M8001,30,3,slow,align_slow_segment,slow_2,0.8925000000000001,1.5925,2,fast,speaker_0,0.7,1.0,2.0075,1.0
R8003_M8001,30,3,slow,align_slow_segment,slow_3,7.7125,8.0125,0,fast,speaker_1,0.3,1.0,0.79,1.0
R8003_M8001,30,3,slow,align_slow_segment,slow_4,10.732500000000002,12.2925,1,fast,speaker_1,1.56,1.0,1.5275,0.9792
R8003_M8001,30,3,slow,align_slow_segment,slow_5,13.1525,23.5325,1,fast,speaker_1,10.38,1.0,10.3525,0.9974
R8003_M8001,30,3,slow,align_slow_segment,slow_6,23.9725,30.1325,1,fast,speaker_1,6.0175,0.9769,5.7075,0.9265
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_0,0.0,0.32,speaker_0,slow,2,0.3075,0.9609,0.32,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_1,0.64,2.72,speaker_0,slow,2,2.08,1.0,3.05,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_2,3.04,3.36,speaker_0,slow,2,0.2325,0.7266,0.18,0.5625
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_3,7.44,7.84,speaker_0,slow,1,0.4,1.0,0.66,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_4,11.12,11.44,speaker_0,slow,1,0.32,1.0,0.53,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_5,27.52,29.36,speaker_0,slow,1,1.84,1.0,4.96,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_6,29.52,29.99,speaker_0,slow,1,0.47,1.0,1.73,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_7,0.72,1.12,speaker_1,slow,2,0.4,1.0,0.8,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_8,3.84,6.8,speaker_1,slow,1,2.96,1.0,2.96,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_9,7.2,10.96,speaker_1,slow,1,3.76,1.0,4.32,1.0
R8003_M8001,30,4,fast,boundary_fix_or_relabel,fast_10,11.44,14.4,speaker_1,slow,1,2.96,1.0,2.96,1.0
