recording_id,window_size,segment_idx,source,patch_type,segment_id,start,end,speaker,matched_source,matched_speaker,overlap_sec,support_ratio,gt_overlap_sec,gt_support_ratio
R8001_M8004,30,2,slow,align_slow_segment,slow_3,22.6325,23.2125,1,fast,speaker_1,0.48,0.8276,1.1525,1.0
R8001_M8004,30,2,slow,recover_slow_segment,slow_4,23.2525,23.5325,2,fast,speaker_0,0.08,0.2857,0.5225,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_5,23.5925,27.6125,3,fast,speaker_2,3.52,0.8756,4.59,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_6,26.8525,27.4725,2,fast,speaker_2,0.3475,0.5605,1.19,1.0
R8001_M8004,30,2,slow,align_slow_segment,slow_7,29.4125,29.9925,2,fast,speaker_0,0.47,0.8103,0.5525,0.9526
R8001_M8004,30,2,slow,align_slow_segment,slow_8,29.6925,29.9525,0,fast,speaker_0,0.26,1.0,0.26,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_0,0.0,0.72,speaker_0,slow,2,0.7075,0.9826,0.72,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_1,1.12,3.28,speaker_0,slow,2,2.16,1.0,2.16,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_2,3.76,7.76,speaker_0,slow,2,3.8725,0.9681,3.83,0.9575
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_3,8.24,14.24,speaker_0,slow,2,5.6875,0.9479,5.62,0.9367
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_4,14.48,15.76,speaker_0,slow,2,1.1125,0.8691,1.17,0.9141
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_5,20.16,20.56,speaker_0,slow,1,0.4,1.0,0.4,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_6,24.72,25.36,speaker_0,slow,1,0.64,1.0,0.98,1.0
R8001_M8004,30,3,fast,keep_fast_supported,fast_7,29.44,29.99,speaker_0,slow,2,0.55,1.0,0.8,1.0
R8001_M8004,30,3,fast,suppress_fast_candidate,fast_8,16.08,16.32,speaker_1,,,0.0,0.0,0.0,0.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_9,16.56,20.0,speaker_1,slow,1,3.44,1.0,4.82,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_10,20.56,22.8,speaker_1,slow,1,2.24,1.0,2.24,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_11,23.2,25.2,speaker_1,slow,1,2.0,1.0,2.5,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_12,25.84,28.8,speaker_1,slow,1,2.96,1.0,3.31,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_13,29.12,29.99,speaker_1,slow,1,0.7125,0.819,1.31,1.0
R8001_M8004,30,3,fast,boundary_fix_or_relabel,fast_14,23.28,23.76,speaker_2,slow,1,0.48,1.0,0.48,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_0,0.0125,7.6325,2,fast,speaker_0,3.8725,0.5082,7.5775,0.9944
R8001_M8004,30,3,slow,align_slow_segment,slow_1,8.552500000000002,15.592500000000001,2,fast,speaker_0,5.6875,0.8079,6.9725,0.9904
R8001_M8004,30,3,slow,recover_slow_segment,slow_2,16.5125,29.8325,1,fast,speaker_1,3.44,0.2583,16.2125,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_3,16.6525,17.9325,2,fast,speaker_1,1.28,1.0,2.56,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_4,20.1125,20.4725,2,fast,speaker_0,0.3125,0.8681,0.36,1.0
R8001_M8004,30,3,slow,recover_slow_segment,slow_5,22.8325,23.072499999999998,0,,,0.0,0.0,0.4775,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_6,24.5525,25.0925,2,fast,speaker_1,0.54,1.0,1.04,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_7,27.9525,28.232499999999998,2,fast,speaker_1,0.28,1.0,0.56,1.0
R8001_M8004,30,3,slow,align_slow_segment,slow_8,29.3325,30.0325,2,fast,speaker_1,0.6575,0.9393,1.025,1.0
R8001_M8004,30,4,fast,keep_fast_supported,fast_0,0.08,2.32,speaker_0,slow,0,2.24,1.0,5.22,1.0
R8001_M8004,30,4,fast,boundary_fix_or_relabel,fast_1,23.36,28.8,speaker_0,slow,0,5.44,1.0,11.59,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_0,0.0125,2.3324999999999996,0,fast,speaker_0,2.24,0.9655,5.3125,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_1,0.0125,4.1325,2,fast,speaker_0,2.24,0.5437,9.3825,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_2,0.1925,1.2725,1,fast,speaker_0,1.08,1.0,2.98,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_3,2.2925000000000004,9.912500000000001,1,fast,speaker_0,0.0275,0.0036,10.9525,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_4,9.1725,9.192499999999999,2,,,0.0,0.0,0.04,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_5,9.192499999999999,9.3125,0,,,0.0,0.0,0.24,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_6,9.3125,11.212500000000002,2,,,0.0,0.0,2.7275,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_7,11.212500000000002,14.3525,0,,,0.0,0.0,4.38,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_8,12.2925,12.732500000000002,1,,,0.0,0.0,0.88,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_9,13.092500000000001,13.252500000000001,2,,,0.0,0.0,0.16,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_10,13.692499999999999,25.5925,2,fast,speaker_0,2.2325,0.1876,18.5175,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_11,14.872499999999999,15.212500000000002,1,,,0.0,0.0,0.6575,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_12,17.1325,17.4725,1,,,0.0,0.0,0.6675,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_13,18.0125,18.3325,0,,,0.0,0.0,0.6175,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_14,19.4325,19.9325,1,,,0.0,0.0,1.0,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_15,22.3325,22.6725,1,,,0.0,0.0,0.7225,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_16,22.6725,29.9525,0,fast,speaker_0,5.44,0.7473,15.4075,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_17,23.2525,23.6325,1,fast,speaker_0,0.2725,0.7171,0.7825,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_18,26.6125,27.5725,1,fast,speaker_0,0.96,1.0,2.26,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_19,26.8125,27.1925,2,fast,speaker_0,0.38,1.0,0.9175,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_20,27.5725,27.8125,2,fast,speaker_0,0.24,1.0,0.6725,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_21,27.8125,28.8725,1,fast,speaker_0,0.9875,0.9316,3.0275,1.0
R8001_M8004,30,4,slow,align_slow_segment,slow_22,27.8325,28.7725,2,fast,speaker_0,0.94,1.0,2.7675,1.0
R8001_M8004,30,4,slow,recover_slow_segment,slow_23,29.3725,29.9725,1,,,0.0,0.0,1.2,1.0
R8001_M8004,30,5,fast,boundary_fix_or_relabel,fast_0,6.0,6.64,speaker_0,slow,2,0.64,1.0,1.28,1.0
R8001_M8004,30,5,fast,boundary_fix_or_relabel,fast_1,16.48,19.2,speaker_0,slow,3,2.72,1.0,9.55,1.0
R8001_M8004,30,5,fast,keep_fast_supported,fast_2,22.8,29.44,speaker_0,slow,1,6.64,1.0,12.13,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_0,0.0125,4.6925,3,,,0.0,0.0,6.68,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_1,2.5525,9.8325,2,fast,speaker_0,0.64,0.0879,11.5875,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_2,3.3925,3.7325,0,,,0.0,0.0,0.68,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_3,5.9325,7.612500000000001,1,fast,speaker_0,0.64,0.381,4.08,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_4,6.7725,7.6925,0,,,0.0,0.0,2.56,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_5,6.9325,7.2125,3,,,0.0,0.0,0.84,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_6,10.692499999999999,11.2725,0,,,0.0,0.0,1.1825,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_7,10.732500000000002,19.6125,3,fast,speaker_0,2.72,0.3063,18.0625,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_8,11.432500000000001,11.6725,1,,,0.0,0.0,0.4775,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_9,16.0125,22.8925,2,fast,speaker_0,2.72,0.3953,20.4825,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_10,16.3925,19.0125,1,fast,speaker_0,2.5325,0.9666,9.0825,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_11,17.2925,21.732499999999998,0,fast,speaker_0,1.9075,0.4296,13.985,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_12,22.7525,29.5525,1,fast,speaker_0,6.64,0.9765,12.6025,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_13,23.732499999999998,24.0725,2,fast,speaker_0,0.34,1.0,0.7175,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_14,26.5525,27.8125,2,fast,speaker_0,1.26,1.0,2.5025,1.0
R8001_M8004,30,5,slow,align_slow_segment,slow_15,28.6525,30.0525,3,fast,speaker_0,0.7875,0.5625,3.445,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_16,29.232499999999998,30.0525,2,fast,speaker_0,0.2075,0.253,2.285,1.0
R8001_M8004,30,5,slow,recover_slow_segment,slow_17,30.3325,30.3925,2,,,0.0,0.0,0.0,0.0
R8001_M8004,30,6,fast,keep_fast_supported,fast_0,0.0,9.84,speaker_0,slow,2,9.4,0.9553,15.12,1.0
R8001_M8004,30,6,fast,boundary_fix_or_relabel,fast_1,10.0,10.08,speaker_0,slow,1,0.08,1.0,0.16,1.0
R8001_M8004,30,6,fast,boundary_fix_or_relabel,fast_2,11.44,20.16,speaker_0,slow,2,6.3725,0.7308,13.18,1.0
R8001_M8004,30,6,fast,boundary_fix_or_relabel,fast_3,23.52,28.4,speaker_0,slow,2,4.88,1.0,7.95,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_0,0.0125,9.412500000000001,2,fast,speaker_0,9.4,1.0,14.2225,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_1,2.8724999999999996,4.6525,1,fast,speaker_0,1.78,1.0,3.5275,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_2,5.612500000000001,5.8725000000000005,1,fast,speaker_0,0.26,1.0,0.4975,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_3,7.2925,9.1525,0,fast,speaker_0,1.86,1.0,3.04,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_4,8.3525,13.412500000000001,1,fast,speaker_0,1.9725,0.3898,10.39,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_5,11.052500000000002,17.8125,2,fast,speaker_0,6.3725,0.9427,10.9575,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_6,16.412499999999998,20.8525,0,fast,speaker_0,3.7475,0.844,7.5,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_7,17.0525,17.4325,1,fast,speaker_0,0.38,1.0,1.1175,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_8,19.4525,19.4725,2,fast,speaker_0,0.02,1.0,0.02,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_9,19.4725,20.9125,1,fast,speaker_0,0.6875,0.4774,2.8525,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_10,19.4925,28.7925,2,fast,speaker_0,4.88,0.5247,20.2725,1.0
R8001_M8004,30,6,slow,recover_slow_segment,slow_11,20.9125,23.7125,0,fast,speaker_0,0.1925,0.0687,9.4325,1.0
R8001_M8004,30,6,slow,recover_slow_segment,slow_12,22.5525,23.8325,1,fast,speaker_0,0.3125,0.2441,4.93,1.0
R8001_M8004,30,6,slow,recover_slow_segment,slow_13,22.572499999999998,23.072499999999998,3,,,0.0,0.0,1.9925,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_14,23.8325,24.2725,0,fast,speaker_0,0.44,1.0,1.32,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_15,24.8725,25.2725,1,fast,speaker_0,0.4,1.0,0.7625,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_16,25.2725,25.2925,0,fast,speaker_0,0.02,1.0,0.04,1.0
R8001_M8004,30,6,slow,align_slow_segment,slow_17,26.1725,26.4925,1,fast,speaker_0,0.32,1.0,0.6325,1.0
R8001_M8004,30,6,slow,recover_slow_segment,slow_18,28.1125,29.7525,1,fast,speaker_0,0.2875,0.1753,3.2725,1.0
R8001_M8004,30,6,slow,recover_slow_segment,slow_19,29.6525,29.8325,2,,,0.0,0.0,0.36,1.0
R8001_M8004,30,6,slow,recover_slow_segment,slow_20,29.8925,30.0125,0,,,0.0,0.0,0.215,1.0
R8001_M8004,30,7,fast,keep_fast_supported,fast_0,0.0,0.32,speaker_0,slow,1,0.28,0.875,0.6,1.0
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_1,0.96,4.4,speaker_1,slow,1,3.44,1.0,3.44,1.0
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_2,4.8,6.48,speaker_1,slow,1,1.68,1.0,1.68,1.0
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_3,6.72,7.92,speaker_1,slow,1,1.0325,0.8604,1.09,0.9083
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_4,9.28,10.88,speaker_1,slow,1,1.6,1.0,1.6,1.0
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_5,11.28,11.84,speaker_1,slow,2,0.56,1.0,0.87,1.0
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_6,14.72,14.88,speaker_1,slow,2,0.16,1.0,0.29,1.0
R8001_M8004,30,7,fast,keep_fast_supported,fast_7,18.24,20.32,speaker_1,slow,1,2.0325,0.9772,2.77,1.0
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_8,21.28,22.96,speaker_1,slow,1,1.68,1.0,1.68,1.0
R8001_M8004,30,7,fast,boundary_fix_or_relabel,fast_9,23.6,24.24,speaker_1,slow,1,0.4925,0.7695,0.51,0.7969
R8001_M8004,30,7,fast,keep_fast_supported,fast_10,26.16,26.48,speaker_1,slow,1,0.2325,0.7266,0.23,0.7188
R8001_M8004,30,7,fast,keep_fast_supported,fast_11,11.04,18.56,speaker_2,slow,2,7.52,1.0,8.73,1.0
R8001_M8004,30,7,fast,keep_fast_supported,fast_12,26.8,29.99,speaker_3,slow,0,3.19,1.0,3.57,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_0,0.0125,0.1925,0,fast,speaker_0,0.18,1.0,0.36,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_1,0.0125,0.29250000000000004,1,fast,speaker_0,0.28,1.0,0.5475,1.0
R8001_M8004,30,7,slow,recover_slow_segment,slow_2,0.3725,0.7324999999999999,1,,,0.0,0.0,0.36,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_3,0.8725,7.7525,1,fast,speaker_1,3.44,0.5,6.88,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_4,9.212500000000002,11.6725,1,fast,speaker_1,1.6,0.6504,3.0525,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_5,10.9725,18.6525,2,fast,speaker_2,7.52,0.9792,9.0325,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_6,14.572500000000002,14.932500000000001,1,fast,speaker_2,0.36,1.0,0.6375,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_7,18.1925,20.2725,1,fast,speaker_1,2.0325,0.9772,2.8475,1.0
R8001_M8004,30,7,slow,align_slow_segment,slow_8,21.1925,24.0925,1,fast,speaker_1,1.68,0.5793,2.8825,0.994
R8001_M8004,30,7,slow,align_slow_segment,slow_9,26.0525,26.3925,1,fast,speaker_1,0.2325,0.6838,0.32,0.9412
R8001_M8004,30,7,slow,align_slow_segment,slow_10,26.732499999999998,30.3925,0,fast,speaker_3,3.19,0.8716,3.6475,0.9966
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_0,0.0,6.72,speaker_0,slow,0,6.7075,0.9981,17.78,1.0
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_1,9.36,17.36,speaker_0,slow,2,8.0,1.0,12.13,1.0
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_2,17.68,18.56,speaker_0,slow,2,0.5925,0.6733,1.25,1.0
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_3,21.44,24.48,speaker_0,slow,1,3.04,1.0,6.08,1.0
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_4,20.4,21.12,speaker_1,slow,1,0.72,1.0,0.72,1.0
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_5,25.6,28.32,speaker_1,slow,1,2.72,1.0,2.72,1.0
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_6,28.4,28.8,speaker_1,slow,1,0.4,1.0,0.4,1.0
R8001_M8004,30,8,fast,boundary_fix_or_relabel,fast_7,29.68,29.92,speaker_1,slow,1,0.1725,0.7187,0.24,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_0,0.0125,1.6125,1,fast,speaker_0,1.6,1.0,4.865,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_1,0.0125,6.6925,2,fast,speaker_0,6.68,1.0,17.6475,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_2,0.0125,9.0125,0,fast,speaker_0,6.7075,0.7453,23.405,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_3,5.112500000000001,5.6925,1,fast,speaker_0,0.58,1.0,2.2625,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_4,6.6925,6.7325,1,fast,speaker_0,0.0275,0.6875,0.12,1.0
R8001_M8004,30,8,slow,recover_slow_segment,slow_5,6.8125,8.912500000000001,1,,,0.0,0.0,5.1975,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_6,9.0125,9.572500000000002,1,fast,speaker_0,0.2125,0.3795,0.91,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_7,9.3525,18.2725,2,fast,speaker_0,8.0,0.8969,13.5775,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_8,11.592500000000001,12.572500000000002,1,fast,speaker_0,0.98,1.0,2.415,1.0
R8001_M8004,30,8,slow,recover_slow_segment,slow_9,17.2725,17.8725,0,fast,speaker_0,0.1925,0.3208,1.1925,1.0
R8001_M8004,30,8,slow,recover_slow_segment,slow_10,18.4325,29.8525,1,fast,speaker_0,3.04,0.2662,16.0275,1.0
R8001_M8004,30,8,slow,recover_slow_segment,slow_11,19.0525,19.4725,2,,,0.0,0.0,0.6575,1.0
R8001_M8004,30,8,slow,align_slow_segment,slow_12,21.4325,24.6525,2,fast,speaker_0,3.04,0.9441,6.44,1.0
R8001_M8004,30,8,slow,recover_slow_segment,slow_13,24.8525,25.2125,2,,,0.0,0.0,0.6675,1.0
R8001_M8004,30,9,fast,boundary_fix_or_relabel,fast_0,4.8,6.08,speaker_0,slow,0,1.28,1.0,3.4,1.0
R8001_M8004,30,9,fast,boundary_fix_or_relabel,fast_1,17.52,18.16,speaker_0,slow,3,0.64,1.0,1.87,1.0
R8001_M8004,30,9,fast,boundary_fix_or_relabel,fast_2,23.04,25.12,speaker_0,slow,2,2.08,1.0,5.57,1.0
R8001_M8004,30,9,fast,boundary_fix_or_relabel,fast_3,28.56,29.99,speaker_0,slow,0,1.43,1.0,2.49,1.0
R8001_M8004,30,9,slow,recover_slow_segment,slow_0,0.0125,5.2725,3,fast,speaker_0,0.4725,0.0898,6.755,1.0
R8001_M8004,30,9,slow,recover_slow_segment,slow_1,2.4924999999999997,3.0725,1,,,0.0,0.0,1.16,1.0
R8001_M8004,30,9,slow,align_slow_segment,slow_2,4.492500000000001,6.5125,0,fast,speaker_0,1.28,0.6337,5.3,1.0
R8001_M8004,30,9,slow,recover_slow_segment,slow_3,5.2725,13.372499999999999,2,fast,speaker_0,0.8075,0.0997,13.6375,1.0
R8001_M8004,30,9,slow,align_slow_segment,slow_4,5.3125,5.6725,3,fast,speaker_0,0.36,1.0,1.08,1.0
R8001_M8004,30,9,slow,recover_slow_segment,slow_5,6.8925,7.2125,1,,,0.0,0.0,0.5875,1.0
R8001_M8004,30,9,slow,recover_slow_segment,slow_6,8.8125,9.092500000000001,1,,,0.0,0.0,0.4975,1.0
