recording_id,window_size,segment_idx,model_name,success,der,miss_rate,fa_rate,conf_rate,cer,latency,spk_count_pred,spk_count_gt,spk_match,error
R8001_M8004,30,13,diarizen-large-v2,True,0.1448,0.0887,0.0407,0.0154,,28.330456733703613,4,4,True,
R8001_M8004,30,14,diarizen-large-v2,True,0.1409,0.0699,0.0367,0.0343,,26.619580030441284,3,4,False,
R8009_M8020,30,0,diarizen-large-v2,True,0.0778,0.0538,0.0241,0.0,,24.977536916732788,2,2,True,
R8009_M8020,30,1,diarizen-large-v2,True,0.0176,0.0025,0.0151,0.0,,24.65415072441101,2,2,True,
R8009_M8020,30,2,diarizen-large-v2,True,0.0482,0.015,0.0323,0.0009,,24.872403860092163,2,2,True,
R8009_M8020,30,3,diarizen-large-v2,True,0.1681,0.1289,0.0367,0.0025,,23.588134765625,2,2,True,
R8009_M8020,30,4,diarizen-large-v2,True,0.0225,0.0034,0.0191,0.0,,27.66703224182129,1,1,True,
R8009_M8020,30,5,diarizen-large-v2,True,0.055,0.0371,0.0178,0.0,,24.504756927490234,2,2,True,
R8009_M8020,30,6,diarizen-large-v2,True,0.0529,0.0471,0.0046,0.0012,,24.64434814453125,2,2,True,
R8009_M8020,30,7,diarizen-large-v2,True,0.0421,0.0334,0.0087,0.0,,27.252513885498047,2,2,True,
R8009_M8020,30,8,diarizen-large-v2,True,0.0661,0.0453,0.0208,0.0,,28.26235294342041,2,2,True,
R8009_M8020,30,9,diarizen-large-v2,True,0.0189,0.0172,0.0017,0.0,,28.096867084503174,2,2,True,
R8009_M8020,30,10,diarizen-large-v2,True,0.0416,0.0367,0.0049,0.0,,26.84298586845398,2,2,True,
R8009_M8020,30,11,diarizen-large-v2,True,0.0484,0.0326,0.0158,0.0,,26.095556259155273,2,2,True,
R8009_M8020,30,12,diarizen-large-v2,True,0.0303,0.014,0.0162,0.0001,,22.109567880630493,2,2,True,
R8009_M8020,30,13,diarizen-large-v2,True,0.0811,0.0604,0.0207,0.0,,21.84627413749695,1,1,True,
R8009_M8020,30,14,diarizen-large-v2,True,0.0216,0.0147,0.007,0.0,,23.542829036712646,1,1,True,
R8009_M8018,30,0,diarizen-large-v2,True,0.0875,0.0559,0.0316,0.0,,34.15033483505249,2,2,True,
R8009_M8018,30,1,diarizen-large-v2,True,0.0701,0.0371,0.0321,0.001,,24.6575710773468,2,2,True,
R8009_M8018,30,2,diarizen-large-v2,True,0.043,0.0006,0.0424,0.0,,23.480016946792603,2,2,True,
R8009_M8018,30,3,diarizen-large-v2,True,0.2049,0.0325,0.1119,0.0605,,27.28079891204834,2,2,True,
R8009_M8018,30,4,diarizen-large-v2,True,0.1004,0.0496,0.0508,0.0,,27.178485870361328,2,2,True,
R8009_M8018,30,5,diarizen-large-v2,True,0.097,0.044,0.0508,0.0022,,28.392770051956177,2,2,True,
R8009_M8018,30,6,diarizen-large-v2,True,0.0963,0.0326,0.0486,0.0151,,22.90439510345459,2,2,True,
R8009_M8018,30,7,diarizen-large-v2,True,0.0939,0.051,0.032,0.0109,,27.24239206314087,2,2,True,
R8009_M8018,30,8,diarizen-large-v2,True,0.1073,0.0552,0.0521,0.0,,34.01345992088318,2,2,True,
R8009_M8018,30,9,diarizen-large-v2,True,0.1193,0.0581,0.0314,0.0298,,27.933747053146362,2,2,True,
R8009_M8018,30,10,diarizen-large-v2,True,0.1092,0.0437,0.0592,0.0063,,29.393010139465332,2,2,True,
R8009_M8018,30,11,diarizen-large-v2,True,0.0795,0.0306,0.0489,0.0,,26.752604961395264,2,2,True,
R8009_M8018,30,12,diarizen-large-v2,True,0.1657,0.0705,0.0838,0.0114,,24.848350048065186,2,2,True,
R8009_M8018,30,13,diarizen-large-v2,True,0.0994,0.0245,0.0749,0.0,,23.579800844192505,2,2,True,
R8009_M8018,30,14,diarizen-large-v2,True,0.077,0.0101,0.0664,0.0005,,25.930603742599487,2,2,True,
R8009_M8019,30,0,diarizen-large-v2,True,0.0314,0.0225,0.009,0.0,,24.09962797164917,2,2,True,
R8009_M8019,30,1,diarizen-large-v2,True,0.0535,0.034,0.0195,0.0,,22.524367809295654,2,2,True,
R8009_M8019,30,2,diarizen-large-v2,True,0.0623,0.0454,0.0169,0.0,,23.86602807044983,2,2,True,
R8009_M8019,30,3,diarizen-large-v2,True,0.0422,0.0273,0.0149,0.0,,25.59783387184143,2,2,True,
R8009_M8019,30,4,diarizen-large-v2,True,0.0798,0.0447,0.0351,0.0,,24.29362201690674,1,1,True,
R8009_M8019,30,5,diarizen-large-v2,True,0.0221,0.0112,0.0108,0.0,,26.107136011123657,2,2,True,
R8009_M8019,30,6,diarizen-large-v2,True,0.0654,0.0579,0.0075,0.0,,25.07767605781555,2,2,True,
R8009_M8019,30,7,diarizen-large-v2,True,0.0875,0.0531,0.0344,0.0,,26.39536476135254,2,2,True,
R8009_M8019,30,8,diarizen-large-v2,True,0.0592,0.0241,0.0351,0.0,,25.501492977142334,2,2,True,
R8009_M8019,30,9,diarizen-large-v2,True,0.0952,0.0364,0.0588,0.0,,25.703585863113403,2,2,True,
R8009_M8019,30,10,diarizen-large-v2,True,0.0573,0.0256,0.0317,0.0,,24.210108041763306,2,2,True,
R8009_M8019,30,11,diarizen-large-v2,True,0.0659,0.0629,0.0017,0.0014,,33.69448518753052,2,2,True,
R8009_M8019,30,12,diarizen-large-v2,True,0.0333,0.0314,0.002,0.0,,26.66541290283203,1,1,True,
R8009_M8019,30,13,diarizen-large-v2,True,0.0222,0.0137,0.0085,0.0,,23.983201026916504,2,2,True,
R8009_M8019,30,14,diarizen-large-v2,True,0.088,0.0494,0.0295,0.0092,,23.701199054718018,2,2,True,
R8008_M8013,30,0,diarizen-large-v2,True,0.0368,0.0047,0.0289,0.0032,,22.80671215057373,3,3,True,
R8008_M8013,30,1,diarizen-large-v2,True,0.0773,0.005,0.0723,0.0,,25.229944944381714,3,3,True,
R8008_M8013,30,2,diarizen-large-v2,True,0.2264,0.0248,0.0309,0.1706,,23.46504306793213,2,3,False,
R8008_M8013,30,3,diarizen-large-v2,True,0.1117,0.0167,0.0669,0.0281,,24.73685097694397,2,3,False,
R8008_M8013,30,4,diarizen-large-v2,True,0.2039,0.0266,0.0311,0.1462,,24.64874005317688,2,3,False,
R8008_M8013,30,5,diarizen-large-v2,True,0.1516,0.0636,0.0229,0.065,,22.21824598312378,4,3,False,
R8008_M8013,30,6,diarizen-large-v2,True,0.2471,0.0263,0.0639,0.157,,24.5941321849823,3,3,True,
R8008_M8013,30,7,diarizen-large-v2,True,0.159,0.0455,0.1063,0.0072,,23.06705403327942,3,3,True,
R8008_M8013,30,8,diarizen-large-v2,True,0.3288,0.0415,0.1317,0.1556,,24.707134008407593,3,3,True,
R8008_M8013,30,9,diarizen-large-v2,True,0.1044,0.0167,0.0751,0.0126,,24.305092096328735,3,3,True,
R8008_M8013,30,10,diarizen-large-v2,True,0.2261,0.1092,0.0953,0.0216,,23.354254007339478,3,3,True,
R8008_M8013,30,11,diarizen-large-v2,True,0.1771,0.0085,0.1132,0.0554,,24.520829916000366,3,3,True,
R8008_M8013,30,12,diarizen-large-v2,True,0.1399,0.0816,0.0308,0.0275,,24.932341814041138,4,3,False,
R8008_M8013,30,13,diarizen-large-v2,True,0.2109,0.0463,0.1264,0.0382,,27.970037937164307,3,3,True,
R8008_M8013,30,14,diarizen-large-v2,True,0.0993,0.0683,0.0187,0.0124,,25.52512216567993,3,3,True,
